@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
7.0,7.0,0.0,10.0,4.0,3.0,1.0,22.0,22.57,19595.33,0.22,133.0,0.03,1088.63,665.0,52.0,81.0,15.0,17.0,41.0,Y
31.0,115.0,7.0,45.0,58.0,41.0,16.0,265.0,94.26,581549.44,2.47,1105.0,0.01,32308.3,7403.99,448.0,657.0,77.0,27.0,350.0,Y
10.0,13.0,2.0,2.0,7.0,7.0,1.0,45.0,55.74,26305.77,0.4,218.0,0.05,1461.43,1210.9,70.0,148.0,29.0,18.0,61.0,Y
10.0,17.0,0.0,8.0,9.0,5.0,4.0,45.0,39.91,22176.04,0.31,178.0,0.04,1232.0,940.8,55.0,123.0,21.0,18.0,65.0,Y
12.0,22.0,0.0,8.0,13.0,4.0,1.0,57.0,34.68,49511.76,0.44,231.0,0.03,2750.65,1310.33,92.0,139.0,28.0,23.0,79.0,Y
4.0,15.0,0.0,0.0,8.0,5.0,1.0,63.0,47.28,47938.33,0.5,257.0,0.03,2663.24,1505.5,121.0,136.0,38.0,20.0,69.0,Y
17.0,15.0,0.0,6.0,8.0,7.0,1.0,55.0,99.54,17475.41,0.44,219.0,0.08,970.86,1318.9,106.0,113.0,52.0,13.0,80.0,Y
5.0,5.0,0.0,5.0,3.0,3.0,1.0,27.0,39.98,5408.68,0.16,93.0,0.09,300.48,465.0,34.0,59.0,19.0,13.0,39.0,Y
5.0,11.0,2.0,0.0,6.0,6.0,1.0,34.0,56.63,14498.49,0.3,165.0,0.06,805.47,906.16,58.0,107.0,29.0,16.0,45.0,Y
43.0,31.0,0.0,14.0,16.0,12.0,14.0,109.0,132.53,134181.03,1.41,632.0,0.03,7454.5,4216.97,278.0,354.0,83.0,19.0,168.0,Y
3.0,7.0,0.0,0.0,4.0,2.0,1.0,13.0,34.24,1895.94,0.08,53.0,0.13,105.33,254.79,23.0,30.0,17.0,11.0,18.0,Y
13.0,5.0,0.0,6.0,3.0,3.0,3.0,36.0,32.65,36714.71,0.37,219.0,0.03,2039.71,1095.0,76.0,143.0,17.0,15.0,58.0,N
3.0,5.0,0.0,0.0,3.0,1.0,1.0,27.0,32.68,14686.72,0.23,134.0,0.05,815.93,692.77,53.0,81.0,20.0,16.0,33.0,Y
1.0,3.0,0.0,0.0,2.0,2.0,1.0,22.0,39.49,2019.08,0.09,57.0,0.14,112.17,282.39,26.0,31.0,20.0,11.0,23.0,Y
10.0,31.0,0.0,10.0,16.0,13.0,14.0,67.0,43.6,60530.39,0.54,285.0,0.03,3362.8,1624.63,110.0,175.0,31.0,21.0,89.0,Y
31.0,46.0,0.0,6.0,25.0,16.0,6.0,112.0,53.96,85536.0,0.72,346.0,0.03,4752.0,2148.47,147.0,199.0,48.0,26.0,151.0,Y
5.0,9.0,0.0,0.0,5.0,5.0,4.0,18.0,27.67,6225.0,0.14,83.0,0.07,345.83,415.0,34.0,49.0,17.0,15.0,25.0,Y
18.0,19.0,0.0,3.0,10.0,6.0,1.0,69.0,67.82,51520.06,0.62,306.0,0.04,2862.23,1869.21,126.0,180.0,48.0,21.0,92.0,Y
0.0,9.0,0.0,0.0,5.0,1.0,5.0,9.0,11.92,1098.71,0.04,28.0,0.1,61.04,114.45,8.0,20.0,5.0,12.0,11.0,Y
6.0,5.0,1.0,0.0,3.0,3.0,1.0,19.0,38.28,4220.05,0.13,79.0,0.1,234.45,401.91,30.0,49.0,20.0,14.0,28.0,Y
20.0,37.0,0.0,17.0,19.0,14.0,7.0,108.0,96.21,93233.62,1.0,458.0,0.03,5179.65,2994.93,179.0,279.0,69.0,24.0,147.0,Y
5.0,5.0,8.0,2.0,3.0,3.0,1.0,33.0,29.24,12458.21,0.2,115.0,0.05,692.12,603.51,51.0,64.0,21.0,17.0,50.0,Y
8.0,13.0,0.0,4.0,7.0,4.0,3.0,34.0,27.16,30180.88,0.3,169.0,0.03,1676.72,905.43,70.0,99.0,21.0,20.0,48.0,Y
55.0,53.0,0.0,18.0,27.0,21.0,3.0,236.0,179.95,304045.51,2.47,1009.0,0.02,16891.42,7396.9,408.0,601.0,134.0,27.0,312.0,Y
30.0,47.0,0.0,31.0,24.0,14.0,12.0,157.0,119.1,320701.9,2.06,840.0,0.02,17816.77,6180.34,369.0,471.0,128.0,36.0,218.0,Y
5.0,7.0,0.0,0.0,4.0,4.0,3.0,26.0,30.98,12501.62,0.21,114.0,0.05,694.53,622.38,44.0,70.0,23.0,21.0,33.0,Y
4.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,26.28,463.52,0.04,27.0,0.24,25.75,110.36,12.0,15.0,10.0,7.0,19.0,Y
11.0,11.0,0.0,2.0,6.0,4.0,1.0,72.0,68.75,64109.15,0.7,354.0,0.03,3561.62,2099.48,135.0,219.0,42.0,19.0,88.0,Y
11.0,7.0,0.0,15.0,4.0,2.0,1.0,41.0,45.27,5530.43,0.17,103.0,0.09,307.25,500.37,42.0,61.0,19.0,10.0,69.0,Y
6.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,13.5,54.0,0.01,9.0,0.5,3.0,27.0,4.0,5.0,4.0,4.0,10.0,Y
3.0,13.0,2.0,8.0,7.0,3.0,5.0,16.0,17.04,5085.32,0.1,60.0,0.06,282.52,294.41,20.0,40.0,11.0,19.0,31.0,Y
27.0,133.0,0.0,91.0,68.0,16.0,32.0,216.0,119.8,1233225.92,4.05,1715.0,0.01,68512.55,12155.0,487.0,1228.0,96.0,40.0,336.0,Y
17.0,97.0,0.0,92.0,49.0,16.0,34.0,139.0,99.72,938311.06,3.22,1469.0,0.01,52128.39,9673.31,388.0,1081.0,64.0,32.0,250.0,Y
16.0,15.0,0.0,0.0,8.0,1.0,1.0,59.0,28.35,47536.38,0.39,284.0,0.02,2640.91,1160.84,117.0,167.0,10.0,7.0,77.0,Y
6.0,5.0,0.0,8.0,3.0,2.0,1.0,17.0,22.31,3573.99,0.09,57.0,0.08,198.55,282.39,27.0,30.0,16.0,15.0,33.0,Y
8.0,7.0,0.0,18.0,4.0,3.0,1.0,22.0,26.08,11676.18,0.18,103.0,0.05,648.68,551.83,49.0,54.0,22.0,19.0,50.0,Y
14.0,33.0,0.0,13.0,17.0,8.0,13.0,81.0,61.94,69127.22,0.69,322.0,0.03,3840.4,2069.26,146.0,176.0,59.0,27.0,110.0,Y
8.0,17.0,0.0,15.0,9.0,3.0,5.0,44.0,16.63,28409.39,0.23,134.0,0.02,1578.3,687.32,62.0,72.0,15.0,20.0,69.0,Y
7.0,43.0,0.0,7.0,22.0,14.0,12.0,99.0,30.4,131878.2,0.67,369.0,0.02,7326.57,2002.29,138.0,231.0,22.0,21.0,115.0,Y
4.0,25.0,1.0,2.0,13.0,9.0,12.0,51.0,60.3,11920.88,0.28,151.0,0.07,662.27,847.82,58.0,93.0,33.0,16.0,60.0,Y
4.0,15.0,0.0,0.0,8.0,6.0,6.0,33.0,29.2,16587.25,0.23,126.0,0.04,921.51,695.97,52.0,74.0,24.0,22.0,39.0,Y
2.0,21.0,0.0,0.0,11.0,7.0,6.0,54.0,35.82,47232.71,0.43,225.0,0.03,2624.04,1300.81,81.0,144.0,29.0,26.0,58.0,Y
5.0,5.0,0.0,0.0,3.0,2.0,1.0,18.0,28.33,2294.94,0.08,59.0,0.11,127.5,254.99,22.0,37.0,11.0,9.0,27.0,N
13.0,7.0,0.0,0.0,4.0,3.0,4.0,32.0,44.65,9257.85,0.21,120.0,0.07,514.32,642.91,45.0,75.0,25.0,16.0,47.0,Y
22.0,48.0,5.0,47.0,25.0,13.0,21.0,101.0,63.59,124304.14,0.94,446.0,0.02,6905.79,2811.49,191.0,255.0,54.0,25.0,177.0,N
6.0,5.0,0.0,7.0,3.0,3.0,1.0,25.0,39.96,3480.62,0.12,76.0,0.11,193.37,372.92,28.0,48.0,18.0,12.0,41.0,Y
13.0,11.0,0.0,0.0,6.0,3.0,6.0,34.0,36.63,23506.58,0.31,171.0,0.04,1305.92,927.89,64.0,107.0,24.0,19.0,49.0,Y
16.0,69.0,0.0,1.0,35.0,16.0,26.0,164.0,77.45,140300.03,1.1,526.0,0.02,7794.45,3296.33,227.0,299.0,56.0,21.0,187.0,Y
22.0,26.0,2.0,3.0,17.0,15.0,7.0,88.0,66.48,65961.57,0.7,318.0,0.03,3664.53,2094.02,126.0,192.0,64.0,32.0,117.0,Y
9.0,5.0,1.0,0.0,3.0,3.0,1.0,68.0,98.46,42268.8,0.68,340.0,0.05,2348.27,2040.0,148.0,192.0,50.0,14.0,80.0,Y
3.0,5.0,1.0,4.0,3.0,3.0,1.0,16.0,22.08,2073.86,0.07,45.0,0.1,115.21,213.97,18.0,27.0,13.0,14.0,28.0,Y
10.0,17.0,0.0,0.0,10.0,9.0,1.0,80.0,69.36,53022.96,0.64,326.0,0.04,2945.72,1917.74,93.0,233.0,37.0,22.0,95.0,Y
1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,11.63,46.53,0.01,9.0,0.5,2.58,23.26,4.0,5.0,3.0,3.0,6.0,Y
7.0,15.0,0.0,0.0,8.0,3.0,1.0,29.0,32.8,13824.9,0.22,145.0,0.05,768.05,673.36,73.0,72.0,16.0,9.0,38.0,Y
26.0,85.0,2.0,41.0,43.0,24.0,33.0,223.0,142.15,237606.8,1.94,814.0,0.02,13200.38,5811.59,330.0,484.0,113.0,28.0,294.0,Y
21.0,13.0,0.0,13.0,7.0,5.0,4.0,73.0,55.34,70589.89,0.66,327.0,0.03,3921.66,1976.52,125.0,202.0,42.0,24.0,109.0,Y
31.0,5.0,8.0,7.0,3.0,3.0,1.0,95.0,192.91,51400.64,1.05,460.0,0.06,2855.59,3148.93,202.0,258.0,99.0,16.0,143.0,Y
49.0,11.0,0.0,6.0,6.0,5.0,4.0,138.0,215.29,251126.79,2.45,1039.0,0.03,13951.49,7352.81,444.0,595.0,117.0,18.0,195.0,Y
34.0,17.0,0.0,0.0,9.0,5.0,3.0,250.0,168.25,651126.96,3.49,1466.0,0.02,36173.72,10466.58,673.0,793.0,119.0,22.0,286.0,Y
7.0,5.0,2.0,9.0,3.0,2.0,3.0,15.0,40.46,2620.29,0.11,64.0,0.12,145.57,325.6,26.0,38.0,21.0,13.0,35.0,N
66.0,1.0,0.0,0.0,1.0,1.0,1.0,218.0,508.42,361750.51,4.52,1797.0,0.04,20097.25,13561.77,778.0,1019.0,175.0,12.0,286.0,Y
11.0,1.0,2.0,0.0,1.0,1.0,1.0,55.0,198.03,8507.9,0.43,218.0,0.15,472.66,1298.01,103.0,115.0,55.0,7.0,70.0,Y
6.0,5.0,0.0,0.0,3.0,3.0,1.0,21.0,38.63,5599.99,0.16,88.0,0.08,311.11,465.12,43.0,45.0,25.0,14.0,29.0,Y
37.0,17.0,2.0,12.0,9.0,4.0,1.0,245.0,166.82,451812.89,2.89,1216.0,0.02,25100.72,8681.69,563.0,653.0,119.0,22.0,298.0,Y
23.0,9.0,1.0,11.0,5.0,3.0,4.0,123.0,146.86,160969.13,1.62,698.0,0.03,8942.73,4862.12,310.0,388.0,103.0,22.0,160.0,Y
6.0,11.0,0.0,1.0,6.0,4.0,1.0,32.0,63.84,11680.72,0.29,153.0,0.07,648.93,863.51,77.0,76.0,37.0,13.0,41.0,Y
24.0,21.0,0.0,1.0,11.0,3.0,1.0,46.0,57.08,44045.02,0.53,300.0,0.04,2446.95,1585.62,125.0,175.0,27.0,12.0,74.0,Y
8.0,11.0,2.0,7.0,6.0,6.0,1.0,26.0,35.29,4015.7,0.13,74.0,0.09,223.09,376.47,24.0,50.0,18.0,16.0,45.0,Y
31.0,5.0,1.0,3.0,3.0,3.0,1.0,234.0,275.71,300539.98,3.03,1275.0,0.03,16696.66,9102.93,599.0,676.0,127.0,14.0,271.0,Y
7.0,7.0,0.0,0.0,4.0,3.0,3.0,31.0,94.74,8589.84,0.3,154.0,0.11,477.21,902.13,73.0,81.0,46.0,12.0,40.0,N
18.0,7.0,0.0,11.0,4.0,3.0,1.0,74.0,126.75,29754.91,0.65,303.0,0.07,1653.05,1942.05,143.0,160.0,70.0,15.0,105.0,Y
6.0,31.0,1.0,19.0,16.0,5.0,9.0,66.0,35.83,42683.63,0.41,218.0,0.03,2371.31,1236.59,91.0,127.0,29.0,22.0,94.0,Y
9.0,5.0,0.0,1.0,3.0,3.0,1.0,34.0,70.84,12140.27,0.31,157.0,0.08,674.46,927.38,72.0,85.0,44.0,16.0,48.0,Y
9.0,11.0,0.0,5.0,6.0,2.0,5.0,41.0,30.24,24899.58,0.29,158.0,0.03,1383.31,867.71,60.0,98.0,23.0,22.0,57.0,Y
17.0,5.0,0.0,2.0,3.0,1.0,1.0,112.0,171.1,85352.91,1.27,568.0,0.04,4741.83,3821.46,271.0,297.0,91.0,15.0,133.0,Y
31.0,7.0,4.0,1.0,4.0,4.0,1.0,122.0,252.04,45598.02,1.13,498.0,0.07,2533.22,3390.06,247.0,251.0,101.0,11.0,160.0,Y
5.0,19.0,0.0,0.0,10.0,10.0,5.0,46.0,60.44,18015.85,0.35,190.0,0.06,1000.88,1043.45,85.0,105.0,32.0,13.0,56.0,Y
17.0,37.0,0.0,21.0,19.0,11.0,10.0,68.0,60.46,37947.63,0.5,262.0,0.04,2108.2,1514.72,112.0,150.0,38.0,17.0,108.0,Y
3.0,7.0,0.0,7.0,4.0,4.0,1.0,30.0,23.36,14598.0,0.19,119.0,0.04,811.0,583.92,50.0,69.0,15.0,15.0,42.0,Y
5.0,11.0,0.0,4.0,6.0,4.0,4.0,23.0,34.56,7449.53,0.17,96.0,0.07,413.86,507.4,38.0,58.0,22.0,17.0,34.0,N
8.0,9.0,2.0,12.0,5.0,4.0,1.0,51.0,62.05,21332.75,0.38,189.0,0.05,1185.15,1150.53,89.0,100.0,48.0,20.0,76.0,Y
8.0,3.0,0.0,1.0,2.0,1.0,1.0,23.0,17.59,18678.13,0.19,118.0,0.03,1037.67,573.24,46.0,72.0,12.0,17.0,34.0,Y
7.0,3.0,0.0,0.0,2.0,2.0,1.0,23.0,54.72,10773.62,0.26,139.0,0.07,598.53,767.78,58.0,81.0,31.0,15.0,32.0,Y
4.0,5.0,0.0,0.0,3.0,3.0,1.0,11.0,26.19,2281.28,0.08,52.0,0.11,126.74,244.42,16.0,36.0,12.0,14.0,17.0,N
3.0,3.0,0.0,1.0,2.0,2.0,1.0,8.0,24.86,672.19,0.04,31.0,0.19,37.34,129.27,13.0,18.0,10.0,8.0,14.0,Y
2.0,107.0,0.0,0.0,54.0,20.0,54.0,82.0,70.97,57524.84,0.67,358.0,0.04,3195.82,2020.5,121.0,237.0,34.0,16.0,86.0,Y
3.0,15.0,1.0,1.0,8.0,7.0,3.0,40.0,59.15,14378.96,0.31,161.0,0.06,798.83,922.2,79.0,82.0,38.0,15.0,47.0,Y
33.0,37.0,0.0,25.0,19.0,13.0,4.0,89.0,110.73,69963.34,0.93,432.0,0.04,3886.85,2783.35,158.0,274.0,66.0,21.0,149.0,Y
10.0,15.0,0.0,0.0,8.0,7.0,5.0,44.0,46.37,20086.13,0.32,171.0,0.05,1115.9,965.1,74.0,97.0,32.0,18.0,56.0,Y
9.0,23.0,2.0,6.0,12.0,11.0,1.0,65.0,38.83,16791.61,0.27,155.0,0.05,932.87,807.47,61.0,94.0,22.0,15.0,84.0,Y
12.0,7.0,0.0,9.0,4.0,2.0,3.0,39.0,53.92,26287.7,0.4,205.0,0.05,1460.43,1190.51,86.0,119.0,37.0,19.0,62.0,Y
2.0,3.0,0.0,4.0,2.0,2.0,1.0,8.0,9.41,602.27,0.03,21.0,0.13,33.46,75.28,8.0,13.0,4.0,8.0,16.0,N
14.0,5.0,0.0,3.0,3.0,3.0,1.0,42.0,55.85,16026.87,0.32,183.0,0.06,890.38,946.1,77.0,106.0,25.0,11.0,61.0,Y
4.0,11.0,0.0,0.0,6.0,4.0,4.0,26.0,35.7,9916.61,0.2,116.0,0.06,550.92,595.0,50.0,66.0,21.0,14.0,32.0,Y
25.0,3.0,0.0,15.0,2.0,2.0,1.0,53.0,121.52,61428.8,0.91,440.0,0.04,3412.71,2732.16,211.0,229.0,61.0,13.0,95.0,Y
24.0,29.0,0.0,29.0,15.0,8.0,11.0,107.0,76.97,119135.9,1.01,479.0,0.03,6618.66,3028.2,195.0,284.0,57.0,23.0,162.0,N
6.0,7.0,2.0,1.0,4.0,3.0,1.0,23.0,54.93,15306.5,0.31,166.0,0.06,850.36,916.91,69.0,97.0,31.0,15.0,34.0,N
13.0,29.0,2.0,9.0,15.0,9.0,6.0,62.0,44.14,59011.68,0.54,268.0,0.03,3278.43,1613.99,117.0,151.0,40.0,25.0,88.0,Y
5.0,7.0,0.0,0.0,4.0,3.0,1.0,33.0,48.25,11453.84,0.25,137.0,0.06,636.32,743.4,52.0,85.0,27.0,16.0,40.0,Y
0.0,7.0,0.0,0.0,4.0,4.0,4.0,8.0,16.59,3290.37,0.08,55.0,0.07,182.8,233.64,13.0,42.0,6.0,13.0,10.0,N
14.0,27.0,1.0,9.0,15.0,9.0,9.0,70.0,42.37,109857.36,0.72,334.0,0.02,6103.19,2157.45,134.0,200.0,50.0,38.0,96.0,Y
4.0,55.0,0.0,2.0,28.0,16.0,15.0,119.0,60.66,229809.93,1.24,581.0,0.02,12767.22,3733.66,269.0,312.0,59.0,27.0,127.0,Y
17.0,45.0,0.0,60.0,23.0,10.0,11.0,116.0,62.49,119789.61,0.91,442.0,0.02,6654.98,2735.9,203.0,239.0,51.0,22.0,195.0,Y
9.0,21.0,0.0,1.0,11.0,8.0,6.0,50.0,50.46,28541.95,0.4,204.0,0.04,1585.66,1200.06,80.0,124.0,37.0,22.0,62.0,Y
16.0,31.0,0.0,2.0,16.0,12.0,6.0,77.0,70.33,71631.48,0.75,370.0,0.03,3979.53,2244.45,150.0,220.0,47.0,20.0,97.0,Y
6.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,13.5,54.0,0.01,9.0,0.5,3.0,27.0,4.0,5.0,4.0,4.0,11.0,Y
24.0,22.0,10.0,42.0,12.0,11.0,9.0,90.0,58.17,114869.15,0.86,415.0,0.02,6381.62,2584.96,158.0,257.0,48.0,27.0,168.0,N
7.0,9.0,0.0,10.0,5.0,4.0,1.0,28.0,26.05,6259.18,0.13,84.0,0.06,347.73,403.82,31.0,53.0,14.0,14.0,47.0,Y
9.0,11.0,1.0,7.0,6.0,6.0,1.0,47.0,45.95,19865.51,0.32,172.0,0.05,1103.64,955.39,67.0,105.0,29.0,18.0,66.0,Y
0.0,5.0,0.0,4.0,3.0,1.0,1.0,13.0,13.11,1062.25,0.04,31.0,0.11,59.01,118.03,10.0,21.0,5.0,9.0,20.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,Y
17.0,1.0,0.0,1.0,1.0,1.0,1.0,27.0,58.51,13165.87,0.29,174.0,0.07,731.44,877.72,60.0,114.0,22.0,11.0,47.0,Y
13.0,18.0,0.0,17.0,10.0,7.0,4.0,74.0,47.06,87011.17,0.67,336.0,0.02,4833.95,2023.52,129.0,207.0,39.0,26.0,107.0,Y
44.0,73.0,3.0,73.0,37.0,8.0,8.0,209.0,83.39,556731.0,2.27,1019.0,0.01,30929.5,6813.54,417.0,602.0,74.0,29.0,332.0,Y
12.0,15.0,0.0,0.0,8.0,5.0,6.0,65.0,75.24,52709.31,0.66,326.0,0.04,2928.3,1991.38,121.0,205.0,48.0,21.0,80.0,Y
9.0,29.0,0.0,9.0,15.0,9.0,3.0,87.0,59.41,82100.95,0.74,377.0,0.03,4561.16,2208.46,131.0,246.0,37.0,21.0,108.0,Y
15.0,31.0,2.0,11.0,16.0,13.0,10.0,76.0,67.95,71864.88,0.74,363.0,0.03,3992.49,2209.75,136.0,227.0,46.0,22.0,107.0,Y
18.0,53.0,3.0,29.0,27.0,19.0,25.0,76.0,103.97,83867.81,0.98,456.0,0.04,4659.32,2952.93,163.0,293.0,66.0,23.0,130.0,Y
4.0,5.0,4.0,1.0,3.0,3.0,3.0,16.0,31.22,3424.18,0.11,66.0,0.1,190.23,326.98,29.0,37.0,18.0,13.0,27.0,Y
19.0,21.0,2.0,10.0,11.0,8.0,8.0,96.0,103.28,98188.74,1.06,493.0,0.03,5454.93,3184.5,185.0,308.0,66.0,22.0,130.0,Y
6.0,63.0,1.0,1.0,32.0,5.0,31.0,115.0,32.68,116160.08,0.65,337.0,0.02,6453.34,1948.32,133.0,204.0,29.0,26.0,126.0,Y
4.0,25.0,8.0,0.0,13.0,5.0,4.0,59.0,41.63,37113.97,0.41,217.0,0.03,2061.88,1242.96,91.0,126.0,32.0,21.0,75.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,Y
5.0,35.0,5.0,8.0,18.0,10.0,15.0,68.0,42.9,59786.97,0.53,277.0,0.03,3321.5,1601.44,112.0,165.0,33.0,22.0,90.0,Y
3.0,5.0,1.0,7.0,3.0,2.0,1.0,31.0,22.59,12115.05,0.17,102.0,0.04,673.06,523.19,39.0,63.0,16.0,19.0,44.0,Y
5.0,19.0,1.0,5.0,10.0,6.0,6.0,48.0,83.22,32088.05,0.54,264.0,0.05,1782.67,1634.11,120.0,144.0,55.0,18.0,59.0,Y
8.0,23.0,0.0,6.0,12.0,11.0,1.0,50.0,46.46,32085.5,0.41,225.0,0.04,1782.53,1220.91,73.0,152.0,25.0,18.0,66.0,Y
34.0,28.0,2.0,7.0,16.0,13.0,12.0,96.0,45.52,99995.08,0.71,324.0,0.02,5555.28,2133.53,137.0,187.0,57.0,39.0,141.0,Y
1.0,67.0,0.0,0.0,34.0,10.0,25.0,12.0,50.15,1010595.82,2.37,1312.0,0.01,56144.21,7119.26,271.0,1041.0,21.0,22.0,15.0,Y
19.0,11.0,6.0,6.0,6.0,5.0,1.0,45.0,38.01,30254.54,0.36,192.0,0.04,1680.81,1072.31,79.0,113.0,28.0,20.0,78.0,Y
9.0,21.0,0.0,36.0,11.0,3.0,9.0,48.0,16.67,32273.45,0.24,143.0,0.02,1792.97,733.49,52.0,91.0,13.0,22.0,95.0,Y
0.0,3.0,0.0,0.0,2.0,1.0,1.0,4.0,13.67,492.27,0.03,21.0,0.17,27.35,82.04,6.0,15.0,5.0,10.0,6.0,Y
8.0,25.0,0.0,1.0,13.0,5.0,10.0,48.0,50.08,9661.24,0.23,129.0,0.07,536.74,695.61,50.0,79.0,27.0,15.0,59.0,Y
5.0,37.0,1.0,1.0,19.0,12.0,13.0,54.0,29.86,72013.96,0.49,256.0,0.02,4000.78,1466.35,102.0,154.0,27.0,26.0,63.0,Y
4.0,5.0,0.0,0.0,3.0,1.0,1.0,18.0,13.45,3756.37,0.07,52.0,0.06,208.69,224.74,18.0,34.0,7.0,13.0,24.0,Y
8.0,11.0,0.0,0.0,6.0,6.0,1.0,46.0,66.7,10883.44,0.28,158.0,0.08,604.64,851.99,72.0,86.0,31.0,11.0,57.0,Y
9.0,5.0,0.0,1.0,3.0,3.0,1.0,34.0,107.75,4322.05,0.23,125.0,0.16,240.11,682.43,57.0,68.0,36.0,8.0,46.0,N
16.0,3.0,0.0,0.0,2.0,1.0,1.0,81.0,140.27,42956.37,0.82,384.0,0.06,2386.47,2454.65,175.0,209.0,70.0,14.0,99.0,Y
11.0,3.0,0.0,5.0,2.0,2.0,1.0,29.0,72.46,6441.74,0.23,123.0,0.11,357.87,683.21,55.0,68.0,35.0,12.0,47.0,Y
6.0,31.0,0.0,4.0,16.0,6.0,16.0,49.0,55.98,30219.93,0.43,226.0,0.04,1678.88,1300.6,79.0,147.0,34.0,20.0,62.0,N
2.0,47.0,0.0,2.0,24.0,5.0,20.0,57.0,24.51,26598.86,0.27,155.0,0.03,1477.71,807.47,56.0,99.0,17.0,20.0,63.0,Y
3.0,51.0,2.0,13.0,26.0,20.0,1.0,139.0,69.64,124286.74,0.98,485.0,0.02,6904.82,2942.05,230.0,255.0,49.0,18.0,159.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,19.0,38.97,1403.0,0.08,51.0,0.17,77.94,233.83,20.0,31.0,15.0,9.0,23.0,Y
8.0,15.0,0.0,1.0,8.0,7.0,5.0,41.0,33.1,14986.79,0.23,129.0,0.05,832.6,704.27,56.0,73.0,25.0,19.0,52.0,Y
2.0,15.0,0.0,0.0,8.0,1.0,7.0,23.0,36.19,32570.2,0.36,204.0,0.03,1809.46,1085.67,60.0,144.0,20.0,20.0,27.0,Y
61.0,31.0,6.0,14.0,16.0,1.0,16.0,46.0,15.62,39436.79,0.26,169.0,0.02,2190.93,784.81,67.0,102.0,10.0,15.0,129.0,Y
29.0,53.0,9.0,36.0,27.0,1.0,21.0,31.0,20.87,65373.56,0.39,243.0,0.02,3631.86,1168.19,97.0,146.0,13.0,15.0,107.0,Y
15.0,35.0,0.0,9.0,18.0,12.0,7.0,149.0,94.45,234668.62,1.57,727.0,0.02,13037.15,4707.86,270.0,457.0,65.0,24.0,175.0,N
55.0,7.0,0.0,5.0,4.0,2.0,1.0,349.0,269.18,859517.12,5.07,2080.0,0.02,47750.95,15210.8,944.0,1136.0,142.0,17.0,411.0,Y
2.0,4.0,1.0,0.0,3.0,3.0,1.0,17.0,24.52,4569.25,0.11,74.0,0.07,253.85,334.74,21.0,53.0,10.0,13.0,22.0,Y
7.0,3.0,0.0,0.0,2.0,2.0,1.0,44.0,117.59,26457.27,0.59,279.0,0.07,1469.85,1763.82,120.0,159.0,64.0,16.0,53.0,Y
2.0,9.0,1.0,11.0,5.0,3.0,1.0,23.0,19.18,1918.17,0.06,46.0,0.1,106.56,191.82,20.0,26.0,9.0,9.0,39.0,Y
2.0,5.0,0.0,4.0,3.0,2.0,1.0,18.0,22.55,6696.54,0.13,80.0,0.06,372.03,388.64,28.0,52.0,13.0,16.0,26.0,N
6.0,9.0,0.0,0.0,5.0,4.0,3.0,84.0,138.59,53651.64,0.91,418.0,0.05,2980.65,2726.85,202.0,216.0,77.0,15.0,92.0,Y
16.0,27.0,2.0,12.0,14.0,13.0,8.0,62.0,114.83,15185.86,0.44,212.0,0.09,843.66,1320.51,92.0,120.0,60.0,15.0,94.0,Y
36.0,1.0,0.0,24.0,1.0,1.0,1.0,46.0,515.21,2499.34,0.38,178.0,0.45,138.85,1134.76,87.0,91.0,79.0,4.0,108.0,Y
29.0,1.0,0.0,0.0,1.0,1.0,1.0,39.0,466.75,1918.5,0.32,151.0,0.49,106.58,946.28,74.0,77.0,73.0,4.0,70.0,Y
16.0,37.0,1.0,7.0,19.0,11.0,10.0,118.0,93.0,111762.93,1.07,516.0,0.03,6209.05,3223.93,208.0,308.0,57.0,19.0,148.0,Y
3.0,27.0,1.0,0.0,26.0,2.0,1.0,85.0,56.77,36915.92,0.48,223.0,0.04,2050.88,1447.68,84.0,139.0,56.0,34.0,91.0,Y
