@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NUMBER_OF_LINES numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,5.0,2.0,0.0,0.0,3.0,0.33,0.0,0.0,11.0,0.0,0.05,43.0,163.72,0.33,0.0,0.0,10.0,11.0,9.0,N
3.0,51.0,9.0,0.0,0.0,26.0,0.33,0.0,0.0,108.0,2.0,0.89,438.0,2675.53,0.85,0.0,0.0,84.0,86.0,80.0,N
2.0,7.0,0.0,0.0,0.0,4.0,0.29,0.0,0.0,16.0,3.0,0.15,92.0,451.43,0.25,0.0,0.0,14.0,17.0,14.0,N
1.0,3.0,1.0,0.0,0.0,2.0,0.4,0.0,0.0,7.0,3.0,0.02,18.0,64.53,0.5,0.0,0.0,7.0,7.0,5.0,N
0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,2.0,0.0,0.0,5.0,11.61,1.0,0.0,0.0,3.0,4.0,2.0,N
1.0,3.0,4.0,0.0,0.0,2.0,0.2,0.0,0.0,10.0,2.0,0.06,42.0,187.3,0.5,0.0,0.0,10.0,12.0,10.0,N
3.0,13.0,9.0,0.0,0.0,7.0,0.32,0.0,0.0,32.0,1.0,0.18,111.0,549.92,0.57,0.0,0.0,27.0,28.0,22.0,N
1.0,5.0,1.0,0.0,0.0,3.0,0.43,0.0,0.0,9.0,1.0,0.02,18.0,62.27,1.0,0.0,0.0,8.0,9.0,7.0,N
4.0,41.0,23.0,4.0,0.0,21.0,0.28,0.0,0.0,123.0,1.0,0.92,430.0,2763.29,0.52,0.0,0.0,104.0,83.0,75.0,N
1.0,7.0,1.0,0.0,0.0,4.0,0.5,0.0,0.0,13.0,1.0,0.07,45.0,203.56,0.75,0.0,0.0,11.0,11.0,8.0,N
1.0,7.0,2.0,0.0,0.0,4.0,0.4,0.0,0.0,17.0,1.0,0.08,52.0,231.89,1.0,0.0,0.0,15.0,13.0,10.0,N
1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,5.0,11.61,1.0,0.0,0.0,2.0,5.0,2.0,N
1.0,5.0,1.0,0.0,0.0,3.0,0.43,0.0,0.0,9.0,1.0,0.03,25.0,102.19,1.0,0.0,0.0,8.0,9.0,7.0,N
1.0,5.0,2.0,0.0,0.0,3.0,0.3,0.0,0.0,10.0,2.0,0.05,33.0,147.16,1.0,0.0,0.0,9.0,12.0,10.0,N
38.0,19.0,1.0,7.0,4.0,17.0,0.12,2.0,2.0,39.0,1.0,1.28,598.0,3832.82,0.06,1.0,2.0,24.0,190.0,141.0,N
6.0,7.0,1.0,2.0,10.0,4.0,0.27,4.0,2.5,11.0,0.0,0.07,48.0,217.13,0.25,3.0,5.0,9.0,23.0,15.0,N
10.0,3.0,0.0,1.0,4.0,2.0,0.22,2.0,2.0,6.0,1.0,0.03,26.0,96.21,0.5,1.0,2.0,6.0,21.0,9.0,N
12.0,3.0,4.0,1.0,4.0,2.0,0.06,2.0,2.0,9.0,0.0,0.29,165.0,878.12,0.5,1.0,2.0,9.0,51.0,32.0,N
14.0,5.0,0.0,4.0,8.0,3.0,0.06,4.0,2.0,9.0,0.0,0.43,222.0,1289.23,0.33,2.0,4.0,8.0,66.0,47.0,N
6.0,1.0,3.0,0.0,0.0,1.0,0.09,0.0,0.0,5.0,0.0,0.07,52.0,224.74,1.0,0.0,0.0,6.0,19.0,11.0,N
16.0,11.0,0.0,3.0,20.0,6.0,0.2,10.0,2.0,22.0,0.0,0.25,140.0,739.96,0.17,5.0,10.0,18.0,71.0,30.0,N
17.0,14.0,9.0,2.0,18.0,8.0,0.16,8.0,2.25,33.0,0.0,0.25,131.0,753.89,0.38,5.0,9.0,27.0,87.0,49.0,N
16.0,11.0,3.0,2.0,0.0,10.0,0.17,0.0,0.0,29.0,1.0,0.33,172.0,975.66,0.1,0.0,0.0,21.0,78.0,60.0,N
11.0,9.0,3.0,4.0,16.0,5.0,0.21,8.0,2.0,20.0,1.0,0.11,70.0,336.51,0.6,4.0,8.0,17.0,53.0,24.0,N
6.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,2.0,0.0,0.01,7.0,19.65,1.0,0.0,0.0,3.0,10.0,2.0,N
20.0,15.0,7.0,4.0,12.0,9.0,0.2,4.0,3.0,30.0,0.0,0.27,141.0,799.81,0.56,4.0,6.0,23.0,72.0,44.0,N
4.0,3.0,0.0,1.0,4.0,2.0,0.33,2.0,2.0,6.0,1.0,0.02,17.0,60.94,0.5,1.0,2.0,6.0,12.0,6.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,N
13.0,1.0,5.0,1.0,0.0,1.0,0.08,0.0,0.0,6.0,0.0,0.16,92.0,475.63,1.0,0.0,0.0,7.0,41.0,13.0,N
2.0,7.0,0.0,0.0,0.0,4.0,0.5,0.0,0.0,13.0,2.0,0.03,26.0,89.95,1.0,0.0,0.0,11.0,12.0,8.0,N
1.0,6.0,3.0,0.0,0.0,4.0,0.11,0.0,0.0,15.0,3.0,0.21,117.0,622.67,0.25,0.0,0.0,13.0,38.0,35.0,N
1.0,5.0,2.0,0.0,0.0,3.0,0.6,0.0,0.0,9.0,0.0,0.02,19.0,68.11,0.33,0.0,0.0,8.0,8.0,5.0,N
16.0,11.0,11.0,2.0,12.0,6.0,0.25,6.0,2.0,32.0,0.0,0.2,111.0,613.12,0.83,3.0,6.0,28.0,42.0,24.0,N
1.0,3.0,2.0,1.0,0.0,2.0,0.29,0.0,0.0,7.0,0.0,0.04,27.0,112.59,0.5,0.0,0.0,7.0,10.0,7.0,N
0.0,5.0,1.0,1.0,0.0,3.0,0.38,0.0,0.0,10.0,0.0,0.05,35.0,140.0,0.33,0.0,0.0,9.0,11.0,8.0,N
0.0,3.0,1.0,0.0,0.0,2.0,0.4,0.0,0.0,6.0,3.0,0.02,19.0,72.34,0.5,0.0,0.0,6.0,6.0,5.0,N
2.0,9.0,3.0,0.0,0.0,5.0,0.24,0.0,0.0,21.0,0.0,0.12,73.0,354.63,0.2,0.0,0.0,18.0,25.0,21.0,N
1.0,3.0,1.0,0.0,0.0,2.0,0.22,0.0,0.0,7.0,3.0,0.04,27.0,108.0,0.5,0.0,0.0,7.0,11.0,9.0,N
2.0,3.0,1.0,0.0,0.0,2.0,0.22,0.0,0.0,7.0,3.0,0.04,27.0,110.36,0.5,0.0,0.0,7.0,12.0,9.0,N
1.0,5.0,2.0,0.0,0.0,3.0,0.5,0.0,0.0,11.0,1.0,0.02,21.0,72.65,0.33,0.0,0.0,10.0,8.0,6.0,N
0.0,5.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,9.0,1.0,0.03,21.0,75.28,0.33,0.0,0.0,8.0,7.0,6.0,N
0.0,5.0,0.0,0.0,0.0,3.0,0.6,0.0,0.0,7.0,1.0,0.02,17.0,62.91,1.0,0.0,0.0,6.0,6.0,5.0,N
0.0,5.0,0.0,0.0,0.0,3.0,0.6,0.0,0.0,7.0,1.0,0.02,17.0,62.91,1.0,0.0,0.0,6.0,6.0,5.0,N
0.0,5.0,0.0,0.0,0.0,3.0,0.6,0.0,0.0,7.0,1.0,0.02,17.0,62.91,1.0,0.0,0.0,6.0,6.0,5.0,N
0.0,3.0,0.0,0.0,0.0,2.0,0.15,0.0,0.0,5.0,1.0,0.03,24.0,103.73,0.5,0.0,0.0,5.0,14.0,13.0,N
0.0,5.0,0.0,0.0,0.0,3.0,0.6,0.0,0.0,7.0,1.0,0.02,17.0,62.91,1.0,0.0,0.0,6.0,6.0,5.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,N
2.0,3.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,6.0,0.0,0.01,10.0,28.07,0.5,1.0,2.0,6.0,10.0,6.0,N
2.0,17.0,2.0,0.0,0.0,9.0,0.47,0.0,0.0,32.0,0.0,0.26,144.0,776.49,0.67,0.0,0.0,25.0,22.0,19.0,N
0.0,1.0,1.0,0.0,0.0,1.0,0.2,0.0,0.0,2.0,0.0,0.01,12.0,38.04,1.0,0.0,0.0,3.0,7.0,5.0,N
0.0,3.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,6.0,0.0,0.02,19.0,68.11,0.5,0.0,0.0,6.0,8.0,6.0,N
1.0,9.0,3.0,0.0,0.0,5.0,0.28,0.0,0.0,24.0,0.0,0.18,109.0,540.01,0.2,0.0,0.0,21.0,21.0,18.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,N
8.0,143.0,14.0,3.0,0.0,73.0,0.51,0.0,0.0,357.0,0.0,2.53,1052.0,7584.34,0.21,0.0,0.0,286.0,151.0,142.0,N
1.0,13.0,3.0,0.0,0.0,7.0,0.35,0.0,0.0,32.0,0.0,0.24,137.0,718.97,0.14,0.0,0.0,27.0,23.0,20.0,N
1.0,7.0,0.0,0.0,0.0,4.0,0.36,0.0,0.0,14.0,0.0,0.07,48.0,214.05,0.25,0.0,0.0,12.0,14.0,11.0,N
1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,4.0,8.0,0.5,0.0,0.0,7.0,5.0,2.0,N
3.0,9.0,0.0,0.0,0.0,6.0,0.27,0.0,0.0,18.0,3.0,0.16,95.0,491.14,0.17,0.0,0.0,14.0,27.0,22.0,N
1.0,3.0,0.0,0.0,0.0,2.0,0.4,0.0,0.0,5.0,1.0,0.02,17.0,60.94,0.5,0.0,0.0,5.0,8.0,5.0,N
1.0,5.0,3.0,0.0,0.0,3.0,0.3,0.0,0.0,10.0,1.0,0.08,50.0,245.34,1.0,0.0,0.0,9.0,12.0,10.0,N
1.0,7.0,3.0,0.0,0.0,4.0,0.4,0.0,0.0,16.0,3.0,0.07,44.0,206.82,0.75,0.0,0.0,14.0,12.0,10.0,N
1.0,7.0,3.0,0.0,0.0,4.0,0.36,0.0,0.0,14.0,1.0,0.1,61.0,307.71,0.75,0.0,0.0,12.0,13.0,11.0,N
42.0,27.0,11.0,0.0,0.0,14.0,0.31,0.0,0.0,63.0,1.0,0.47,224.0,1416.11,0.64,0.0,0.0,51.0,211.0,45.0,N
2.0,33.0,6.0,2.0,0.0,17.0,0.47,0.0,0.0,68.0,1.0,0.34,184.0,1016.34,0.82,0.0,0.0,53.0,39.0,36.0,N
3.0,37.0,7.0,4.0,0.0,19.0,0.38,0.0,0.0,88.0,2.0,0.53,277.0,1579.02,0.58,0.0,0.0,71.0,54.0,50.0,N
4.0,25.0,24.0,5.0,0.0,13.0,0.28,0.0,0.0,72.0,0.0,0.4,198.0,1192.43,0.85,0.0,0.0,61.0,63.0,47.0,N
2.0,13.0,3.0,0.0,0.0,7.0,0.39,0.0,0.0,30.0,5.0,0.2,118.0,590.0,1.0,0.0,0.0,25.0,22.0,18.0,N
0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,2.0,0.0,0.01,7.0,19.65,1.0,0.0,0.0,3.0,4.0,2.0,N
12.0,3.0,4.0,0.0,0.0,2.0,0.17,0.0,0.0,11.0,0.0,0.09,56.0,266.27,0.5,0.0,0.0,11.0,139.0,12.0,N
1.0,1.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,0.02,16.0,60.92,1.0,0.0,0.0,2.0,8.0,6.0,N
1.0,15.0,0.0,0.0,0.0,8.0,0.42,0.0,0.0,25.0,1.0,0.19,120.0,557.26,0.75,0.0,0.0,19.0,21.0,19.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,N
1.0,9.0,1.0,3.0,16.0,5.0,0.31,8.0,2.0,16.0,0.0,0.1,70.0,297.35,0.2,4.0,8.0,13.0,20.0,16.0,N
42.0,22.0,3.0,7.0,20.0,15.0,0.18,8.0,2.5,46.0,1.0,0.55,307.0,1655.44,0.47,6.0,10.0,33.0,143.0,85.0,N
15.0,3.0,1.0,5.0,4.0,2.0,0.1,2.0,2.0,8.0,0.0,0.19,118.0,584.6,0.5,1.0,2.0,8.0,57.0,20.0,N
17.0,5.0,4.0,6.0,8.0,3.0,0.08,4.0,2.0,15.0,1.0,0.44,233.0,1308.23,0.33,2.0,4.0,14.0,72.0,40.0,N
28.0,7.0,3.0,4.0,10.0,4.0,0.21,4.0,2.5,14.0,0.0,0.14,81.0,415.47,0.75,3.0,5.0,12.0,78.0,19.0,N
14.0,25.0,6.0,11.0,36.0,14.0,0.19,16.0,2.25,48.0,0.0,0.4,203.0,1189.17,0.36,10.0,18.0,36.0,105.0,73.0,N
0.0,5.0,1.0,1.0,8.0,3.0,0.3,4.0,2.0,9.0,3.0,0.05,33.0,147.16,0.33,2.0,4.0,8.0,14.0,10.0,N
0.0,5.0,1.0,1.0,8.0,3.0,0.3,4.0,2.0,9.0,3.0,0.05,33.0,147.16,0.33,2.0,4.0,8.0,14.0,10.0,N
1.0,3.0,0.0,0.0,0.0,2.0,0.4,0.0,0.0,6.0,3.0,0.02,14.0,48.43,0.5,0.0,0.0,6.0,7.0,5.0,N
3.0,7.0,3.0,0.0,12.0,4.0,0.5,6.0,2.0,16.0,0.0,0.07,48.0,196.2,0.25,3.0,6.0,14.0,17.0,8.0,N
2.0,5.0,2.0,0.0,8.0,3.0,0.5,4.0,2.0,11.0,0.0,0.05,34.0,136.0,0.33,2.0,4.0,10.0,14.0,6.0,N
3.0,7.0,3.0,0.0,12.0,4.0,0.5,6.0,2.0,16.0,0.0,0.07,51.0,208.46,0.25,3.0,6.0,14.0,17.0,8.0,N
4.0,13.0,2.0,0.0,0.0,7.0,0.19,0.0,0.0,37.0,2.0,0.26,156.0,772.85,0.14,0.0,0.0,32.0,44.0,36.0,N
13.0,26.0,4.0,1.0,0.0,14.0,0.3,0.0,0.0,59.0,2.0,0.42,216.0,1270.65,0.5,0.0,0.0,47.0,61.0,46.0,N
5.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,2.0,0.0,5.0,11.61,1.0,0.0,0.0,2.0,26.0,5.0,N
1.0,9.0,1.0,0.0,0.0,5.0,0.45,0.0,0.0,18.0,2.0,0.08,51.0,230.7,0.2,0.0,0.0,15.0,13.0,11.0,N
1.0,20.0,5.0,2.0,0.0,12.0,0.28,0.0,0.0,50.0,2.0,0.47,246.0,1402.31,0.58,0.0,0.0,40.0,48.0,43.0,N
3.0,13.0,4.0,4.0,0.0,7.0,0.26,0.0,0.0,27.0,3.0,0.15,95.0,461.51,0.86,0.0,0.0,22.0,31.0,27.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,N
20.0,15.0,1.0,0.0,28.0,8.0,0.22,14.0,2.0,31.0,0.0,0.29,164.0,878.64,0.13,7.0,14.0,25.0,72.0,36.0,N
24.0,22.0,9.0,3.0,8.0,17.0,0.24,2.0,4.0,48.0,0.0,0.48,236.0,1446.51,0.24,3.0,4.0,33.0,98.0,70.0,N
7.0,3.0,4.0,1.0,4.0,2.0,0.17,2.0,2.0,10.0,0.0,0.04,33.0,128.93,0.5,1.0,2.0,10.0,24.0,12.0,N
11.0,9.0,0.0,0.0,14.0,5.0,0.25,6.0,2.33,16.0,1.0,0.11,74.0,343.65,0.8,4.0,7.0,13.0,34.0,20.0,N
13.0,9.0,0.0,2.0,16.0,5.0,0.23,8.0,2.0,18.0,0.0,0.16,112.0,475.77,1.0,4.0,8.0,15.0,42.0,22.0,N
10.0,17.0,1.0,1.0,30.0,9.0,0.31,14.0,2.14,31.0,0.0,0.12,81.0,350.08,0.78,8.0,15.0,24.0,44.0,29.0,N
9.0,3.0,3.0,0.0,4.0,2.0,0.12,2.0,2.0,8.0,0.0,0.16,94.0,482.15,0.5,1.0,2.0,8.0,67.0,17.0,N
22.0,11.0,9.0,0.0,20.0,6.0,0.16,10.0,2.0,28.0,1.0,0.34,182.0,1027.18,0.17,5.0,10.0,24.0,78.0,38.0,N
7.0,19.0,1.0,0.0,36.0,10.0,0.22,18.0,2.0,41.0,0.0,0.3,194.0,900.91,0.1,9.0,18.0,33.0,59.0,46.0,N
12.0,3.0,8.0,0.0,4.0,2.0,0.11,2.0,2.0,14.0,1.0,0.11,68.0,340.0,0.5,1.0,2.0,14.0,39.0,19.0,N
4.0,1.0,1.0,0.0,0.0,1.0,0.05,0.0,0.0,2.0,0.0,0.18,118.0,541.03,1.0,0.0,0.0,3.0,25.0,19.0,N
4.0,5.0,1.0,0.0,8.0,3.0,0.3,4.0,2.0,11.0,0.0,0.04,29.0,123.19,0.33,2.0,4.0,10.0,16.0,10.0,N
2.0,1.0,0.0,0.0,0.0,1.0,0.11,0.0,0.0,1.0,0.0,0.06,51.0,169.42,1.0,0.0,0.0,2.0,13.0,9.0,N
27.0,29.0,4.0,0.0,46.0,15.0,0.19,18.0,2.56,58.0,1.0,0.83,430.0,2485.98,0.93,14.0,23.0,45.0,128.0,80.0,N
11.0,9.0,3.0,0.0,16.0,5.0,0.23,8.0,2.0,21.0,0.0,0.15,89.0,440.92,0.2,4.0,8.0,18.0,39.0,22.0,N
16.0,9.0,6.0,0.0,16.0,5.0,0.16,8.0,2.0,23.0,0.0,0.26,147.0,782.32,0.2,4.0,8.0,20.0,62.0,32.0,N
7.0,5.0,5.0,0.0,4.0,3.0,0.25,2.0,2.0,15.0,0.0,0.04,30.0,114.22,0.33,1.0,2.0,14.0,28.0,12.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,N
1.0,15.0,1.0,5.0,0.0,9.0,0.31,0.0,0.0,35.0,0.0,0.37,190.0,1113.02,0.44,0.0,0.0,28.0,36.0,29.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,N
12.0,27.0,1.0,3.0,0.0,15.0,0.41,0.0,0.0,57.0,0.0,0.78,396.0,2348.57,0.67,0.0,0.0,44.0,57.0,37.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,N
18.0,27.0,6.0,2.0,0.0,16.0,0.25,0.0,0.0,59.0,1.0,0.6,305.0,1794.21,0.31,0.0,0.0,45.0,110.0,64.0,N
1.0,7.0,1.0,0.0,0.0,4.0,0.44,0.0,0.0,16.0,0.0,0.07,46.0,202.05,0.25,0.0,0.0,14.0,12.0,9.0,N
0.0,3.0,0.0,0.0,0.0,2.0,0.67,0.0,0.0,5.0,0.0,0.01,9.0,28.53,0.5,0.0,0.0,5.0,5.0,3.0,N
1.0,3.0,0.0,0.0,0.0,2.0,0.17,0.0,0.0,5.0,0.0,0.32,183.0,953.33,0.5,0.0,0.0,5.0,22.0,12.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,N
0.0,5.0,2.0,0.0,0.0,3.0,0.6,0.0,0.0,10.0,0.0,0.04,32.0,133.44,0.33,0.0,0.0,9.0,6.0,5.0,N
2.0,12.0,1.0,0.0,0.0,7.0,0.33,0.0,0.0,24.0,0.0,0.17,100.0,520.95,1.0,0.0,0.0,19.0,28.0,21.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,N
9.0,5.0,3.0,8.0,0.0,3.0,0.14,0.0,0.0,15.0,0.0,0.29,160.0,878.7,1.0,0.0,0.0,14.0,37.0,22.0,N
3.0,9.0,2.0,0.0,0.0,5.0,0.26,0.0,0.0,23.0,0.0,0.11,66.0,323.85,0.6,0.0,0.0,20.0,43.0,19.0,N
6.0,17.0,2.0,3.0,0.0,9.0,0.33,0.0,0.0,36.0,2.0,0.21,127.0,629.18,0.56,0.0,0.0,29.0,34.0,27.0,N
11.0,1.0,8.0,0.0,0.0,1.0,0.06,0.0,0.0,16.0,0.0,0.12,72.0,360.0,1.0,0.0,0.0,17.0,47.0,16.0,N
21.0,17.0,2.0,4.0,22.0,10.0,0.26,10.0,2.2,32.0,0.0,0.23,131.0,701.84,0.1,6.0,11.0,24.0,71.0,39.0,N
22.0,17.0,2.0,4.0,22.0,10.0,0.26,10.0,2.2,32.0,0.0,0.23,131.0,701.84,0.1,6.0,11.0,24.0,69.0,39.0,N
7.0,1.0,2.0,0.0,0.0,1.0,0.11,0.0,0.0,4.0,0.0,0.05,39.0,162.63,1.0,0.0,0.0,5.0,27.0,9.0,N
11.0,1.0,3.0,1.0,0.0,1.0,0.1,0.0,0.0,5.0,0.0,0.07,44.0,196.21,1.0,0.0,0.0,6.0,38.0,10.0,N
4.0,1.0,2.0,0.0,0.0,1.0,0.17,0.0,0.0,5.0,0.0,0.03,27.0,99.91,1.0,0.0,0.0,6.0,18.0,6.0,N
7.0,1.0,2.0,0.0,0.0,1.0,0.17,0.0,0.0,5.0,0.0,0.03,27.0,99.91,1.0,0.0,0.0,6.0,22.0,6.0,N
12.0,9.0,6.0,1.0,16.0,1.0,0.02,8.0,2.0,34.0,2.0,0.51,268.0,1535.08,1.0,4.0,8.0,31.0,102.0,49.0,N
3.0,1.0,1.0,0.0,0.0,1.0,0.05,0.0,0.0,21.0,1.0,0.22,141.0,670.44,1.0,0.0,0.0,22.0,32.0,21.0,N
12.0,5.0,6.0,0.0,8.0,1.0,0.03,4.0,2.0,24.0,1.0,0.36,203.0,1072.94,1.0,2.0,4.0,23.0,71.0,30.0,N
11.0,5.0,6.0,0.0,8.0,1.0,0.03,4.0,2.0,24.0,1.0,0.36,203.0,1072.94,1.0,2.0,4.0,23.0,70.0,30.0,N
15.0,33.0,12.0,2.0,62.0,1.0,0.01,30.0,2.07,79.0,1.0,0.87,426.0,2619.79,1.0,16.0,31.0,64.0,160.0,94.0,N
6.0,6.0,2.0,4.0,0.0,5.0,0.19,0.0,0.0,13.0,2.0,0.17,101.0,513.83,0.2,0.0,0.0,10.0,45.0,27.0,N
6.0,21.0,0.0,0.0,38.0,11.0,0.42,18.0,2.11,40.0,4.0,0.18,107.0,535.0,0.36,10.0,19.0,31.0,46.0,26.0,N
10.0,5.0,6.0,1.0,8.0,3.0,0.15,4.0,2.0,19.0,0.0,0.13,78.0,386.43,0.33,2.0,4.0,18.0,52.0,20.0,N
2.0,1.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,2.0,0.0,0.01,9.0,25.27,1.0,0.0,0.0,3.0,9.0,4.0,N
0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,2.0,1.0,0.01,7.0,19.65,1.0,0.0,0.0,3.0,4.0,2.0,N
2.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,2.0,0.0,0.01,6.0,15.51,1.0,0.0,0.0,3.0,7.0,2.0,N
0.0,1.0,1.0,0.0,0.0,1.0,0.2,0.0,0.0,2.0,1.0,0.02,20.0,74.01,1.0,0.0,0.0,3.0,7.0,5.0,N
2.0,1.0,2.0,2.0,0.0,1.0,0.2,0.0,0.0,3.0,1.0,0.02,17.0,56.47,1.0,0.0,0.0,4.0,9.0,5.0,N
1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,2.0,0.0,0.01,6.0,15.51,1.0,0.0,0.0,3.0,5.0,2.0,N
0.0,1.0,1.0,0.0,0.0,1.0,0.2,0.0,0.0,2.0,1.0,0.02,19.0,68.11,1.0,0.0,0.0,3.0,7.0,5.0,N
2.0,1.0,2.0,2.0,0.0,1.0,0.2,0.0,0.0,3.0,1.0,0.02,16.0,50.72,1.0,0.0,0.0,4.0,9.0,5.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.01,10.0,31.7,1.0,0.0,0.0,2.0,4.0,2.0,N
2.0,1.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,2.0,1.0,0.01,12.0,39.86,1.0,0.0,0.0,3.0,8.0,4.0,N
2.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,2.0,1.0,0.01,6.0,15.51,1.0,0.0,0.0,3.0,6.0,2.0,N
10.0,1.0,9.0,0.0,0.0,1.0,0.06,0.0,0.0,17.0,0.0,0.13,76.0,376.52,1.0,0.0,0.0,18.0,52.0,18.0,N
6.0,5.0,4.0,0.0,6.0,3.0,0.25,2.0,3.0,11.0,1.0,0.08,48.0,225.62,0.33,2.0,3.0,10.0,33.0,12.0,N
3.0,1.0,2.0,0.0,0.0,1.0,0.2,0.0,0.0,3.0,0.0,0.03,21.0,77.71,1.0,0.0,0.0,4.0,13.0,5.0,N
8.0,5.0,5.0,0.0,6.0,3.0,0.21,2.0,3.0,13.0,1.0,0.09,58.0,281.76,0.33,2.0,3.0,12.0,43.0,14.0,N
4.0,1.0,3.0,0.0,0.0,1.0,0.14,0.0,0.0,5.0,0.0,0.04,31.0,121.11,1.0,0.0,0.0,6.0,19.0,7.0,N
7.0,7.0,0.0,1.0,12.0,4.0,0.21,6.0,2.0,13.0,2.0,0.09,57.0,267.93,0.75,3.0,6.0,11.0,31.0,19.0,N
10.0,1.0,1.0,0.0,0.0,1.0,0.13,0.0,0.0,8.0,1.0,0.1,68.0,303.24,1.0,0.0,0.0,9.0,41.0,8.0,N
8.0,7.0,1.0,3.0,12.0,4.0,0.18,6.0,2.0,15.0,0.0,0.16,101.0,474.74,0.25,3.0,6.0,13.0,37.0,22.0,N
2.0,5.0,0.0,0.0,0.0,3.0,0.33,0.0,0.0,9.0,1.0,0.04,29.0,131.18,0.33,0.0,0.0,8.0,13.0,9.0,N
11.0,1.0,5.0,0.0,0.0,1.0,0.08,0.0,0.0,11.0,0.0,0.07,48.0,222.91,1.0,0.0,0.0,12.0,46.0,12.0,N
5.0,3.0,3.0,0.0,4.0,2.0,0.25,2.0,2.0,7.0,0.0,0.04,27.0,112.59,0.5,1.0,2.0,7.0,27.0,8.0,N
