@relation CustomJM1
@attribute LOC_TOTAL numeric
@attribute LOC_COMMENTS numeric
@attribute LOC_BLANK numeric
@attribute HALSTEAD_CONTENT numeric
@attribute LOC_EXECUTABLE numeric
@attribute NUM_OPERATORS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute BRANCH_COUNT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute label {Y,N}

@data
17.0,0.0,2.0,25.11,12.0,69.0,1.0,0.16,1.0,9066.02,N
4.0,0.0,0.0,10.28,2.0,8.0,1.0,0.01,1.0,196.76,N
5.0,0.0,0.0,17.79,3.0,8.0,1.0,0.02,1.0,151.35,N
35.0,0.0,3.0,23.61,28.0,94.0,12.0,0.21,23.0,16183.91,N
24.0,6.0,2.0,27.2,16.0,42.0,8.0,0.12,15.0,4764.71,Y
314.0,0.0,11.0,64.48,300.0,875.0,86.0,3.22,168.0,1449530.13,N
26.0,2.0,2.0,31.23,17.0,60.0,9.0,0.15,17.0,6121.06,N
41.0,0.0,2.0,44.02,36.0,73.0,4.0,0.23,7.0,11268.27,N
109.0,0.0,10.0,74.07,94.0,269.0,18.0,0.98,35.0,117688.34,N
11.0,0.0,0.0,25.09,9.0,15.0,4.0,0.03,7.0,320.09,N
34.0,0.0,4.0,18.24,28.0,45.0,8.0,0.12,15.0,6649.16,N
12.0,0.0,1.0,31.46,8.0,24.0,2.0,0.07,3.0,1425.41,N
4.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
31.0,2.0,7.0,61.26,19.0,66.0,1.0,0.2,1.0,5696.36,N
20.0,4.0,2.0,13.01,12.0,33.0,5.0,0.08,9.0,4697.83,N
60.0,0.0,9.0,52.31,43.0,98.0,6.0,0.3,10.0,15395.56,N
59.0,2.0,1.0,40.03,54.0,124.0,8.0,0.38,15.0,31717.52,N
29.0,2.0,4.0,24.23,18.0,59.0,6.0,0.13,11.0,6730.3,N
93.0,4.0,10.0,88.31,76.0,225.0,20.0,0.76,39.0,58274.06,Y
35.0,5.0,9.0,82.07,18.0,51.0,2.0,0.17,3.0,3222.93,N
4.0,0.0,0.0,6.74,2.0,6.0,1.0,0.01,1.0,94.75,N
14.0,1.0,3.0,27.59,8.0,26.0,1.0,0.05,1.0,921.04,N
7.0,0.0,0.0,11.52,5.0,8.0,2.0,0.01,3.0,161.94,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
27.0,7.0,3.0,23.55,14.0,26.0,4.0,0.07,7.0,2031.02,N
91.0,18.0,16.0,56.28,51.0,152.0,11.0,0.45,21.0,31944.7,Y
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
4.0,0.0,0.0,15.63,2.0,9.0,2.0,0.02,3.0,250.04,N
128.0,25.0,22.0,70.92,74.0,205.0,11.0,0.74,21.0,69035.34,Y
486.0,0.0,44.0,142.35,439.0,1598.0,23.0,5.45,45.0,1874505.53,N
5.0,0.0,0.0,6.74,3.0,10.0,1.0,0.01,1.0,263.19,N
50.0,0.0,9.0,32.7,39.0,105.0,7.0,0.3,13.0,25502.68,Y
100.0,4.0,12.0,95.28,84.0,228.0,25.0,0.91,49.0,78353.86,Y
17.0,0.0,3.0,21.46,12.0,16.0,2.0,0.04,3.0,610.39,N
20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Y
6.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Y
14.0,0.0,2.0,32.87,9.0,32.0,1.0,0.09,1.0,2339.94,N
30.0,0.0,2.0,32.61,25.0,47.0,5.0,0.14,6.0,5118.2,N
4.0,0.0,0.0,13.54,2.0,14.0,1.0,0.02,1.0,274.25,N
20.0,1.0,5.0,24.48,12.0,23.0,2.0,0.06,3.0,1427.3,N
48.0,0.0,6.0,45.86,35.0,84.0,10.0,0.26,19.0,13477.0,N
6.0,0.0,0.0,26.31,4.0,11.0,1.0,0.02,1.0,208.15,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
8.0,0.0,1.0,12.48,4.0,16.0,2.0,0.03,3.0,866.67,Y
5.0,0.0,0.0,17.79,3.0,8.0,1.0,0.02,1.0,151.35,N
8.0,0.0,0.0,13.71,6.0,13.0,3.0,0.03,5.0,466.67,N
14.0,1.0,1.0,23.5,10.0,14.0,2.0,0.03,3.0,376.05,N
56.0,6.0,5.0,40.86,42.0,86.0,8.0,0.27,15.0,16016.87,N
5.0,0.0,0.0,13.2,3.0,6.0,1.0,0.01,1.0,82.5,N
5.0,0.0,0.0,16.84,3.0,5.0,1.0,0.01,1.0,37.9,N
42.0,0.0,1.0,75.4,39.0,65.0,6.0,0.22,11.0,5663.15,Y
16.0,1.0,3.0,14.15,8.0,20.0,1.0,0.04,1.0,1258.13,N
32.0,2.0,4.0,28.39,23.0,49.0,6.0,0.13,11.0,5564.41,N
22.0,1.0,1.0,23.13,18.0,23.0,5.0,0.05,9.0,1053.69,N
23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
4.0,0.0,0.0,17.43,2.0,6.0,1.0,0.01,1.0,69.74,N
4.0,0.0,0.0,7.75,2.0,4.0,1.0,0.01,1.0,31.02,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
30.0,0.0,7.0,49.1,21.0,53.0,3.0,0.18,5.0,5845.47,N
4.0,0.0,0.0,5.8,2.0,4.0,1.0,0.0,1.0,23.22,N
5.0,0.0,0.0,15.86,3.0,9.0,2.0,0.02,3.0,194.27,N
14.0,0.0,2.0,16.68,10.0,16.0,3.0,0.04,5.0,1067.5,Y
5.0,0.0,0.0,7.86,2.0,5.0,1.0,0.01,1.0,49.13,N
49.0,18.0,7.0,53.02,22.0,44.0,2.0,0.13,3.0,3037.03,N
5.0,0.0,0.0,9.08,3.0,14.0,2.0,0.02,3.0,510.86,N
332.0,73.0,44.0,83.39,209.0,602.0,37.0,2.27,73.0,556731.0,Y
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
15.0,1.0,5.0,22.81,7.0,33.0,3.0,0.08,5.0,2740.19,N
37.0,0.0,1.0,44.22,33.0,1031.0,33.0,2.46,63.0,1234239.38,Y
24.0,0.0,3.0,22.7,19.0,34.0,3.0,0.08,5.0,2747.01,N
15.0,0.0,3.0,13.85,12.0,25.0,2.0,0.06,3.0,2341.11,N
112.0,0.0,8.0,44.44,102.0,308.0,39.0,0.99,77.0,198326.2,N
24.0,0.0,6.0,66.59,16.0,45.0,1.0,0.13,1.0,2397.22,N
7.0,0.0,0.0,21.76,5.0,13.0,1.0,0.03,1.0,266.51,N
78.0,3.0,13.0,48.34,59.0,109.0,8.0,0.34,12.0,21748.74,N
6.0,0.0,0.0,24.38,3.0,10.0,1.0,0.02,1.0,152.36,N
16.0,0.0,1.0,51.57,13.0,25.0,2.0,0.07,3.0,789.15,N
24.0,0.0,4.0,13.45,18.0,34.0,3.0,0.07,5.0,3756.37,Y
5.0,0.0,0.0,13.95,3.0,7.0,1.0,0.01,1.0,87.17,N
5.0,0.0,1.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,10.44,2.0,8.0,1.0,0.01,1.0,127.89,N
5.0,0.0,0.0,18.56,3.0,12.0,1.0,0.02,1.0,296.92,N
92.0,3.0,18.0,67.82,69.0,180.0,10.0,0.62,19.0,51520.06,Y
108.0,9.0,9.0,59.41,87.0,246.0,15.0,0.74,29.0,82100.95,Y
6.0,0.0,0.0,7.47,4.0,13.0,2.0,0.02,3.0,651.1,N
5.0,1.0,0.0,9.39,4.0,11.0,1.0,0.02,1.0,460.1,N
8.0,0.0,0.0,15.01,6.0,15.0,3.0,0.04,5.0,844.41,N
69.0,0.0,12.0,88.89,55.0,169.0,3.0,0.59,5.0,35325.77,N
5.0,0.0,0.0,10.84,3.0,5.0,1.0,0.01,1.0,24.38,Y
37.0,0.0,5.0,28.2,30.0,75.0,5.0,0.21,9.0,13888.67,N
65.0,10.0,11.0,59.42,42.0,119.0,8.0,0.38,15.0,21820.37,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
32.0,0.0,4.0,35.7,26.0,66.0,6.0,0.2,11.0,9916.61,Y
21.0,3.0,3.0,15.75,10.0,23.0,2.0,0.05,3.0,1459.35,N
19.0,0.0,3.0,19.38,14.0,30.0,2.0,0.07,3.0,1986.51,N
5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
63.0,24.0,12.0,21.2,19.0,46.0,6.0,0.14,11.0,7988.85,Y
537.0,44.0,114.0,265.68,375.0,1205.0,18.0,5.53,35.0,1037522.97,Y
11.0,0.0,0.0,18.52,9.0,16.0,2.0,0.03,3.0,543.42,N
21.0,0.0,4.0,15.28,15.0,28.0,3.0,0.07,5.0,3302.55,Y
69.0,3.0,4.0,77.55,59.0,176.0,4.0,0.58,7.0,38621.74,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
7.0,0.0,1.0,24.22,4.0,8.0,1.0,0.02,1.0,126.52,N
171.0,8.0,24.0,123.53,115.0,370.0,16.0,1.41,31.0,144911.31,Y
28.0,1.0,1.0,17.16,23.0,51.0,9.0,0.13,17.0,8618.28,N
6.0,0.0,1.0,13.79,3.0,5.0,1.0,0.01,1.0,31.02,N
31.0,0.0,5.0,37.18,24.0,67.0,6.0,0.18,11.0,7951.67,N
9.0,0.0,1.0,20.6,6.0,8.0,2.0,0.01,3.0,82.42,N
28.0,2.0,2.0,12.01,20.0,44.0,3.0,0.1,5.0,6819.25,N
30.0,6.0,5.0,36.12,17.0,35.0,2.0,0.1,3.0,2468.06,N
140.0,1.0,23.0,58.97,113.0,179.0,20.0,0.54,21.0,43861.32,N
71.0,13.0,26.0,26.92,19.0,39.0,3.0,0.12,5.0,4786.08,Y
55.0,0.0,2.0,38.6,51.0,94.0,11.0,0.3,21.0,21015.49,N
4.0,0.0,0.0,13.5,2.0,5.0,1.0,0.01,1.0,54.0,N
11.0,0.0,0.0,18.61,9.0,13.0,3.0,0.03,5.0,376.93,N
12.0,0.0,2.0,40.04,8.0,23.0,2.0,0.07,3.0,961.45,N
18.0,3.0,2.0,15.73,13.0,17.0,2.0,0.04,3.0,899.5,N
6.0,0.0,0.0,23.25,4.0,8.0,1.0,0.02,1.0,93.01,N
20.0,0.0,2.0,19.01,16.0,27.0,4.0,0.06,7.0,1817.13,Y
7.0,0.0,1.0,18.98,4.0,9.0,1.0,0.02,1.0,161.44,N
5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
31.0,0.0,5.0,25.17,24.0,75.0,1.0,0.17,1.0,10322.46,N
6.0,0.0,1.0,11.07,3.0,9.0,1.0,0.02,1.0,211.89,N
16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
5.0,0.0,0.0,11.63,3.0,5.0,1.0,0.01,1.0,46.53,N
222.0,60.0,36.0,130.81,123.0,436.0,6.0,1.61,11.0,178388.89,N
65.0,3.0,6.0,42.72,52.0,103.0,8.0,0.31,15.0,20142.53,N
7.0,0.0,1.0,13.45,4.0,8.0,1.0,0.02,1.0,174.36,N
49.0,8.0,10.0,33.66,29.0,53.0,6.0,0.16,11.0,6868.61,N
12.0,0.0,2.0,15.77,8.0,15.0,2.0,0.04,3.0,772.89,N
68.0,0.0,1.0,58.52,65.0,110.0,11.0,0.36,21.0,20058.99,N
29.0,0.0,3.0,28.6,23.0,52.0,4.0,0.16,7.0,7857.55,N
21.0,0.0,1.0,33.35,18.0,37.0,4.0,0.1,7.0,2808.48,N
171.0,35.0,23.0,107.99,111.0,336.0,18.0,1.24,35.0,128201.25,Y
56.0,7.0,13.0,23.95,29.0,85.0,8.0,0.23,15.0,19411.73,N
71.0,0.0,8.0,51.33,60.0,166.0,6.0,0.56,11.0,54178.14,N
5.0,0.0,0.0,17.79,3.0,8.0,1.0,0.02,1.0,151.35,N
324.0,0.0,80.0,354.41,242.0,995.0,19.0,4.14,37.0,435698.56,Y
30.0,2.0,5.0,26.8,21.0,59.0,7.0,0.17,13.0,10247.28,N
24.0,0.0,1.0,16.61,21.0,27.0,5.0,0.07,9.0,2317.59,N
13.0,0.0,1.0,12.83,10.0,17.0,4.0,0.04,7.0,1140.18,Y
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
82.0,6.0,9.0,33.84,62.0,190.0,13.0,0.54,25.0,78824.75,N
7.0,0.0,1.0,22.34,4.0,12.0,1.0,0.03,1.0,314.11,N
15.0,0.0,1.0,11.66,12.0,30.0,5.0,0.07,9.0,4263.06,N
60.0,5.0,8.0,26.99,45.0,89.0,8.0,0.29,15.0,27818.77,Y
36.0,2.0,9.0,36.71,23.0,64.0,5.0,0.18,9.0,7692.13,N
7.0,0.0,2.0,13.29,3.0,8.0,1.0,0.01,1.0,119.59,N
72.0,1.0,10.0,36.1,58.0,122.0,14.0,0.44,27.0,48441.87,N
14.0,0.0,1.0,13.96,9.0,13.0,2.0,0.03,3.0,502.57,N
5.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
5.0,0.0,0.0,11.23,3.0,5.0,1.0,0.01,1.0,44.92,N
13.0,0.0,2.0,11.52,8.0,14.0,2.0,0.03,3.0,800.0,N
26.0,6.0,2.0,17.66,16.0,37.0,4.0,0.1,7.0,5408.68,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
715.0,60.0,154.0,47.21,499.0,2154.0,71.0,6.58,133.0,8255889.43,N
4.0,0.0,0.0,10.8,2.0,6.0,1.0,0.01,1.0,67.5,N
11.0,0.0,2.0,23.77,7.0,20.0,1.0,0.05,1.0,1018.4,N
206.0,25.0,22.0,92.7,157.0,394.0,29.0,1.6,57.0,247537.69,Y
7.0,0.0,1.0,16.32,4.0,8.0,1.0,0.02,1.0,199.89,N
32.0,5.0,6.0,29.53,19.0,28.0,4.0,0.08,7.0,2051.04,N
99.0,20.0,27.0,26.44,44.0,118.0,12.0,0.37,23.0,45539.85,N
19.0,4.0,2.0,21.02,13.0,19.0,4.0,0.05,7.0,1030.13,N
18.0,2.0,4.0,39.43,10.0,23.0,3.0,0.07,5.0,985.77,Y
14.0,0.0,2.0,32.87,9.0,32.0,1.0,0.09,1.0,2339.94,N
20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Y
15.0,1.0,2.0,12.89,10.0,15.0,2.0,0.04,3.0,1044.0,N
87.0,4.0,16.0,56.73,64.0,111.0,14.0,0.36,26.0,20149.31,N
26.0,0.0,4.0,43.79,18.0,38.0,2.0,0.09,3.0,1832.44,N
4.0,0.0,0.0,7.75,2.0,4.0,1.0,0.01,1.0,31.02,N
21.0,0.0,6.0,19.16,13.0,71.0,7.0,0.19,13.0,17246.5,N
28.0,0.0,8.0,53.71,18.0,61.0,9.0,0.17,17.0,4571.12,N
5.0,0.0,0.0,15.0,3.0,6.0,1.0,0.01,1.0,60.0,N
24.0,0.0,6.0,35.74,16.0,31.0,2.0,0.09,3.0,1992.78,Y
35.0,2.0,3.0,24.79,27.0,79.0,10.0,0.25,19.0,22075.47,N
17.0,0.0,3.0,8.22,12.0,17.0,3.0,0.03,5.0,1284.98,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
6.0,0.0,1.0,13.79,3.0,5.0,1.0,0.01,1.0,31.02,N
12.0,0.0,2.0,23.38,8.0,26.0,4.0,0.07,7.0,1772.67,Y
28.0,0.0,5.0,26.75,21.0,30.0,3.0,0.09,5.0,2464.93,N
95.0,2.0,18.0,100.77,72.0,208.0,4.0,0.81,7.0,58552.86,N
46.0,4.0,1.0,16.97,33.0,53.0,8.0,0.14,15.0,10993.27,N
48.0,7.0,8.0,12.98,26.0,63.0,9.0,0.17,17.0,19375.47,N
114.0,10.0,9.0,39.59,90.0,274.0,15.0,0.87,29.0,171998.36,N
32.0,3.0,5.0,28.82,21.0,38.0,4.0,0.1,7.0,3065.41,N
9.0,0.0,1.0,9.3,6.0,19.0,4.0,0.04,7.0,1572.06,N
43.0,10.0,3.0,24.21,28.0,71.0,7.0,0.21,13.0,16093.4,N
7.0,0.0,1.0,6.89,4.0,10.0,1.0,0.01,1.0,248.16,N
8.0,0.0,1.0,18.11,5.0,9.0,1.0,0.02,1.0,142.01,Y
17.0,0.0,3.0,31.04,11.0,38.0,1.0,0.09,1.0,2155.39,N
40.0,3.0,4.0,40.0,30.0,69.0,6.0,0.22,11.0,10888.66,N
279.0,32.0,37.0,144.51,202.0,459.0,36.0,1.85,71.0,213776.7,N
51.0,0.0,3.0,30.18,46.0,82.0,7.0,0.26,13.0,20829.29,N
8.0,0.0,0.0,12.0,6.0,7.0,2.0,0.01,3.0,75.0,N
65.0,3.0,5.0,44.36,57.0,158.0,18.0,0.51,35.0,52795.27,N
9.0,0.0,0.0,13.92,7.0,19.0,2.0,0.04,3.0,966.67,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
12.0,0.0,2.0,13.03,7.0,17.0,3.0,0.03,5.0,833.99,Y
11.0,0.0,1.0,17.63,6.0,19.0,2.0,0.03,3.0,513.99,N
7.0,0.0,0.0,11.52,5.0,8.0,2.0,0.01,3.0,161.94,N
10.0,0.0,1.0,12.55,6.0,10.0,1.0,0.02,1.0,200.76,N
95.0,9.0,3.0,55.63,81.0,172.0,17.0,0.59,33.0,56075.59,Y
20.0,0.0,7.0,28.22,11.0,34.0,1.0,0.1,1.0,2910.99,N
16.0,0.0,2.0,25.3,12.0,29.0,3.0,0.09,5.0,2822.18,N
109.0,7.0,6.0,60.06,94.0,212.0,20.0,0.65,39.0,62469.78,N
20.0,0.0,1.0,15.08,17.0,34.0,11.0,0.08,21.0,3593.74,N
35.0,0.0,5.0,16.84,28.0,55.0,10.0,0.14,19.0,10109.84,Y
11.0,0.0,0.0,6.92,9.0,19.0,2.0,0.03,3.0,996.58,N
28.0,0.0,6.0,25.39,19.0,58.0,3.0,0.17,4.0,9655.57,N
30.0,3.0,3.0,24.54,22.0,37.0,5.0,0.11,9.0,4226.55,N
40.0,4.0,7.0,32.18,24.0,103.0,3.0,0.29,5.0,23764.1,N
7.0,0.0,1.0,20.0,4.0,21.0,2.0,0.05,3.0,1043.09,N
10.0,1.0,1.0,12.0,8.0,7.0,2.0,0.01,3.0,75.0,N
5.0,0.0,0.0,17.41,3.0,10.0,1.0,0.02,1.0,213.31,N
31.0,0.0,2.0,10.13,27.0,39.0,6.0,0.1,11.0,8271.66,N
12.0,3.0,3.0,34.71,4.0,22.0,2.0,0.06,3.0,806.97,N
12.0,0.0,3.0,12.56,7.0,12.0,2.0,0.02,3.0,393.73,Y
11.0,0.0,0.0,11.35,9.0,28.0,5.0,0.05,9.0,2354.38,N
20.0,0.0,3.0,38.94,15.0,59.0,3.0,0.15,5.0,5411.84,N
28.0,2.0,4.0,34.97,19.0,50.0,3.0,0.16,5.0,6854.64,N
8.0,0.0,1.0,31.26,5.0,11.0,1.0,0.03,1.0,236.37,N
14.0,2.0,2.0,13.74,5.0,10.0,3.0,0.01,5.0,123.63,N
13.0,0.0,3.0,12.14,8.0,32.0,2.0,0.08,3.0,4440.69,N
19.0,0.0,5.0,39.2,11.0,42.0,1.0,0.09,1.0,1879.02,N
8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
89.0,6.0,10.0,184.32,71.0,132.0,4.0,0.5,7.0,12004.59,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
94.0,12.0,3.0,58.46,77.0,139.0,23.0,0.41,45.0,25543.94,Y
39.0,0.0,7.0,14.74,30.0,57.0,5.0,0.13,7.0,10599.21,N
21.0,0.0,6.0,36.32,13.0,44.0,2.0,0.11,3.0,2942.1,N
13.0,0.0,1.0,43.89,10.0,35.0,1.0,0.09,1.0,1741.85,N
27.0,5.0,6.0,69.33,14.0,51.0,2.0,0.17,3.0,3540.19,N
35.0,0.0,6.0,22.75,27.0,94.0,7.0,0.22,13.0,19230.61,Y
32.0,0.0,4.0,41.74,26.0,69.0,5.0,0.2,9.0,9005.0,N
17.0,0.0,2.0,13.27,13.0,36.0,5.0,0.08,9.0,4791.29,N
32.0,0.0,1.0,30.82,28.0,51.0,8.0,0.14,9.0,5826.28,N
23.0,2.0,4.0,22.87,14.0,27.0,3.0,0.06,5.0,1391.34,N
33.0,0.0,2.0,21.69,28.0,51.0,5.0,0.14,9.0,8249.27,N
6.0,0.0,1.0,13.5,3.0,5.0,1.0,0.01,1.0,54.0,N
50.0,0.0,9.0,21.29,39.0,57.0,9.0,0.14,15.0,8286.92,N
10.0,2.0,1.0,18.44,4.0,11.0,1.0,0.02,1.0,225.85,N
8.0,0.0,2.0,20.59,4.0,7.0,1.0,0.01,1.0,46.32,N
9.0,0.0,1.0,8.86,6.0,7.0,2.0,0.02,3.0,244.16,N
4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
11.0,0.0,1.0,23.79,8.0,19.0,2.0,0.05,3.0,830.55,N
18.0,0.0,4.0,23.64,12.0,49.0,1.0,0.11,1.0,4469.18,N
26.0,0.0,2.0,17.17,22.0,39.0,3.0,0.1,5.0,5564.41,N
68.0,5.0,9.0,18.47,52.0,125.0,9.0,0.33,17.0,52152.4,Y
14.0,0.0,2.0,13.71,10.0,14.0,2.0,0.03,3.0,609.18,N
22.0,0.0,2.0,28.14,16.0,29.0,2.0,0.08,3.0,1915.59,N
11.0,0.0,0.0,19.03,9.0,12.0,3.0,0.02,5.0,233.13,N
21.0,0.0,3.0,18.73,15.0,27.0,3.0,0.06,5.0,1517.0,N
14.0,0.0,2.0,25.72,10.0,32.0,2.0,0.07,3.0,1931.84,N
29.0,0.0,5.0,37.82,22.0,32.0,5.0,0.09,9.0,2127.25,N
4.0,0.0,0.0,6.2,2.0,5.0,1.0,0.01,1.0,38.77,N
15.0,0.0,0.0,18.24,13.0,15.0,3.0,0.03,5.0,397.18,Y
86.0,4.0,11.0,29.5,66.0,170.0,16.0,0.47,31.0,68511.5,N
22.0,0.0,2.0,43.08,18.0,46.0,11.0,0.15,21.0,4749.82,N
11.0,2.0,1.0,42.04,5.0,16.0,1.0,0.04,1.0,357.65,N
130.0,2.0,13.0,164.62,113.0,296.0,3.0,1.28,5.0,89460.55,Y
32.0,0.0,5.0,25.46,24.0,49.0,4.0,0.13,7.0,5872.2,N
27.0,1.0,2.0,35.91,21.0,52.0,2.0,0.14,3.0,4567.5,N
4.0,0.0,0.0,13.5,2.0,5.0,1.0,0.01,1.0,54.0,N
4.0,0.0,0.0,15.63,2.0,9.0,2.0,0.02,3.0,250.04,N
13.0,0.0,2.0,17.67,9.0,20.0,3.0,0.05,5.0,1261.4,N
4.0,0.0,0.0,13.5,2.0,5.0,1.0,0.01,1.0,54.0,N
19.0,6.0,5.0,29.24,6.0,17.0,1.0,0.04,1.0,507.65,N
34.0,2.0,2.0,41.12,23.0,66.0,3.0,0.22,5.0,10147.15,N
25.0,2.0,3.0,17.57,17.0,59.0,9.0,0.15,17.0,12107.75,N
16.0,0.0,2.0,16.42,14.0,20.0,4.0,0.06,7.0,1702.18,N
97.0,3.0,7.0,43.7,85.0,235.0,27.0,0.7,53.0,102258.81,Y
53.0,1.0,8.0,24.02,42.0,114.0,10.0,0.34,19.0,42555.56,Y
34.0,0.0,5.0,22.75,27.0,94.0,7.0,0.22,13.0,19230.61,Y
41.0,0.0,3.0,44.29,35.0,78.0,4.0,0.24,7.0,11760.93,N
32.0,0.0,5.0,16.75,25.0,39.0,6.0,0.1,11.0,5888.27,N
55.0,9.0,1.0,20.02,42.0,93.0,10.0,0.26,11.0,30223.43,N
135.0,12.0,24.0,146.95,96.0,298.0,4.0,1.14,7.0,79495.75,N
19.0,0.0,3.0,18.97,14.0,22.0,3.0,0.06,5.0,1468.79,N
9.0,2.0,1.0,9.55,4.0,13.0,2.0,0.03,3.0,773.56,N
32.0,12.0,1.0,21.23,19.0,31.0,6.0,0.08,11.0,2746.84,N
12.0,0.0,3.0,19.08,7.0,18.0,1.0,0.04,1.0,806.0,N
4.0,0.0,0.0,13.5,2.0,5.0,1.0,0.01,1.0,54.0,N
17.0,0.0,4.0,18.73,11.0,27.0,2.0,0.06,3.0,1517.0,Y
12.0,0.0,2.0,13.89,8.0,15.0,2.0,0.03,3.0,632.92,Y
32.0,0.0,6.0,36.5,24.0,66.0,5.0,0.22,9.0,11579.99,N
37.0,1.0,4.0,45.47,29.0,73.0,3.0,0.21,5.0,9126.35,Y
35.0,11.0,4.0,32.83,18.0,71.0,9.0,0.22,17.0,13131.61,N
24.0,0.0,2.0,13.18,20.0,61.0,9.0,0.16,17.0,16802.16,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
15.0,1.0,2.0,16.47,10.0,20.0,4.0,0.05,7.0,1236.75,N
9.0,0.0,2.0,19.72,5.0,11.0,1.0,0.02,1.0,219.1,N
17.0,0.0,2.0,8.88,12.0,17.0,2.0,0.03,3.0,1124.01,N
4.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
7.0,0.0,1.0,11.77,3.0,11.0,1.0,0.01,1.0,144.23,N
16.0,1.0,3.0,18.2,10.0,30.0,2.0,0.07,3.0,2135.83,N
149.0,16.0,12.0,95.89,117.0,467.0,25.0,1.52,49.0,216664.22,Y
13.0,1.0,1.0,10.24,9.0,16.0,3.0,0.04,5.0,1238.47,N
40.0,0.0,3.0,37.67,35.0,70.0,4.0,0.23,7.0,12096.92,N
91.0,3.0,11.0,61.13,75.0,214.0,15.0,0.71,29.0,74890.04,N
50.0,0.0,3.0,32.6,45.0,87.0,17.0,0.27,33.0,19568.93,N
28.0,3.0,3.0,28.81,20.0,46.0,7.0,0.12,13.0,4553.63,N
38.0,3.0,5.0,44.52,28.0,72.0,4.0,0.22,7.0,9804.42,N
39.0,3.0,3.0,25.45,29.0,83.0,9.0,0.24,17.0,20819.74,N
40.0,0.0,10.0,41.83,28.0,97.0,12.0,0.33,23.0,22979.9,N
70.0,13.0,11.0,59.62,43.0,115.0,5.0,0.39,9.0,23101.7,N
5.0,0.0,0.0,14.34,3.0,9.0,1.0,0.02,1.0,175.66,N
15.0,0.0,4.0,13.71,9.0,14.0,2.0,0.03,3.0,609.18,N
20.0,0.0,5.0,17.24,13.0,32.0,2.0,0.07,3.0,2693.67,N
14.0,0.0,4.0,19.52,8.0,52.0,1.0,0.11,1.0,5559.03,N
15.0,0.0,3.0,22.74,10.0,38.0,2.0,0.09,3.0,3529.14,N
31.0,0.0,1.0,27.87,28.0,50.0,6.0,0.16,11.0,8030.83,N
65.0,8.0,10.0,67.03,44.0,148.0,4.0,0.47,7.0,29982.9,Y
32.0,3.0,3.0,57.38,24.0,40.0,3.0,0.12,5.0,2131.96,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
23.0,0.0,1.0,33.99,20.0,19.0,2.0,0.05,3.0,712.12,N
37.0,0.0,5.0,27.82,29.0,98.0,3.0,0.26,5.0,21037.5,Y
37.0,0.0,6.0,27.63,26.0,71.0,10.0,0.2,19.0,12391.41,N
24.0,0.0,2.0,29.64,18.0,43.0,5.0,0.12,9.0,4729.74,N
5.0,0.0,0.0,25.16,3.0,9.0,1.0,0.02,1.0,157.27,N
