@relation CustomCM1
@attribute LOC_TOTAL numeric
@attribute LOC_COMMENTS numeric
@attribute LOC_BLANK numeric
@attribute HALSTEAD_CONTENT numeric
@attribute LOC_EXECUTABLE numeric
@attribute NUM_OPERATORS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute BRANCH_COUNT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute Defective {Y,N}

@data
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
6.0,0.0,0.0,10.8,4.0,6.0,1.0,0.01,1.0,67.5,N
7.0,0.0,1.0,14.99,4.0,8.0,1.0,0.01,1.0,134.92,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,Y
55.0,3.0,6.0,53.73,43.0,85.0,5.0,0.26,9.0,10911.35,Y
1.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
17.0,0.0,3.0,14.45,12.0,17.0,2.0,0.03,3.0,592.07,Y
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
25.0,0.0,1.0,26.23,20.0,36.0,3.0,0.08,5.0,2389.82,N
112.0,7.0,6.0,63.6,97.0,179.0,12.0,0.55,23.0,42656.7,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,N
35.0,0.0,1.0,29.51,32.0,67.0,6.0,0.21,11.0,13473.84,N
148.0,11.0,19.0,68.05,116.0,238.0,19.0,0.85,37.0,95656.09,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
27.0,12.0,0.0,10.25,12.0,20.0,2.0,0.05,3.0,2305.97,N
36.0,11.0,4.0,27.14,18.0,45.0,1.0,0.1,1.0,3165.56,Y
13.0,0.0,2.0,29.44,9.0,19.0,1.0,0.04,1.0,414.05,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
131.0,20.0,12.0,93.92,91.0,200.0,20.0,0.72,39.0,49471.62,N
47.0,7.0,4.0,40.66,33.0,56.0,3.0,0.16,5.0,5624.8,N
56.0,2.0,11.0,50.98,41.0,132.0,13.0,0.43,25.0,33184.0,Y
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
6.0,0.0,0.0,11.2,4.0,10.0,1.0,0.01,1.0,100.81,Y
53.0,0.0,8.0,48.29,43.0,226.0,11.0,0.71,21.0,94805.86,Y
19.0,0.0,4.0,34.7,13.0,52.0,4.0,0.14,7.0,5231.08,Y
20.0,1.0,2.0,16.82,13.0,23.0,3.0,0.05,5.0,1287.66,N
10.0,0.0,0.0,14.69,6.0,11.0,1.0,0.02,1.0,319.82,N
112.0,0.0,12.0,59.66,95.0,194.0,16.0,0.66,31.0,66290.05,Y
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
16.0,11.0,0.0,5.33,3.0,3.0,1.0,0.0,1.0,12.0,N
50.0,1.0,3.0,73.68,44.0,108.0,4.0,0.31,10.0,11648.46,N
6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
35.0,3.0,5.0,39.13,25.0,52.0,5.0,0.14,9.0,4401.18,Y
11.0,0.0,0.0,29.98,6.0,19.0,1.0,0.04,1.0,592.26,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
38.0,0.0,10.0,43.01,26.0,102.0,6.0,0.3,11.0,18609.99,Y
16.0,2.0,1.0,15.65,11.0,15.0,3.0,0.04,5.0,836.91,N
33.0,3.0,3.0,27.09,24.0,33.0,1.0,0.08,9.0,2347.15,Y
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.8,0.0,4.0,1.0,0.0,1.0,23.22,N
14.0,0.0,1.0,15.86,9.0,9.0,1.0,0.02,1.0,194.27,N
61.0,2.0,5.0,42.58,50.0,100.0,7.0,0.26,13.0,13794.44,N
4.0,0.0,0.0,7.86,2.0,5.0,1.0,0.01,1.0,49.13,N
10.0,0.0,1.0,21.83,7.0,21.0,2.0,0.05,3.0,1131.65,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
18.0,0.0,4.0,33.17,10.0,23.0,1.0,0.06,1.0,914.37,N
6.0,0.0,0.0,9.51,2.0,1.0,1.0,0.0,1.0,2.38,N
116.0,9.0,9.0,61.92,96.0,155.0,17.0,0.52,33.0,38702.28,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
19.0,0.0,0.0,24.6,17.0,24.0,2.0,0.05,3.0,1039.42,N
5.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
5.0,0.0,0.0,15.11,3.0,10.0,2.0,0.02,3.0,306.0,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Y
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
5.0,0.0,0.0,12.18,2.0,7.0,1.0,0.01,1.0,109.62,N
4.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
15.0,3.0,1.0,12.44,8.0,10.0,2.0,0.02,3.0,298.63,Y
6.0,0.0,0.0,10.57,4.0,7.0,1.0,0.01,1.0,95.1,N
81.0,8.0,10.0,67.87,61.0,111.0,7.0,0.32,13.0,13914.17,N
43.0,0.0,3.0,40.7,37.0,62.0,4.0,0.18,7.0,6772.5,N
64.0,5.0,3.0,28.18,45.0,85.0,6.0,0.25,11.0,20545.64,N
95.0,3.0,10.0,54.04,80.0,149.0,18.0,0.45,35.0,33105.44,N
70.0,0.0,11.0,40.24,52.0,175.0,15.0,0.55,29.0,68641.45,Y
11.0,0.0,1.0,21.58,6.0,9.0,1.0,0.02,1.0,194.18,N
4.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
2.0,0.0,0.0,22.33,0.0,12.0,1.0,0.03,1.0,273.48,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
55.0,2.0,1.0,27.84,50.0,96.0,5.0,0.22,9.0,15578.6,N
10.0,0.0,1.0,9.6,4.0,5.0,1.0,0.01,1.0,60.0,N
57.0,3.0,6.0,23.87,45.0,78.0,8.0,0.22,15.0,17479.25,N
50.0,0.0,8.0,42.58,40.0,148.0,8.0,0.49,15.0,51502.32,Y
4.0,0.0,0.0,7.75,2.0,4.0,1.0,0.01,1.0,31.02,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,N
80.0,2.0,10.0,57.05,66.0,167.0,11.0,0.55,21.0,47016.12,Y
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
20.0,0.0,3.0,20.85,13.0,18.0,2.0,0.04,3.0,750.59,N
6.0,0.0,0.0,19.37,4.0,8.0,1.0,0.02,1.0,121.08,Y
17.0,1.0,1.0,15.47,12.0,20.0,3.0,0.04,5.0,870.0,N
15.0,0.0,4.0,11.42,9.0,14.0,3.0,0.04,5.0,994.99,N
66.0,4.0,12.0,54.44,48.0,114.0,9.0,0.32,17.0,16670.93,N
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
12.0,0.0,2.0,33.72,6.0,15.0,1.0,0.04,1.0,361.18,N
7.0,0.0,1.0,6.74,4.0,6.0,1.0,0.01,1.0,94.75,Y
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
73.0,3.0,7.0,66.4,57.0,99.0,7.0,0.31,13.0,12667.99,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
23.0,1.0,3.0,27.54,17.0,37.0,3.0,0.08,5.0,2276.02,N
23.0,1.0,1.0,25.17,19.0,31.0,3.0,0.08,5.0,2114.77,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
10.0,0.0,0.0,23.22,6.0,1.0,1.0,0.0,1.0,5.8,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
12.0,0.0,1.0,29.24,9.0,23.0,1.0,0.06,1.0,1208.47,Y
11.0,0.0,0.0,15.42,6.0,6.0,1.0,0.01,1.0,131.17,N
1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
5.0,0.0,0.0,5.99,3.0,5.0,2.0,0.01,3.0,84.22,N
65.0,6.0,5.0,47.23,48.0,108.0,7.0,0.31,13.0,18860.9,N
4.0,0.0,0.0,8.0,1.0,2.0,1.0,0.0,1.0,8.0,N
16.0,0.0,0.0,24.31,13.0,29.0,2.0,0.06,3.0,1555.89,N
12.0,0.0,1.0,19.93,9.0,10.0,3.0,0.02,5.0,124.57,Y
16.0,0.0,2.0,37.21,9.0,16.0,1.0,0.04,1.0,393.02,N
21.0,4.0,5.0,28.2,10.0,16.0,1.0,0.03,1.0,321.25,Y
13.0,0.0,2.0,10.75,9.0,14.0,2.0,0.03,3.0,526.99,N
127.0,7.0,9.0,60.45,108.0,265.0,25.0,0.77,49.0,88254.54,N
4.0,0.0,0.0,10.34,3.0,3.0,1.0,0.01,1.0,23.26,N
11.0,0.0,2.0,13.88,7.0,12.0,1.0,0.02,1.0,319.72,N
13.0,4.0,2.0,18.6,5.0,9.0,1.0,0.02,1.0,116.27,N
2.0,0.0,0.0,5.8,0.0,4.0,1.0,0.0,1.0,23.22,N
23.0,0.0,0.0,29.61,18.0,31.0,3.0,0.08,5.0,2155.12,N
60.0,0.0,19.0,48.61,38.0,181.0,17.0,0.63,33.0,73638.77,N
9.0,0.0,0.0,16.32,6.0,13.0,1.0,0.03,1.0,355.35,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
37.0,3.0,5.0,32.84,27.0,48.0,4.0,0.12,7.0,3694.35,Y
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
76.0,1.0,7.0,60.94,59.0,135.0,13.0,0.44,25.0,28002.35,N
5.0,0.0,0.0,9.51,2.0,6.0,1.0,0.01,1.0,85.59,N
3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
42.0,0.0,7.0,30.09,26.0,52.0,5.0,0.15,9.0,6400.08,N
16.0,0.0,0.0,16.67,14.0,22.0,2.0,0.04,3.0,937.65,N
4.0,0.0,0.0,7.86,2.0,5.0,1.0,0.01,1.0,49.13,N
10.0,0.0,1.0,32.29,7.0,13.0,1.0,0.03,1.0,213.55,N
18.0,1.0,2.0,14.51,10.0,19.0,3.0,0.03,4.0,711.05,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
9.0,0.0,0.0,12.33,7.0,10.0,2.0,0.02,3.0,284.19,N
8.0,0.0,0.0,16.32,6.0,13.0,1.0,0.03,1.0,355.35,Y
20.0,0.0,3.0,20.12,14.0,23.0,4.0,0.05,7.0,1076.02,Y
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
28.0,0.0,4.0,45.74,22.0,64.0,3.0,0.21,5.0,8648.24,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
40.0,0.0,2.0,38.26,35.0,63.0,5.0,0.18,9.0,7472.51,Y
39.0,2.0,5.0,42.65,30.0,82.0,1.0,0.24,5.0,12266.65,N
53.0,4.0,7.0,47.68,40.0,83.0,5.0,0.25,9.0,11952.97,N
16.0,0.0,0.0,12.82,14.0,19.0,3.0,0.04,5.0,1218.95,N
23.0,0.0,1.0,64.87,18.0,44.0,1.0,0.1,1.0,1454.65,Y
23.0,0.0,0.0,59.23,13.0,41.0,1.0,0.11,1.0,1857.56,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
6.0,0.0,0.0,10.8,4.0,6.0,1.0,0.01,1.0,67.5,N
63.0,3.0,10.0,46.25,48.0,67.0,5.0,0.16,9.0,5185.62,N
20.0,0.0,4.0,16.07,14.0,33.0,3.0,0.08,5.0,3715.23,N
93.0,0.0,23.0,61.07,68.0,317.0,25.0,1.09,49.0,176429.01,N
3.0,0.0,0.0,8.0,2.0,2.0,1.0,0.0,1.0,8.0,N
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
4.0,0.0,0.0,7.86,0.0,5.0,1.0,0.01,1.0,49.13,Y
7.0,0.0,0.0,22.5,5.0,11.0,1.0,0.02,1.0,90.0,Y
48.0,2.0,6.0,36.31,38.0,107.0,12.0,0.33,21.0,26321.9,Y
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
19.0,0.0,1.0,11.7,16.0,23.0,4.0,0.05,7.0,2080.0,N
12.0,3.0,2.0,20.84,5.0,12.0,1.0,0.03,1.0,323.05,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
6.0,0.0,0.0,15.2,4.0,13.0,2.0,0.03,3.0,380.0,N
13.0,0.0,2.0,18.49,9.0,23.0,3.0,0.06,5.0,1684.45,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
60.0,4.0,4.0,49.98,50.0,93.0,6.0,0.27,11.0,13409.92,N
41.0,1.0,4.0,32.04,34.0,77.0,8.0,0.18,15.0,9259.3,N
40.0,0.0,2.0,32.97,36.0,61.0,4.0,0.17,7.0,7583.33,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
5.0,0.0,0.0,9.51,2.0,6.0,1.0,0.01,1.0,85.59,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
13.0,0.0,1.0,12.22,10.0,17.0,2.0,0.03,3.0,801.83,N
42.0,0.0,2.0,36.84,38.0,71.0,5.0,0.19,9.0,8820.26,Y
4.0,0.0,0.0,6.2,2.0,5.0,1.0,0.01,1.0,38.77,Y
16.0,0.0,1.0,14.28,8.0,12.0,2.0,0.03,3.0,406.12,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
12.0,3.0,0.0,19.03,7.0,12.0,2.0,0.02,3.0,233.13,N
116.0,14.0,12.0,63.91,88.0,177.0,11.0,0.57,21.0,45222.23,Y
4.0,0.0,0.0,9.51,2.0,6.0,1.0,0.01,1.0,85.59,N
98.0,0.0,14.0,60.01,82.0,182.0,17.0,0.63,33.0,58603.66,Y
5.0,0.0,0.0,15.11,3.0,10.0,2.0,0.02,3.0,306.0,N
2.0,0.0,0.0,3.86,0.0,7.0,2.0,0.01,3.0,189.0,N
4.0,0.0,0.0,7.86,2.0,5.0,1.0,0.01,1.0,49.13,N
12.0,0.0,0.0,31.44,6.0,22.0,1.0,0.05,1.0,650.93,N
48.0,2.0,2.0,48.72,41.0,95.0,6.0,0.25,11.0,11596.34,Y
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
9.0,0.0,0.0,23.22,6.0,1.0,1.0,0.0,1.0,5.8,N
4.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
2.0,0.0,0.0,3.86,0.0,7.0,2.0,0.01,3.0,189.0,N
15.0,0.0,1.0,14.28,9.0,15.0,2.0,0.03,3.0,634.56,N
89.0,8.0,12.0,43.97,60.0,108.0,6.0,0.35,11.0,24784.89,Y
20.0,0.0,0.0,29.53,18.0,26.0,4.0,0.07,7.0,1506.49,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
27.0,0.0,5.0,19.15,20.0,61.0,5.0,0.14,9.0,8714.36,Y
12.0,0.0,2.0,33.72,6.0,15.0,1.0,0.04,1.0,361.18,N
18.0,0.0,1.0,24.67,12.0,27.0,1.0,0.07,1.0,1679.37,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
34.0,6.0,1.0,26.97,24.0,42.0,3.0,0.1,5.0,3590.06,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
11.0,0.0,0.0,30.98,9.0,15.0,2.0,0.04,3.0,379.46,Y
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,N
9.0,0.0,0.0,14.26,6.0,4.0,1.0,0.01,1.0,57.06,N
49.0,1.0,7.0,35.31,32.0,59.0,5.0,0.17,9.0,7570.25,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
10.0,0.0,0.0,8.72,5.0,7.0,2.0,0.01,3.0,139.48,N
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,N
14.0,0.0,3.0,20.76,9.0,12.0,1.0,0.02,1.0,230.63,N
8.0,0.0,0.0,16.0,5.0,1.0,1.0,0.0,1.0,4.0,N
72.0,2.0,5.0,32.56,60.0,97.0,11.0,0.28,21.0,22222.67,Y
4.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
4.0,0.0,0.0,5.8,2.0,4.0,1.0,0.0,1.0,23.22,Y
