@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
6.0,3.0,0.0,0.0,3.0,0.22,2.0,1.0,0.5,0.0,1.0,10.0,1417.77,0.1,78.77,0.5,1.0,6.0,12.0,20.0,25.0,9.0,N
1.0,3.0,0.0,4.0,0.0,0.18,2.0,1.0,0.5,0.0,5.0,9.09,1916.65,0.11,106.48,0.5,1.0,11.0,10.0,18.0,36.36,11.0,N
0.0,1.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,0.0,3.0,33.75,19031.2,0.03,1057.29,1.0,0.0,6.0,5.0,15.0,0.0,10.0,N
1.0,3.0,0.0,0.0,0.0,0.5,2.0,1.0,0.5,0.0,4.0,6.42,498.63,0.16,27.7,0.5,1.0,6.0,7.0,11.0,0.0,4.0,N
4.0,3.0,0.0,0.0,2.0,0.29,2.0,1.0,0.5,0.0,0.0,6.67,438.19,0.15,24.34,0.5,1.0,3.0,8.0,15.0,22.22,7.0,N
4.0,3.0,0.0,0.0,0.0,0.33,2.0,1.0,0.5,0.0,0.0,10.5,1271.69,0.1,70.65,0.5,1.0,6.0,9.0,12.0,0.0,6.0,N
5.0,1.0,0.0,0.0,0.0,0.13,0.0,1.0,1.0,0.0,0.0,9.0,884.41,0.11,49.13,1.0,0.0,3.0,6.0,15.0,0.0,8.0,N
6.0,3.0,0.0,0.0,4.0,0.22,2.0,1.0,0.5,0.0,0.0,8.0,875.14,0.13,48.62,0.5,1.0,5.0,10.0,21.0,30.77,9.0,N
1.0,15.0,0.0,0.0,0.0,0.36,2.0,1.0,0.13,0.29,4.0,28.5,16441.15,0.04,913.4,0.38,7.0,14.0,14.0,28.0,0.0,22.0,N
2.0,1.0,0.0,0.0,1.0,0.07,0.0,1.0,1.0,0.0,2.0,20.0,8039.07,0.05,446.61,1.0,0.0,6.0,4.0,20.0,6.67,14.0,N
3.0,1.0,2.0,0.0,0.0,0.1,0.0,1.0,1.0,0.0,2.0,3.82,499.41,0.26,27.75,1.0,0.0,11.0,6.0,14.0,0.0,10.0,N
6.0,13.0,3.0,0.0,0.0,0.39,0.0,4.0,0.57,0.0,0.0,13.12,5614.09,0.08,311.89,0.14,0.0,16.0,10.0,26.0,0.0,18.0,N
5.0,9.0,2.0,1.0,20.0,0.28,0.0,4.0,0.8,0.0,0.0,13.85,3394.73,0.07,188.6,0.2,0.0,13.0,15.0,45.0,55.26,18.0,N
0.0,3.0,1.0,0.0,0.0,0.5,0.0,2.0,1.0,0.0,1.0,3.0,85.59,0.33,4.75,0.5,0.0,3.0,6.0,5.0,0.0,4.0,N
4.0,11.0,3.0,0.0,0.0,0.5,2.25,3.0,0.5,1.0,0.0,18.4,6054.17,0.05,336.34,1.0,5.0,10.0,16.0,22.0,0.0,12.0,N
5.0,13.0,4.0,0.0,0.0,0.37,2.0,6.0,0.86,0.83,0.0,20.4,8729.97,0.05,485.0,0.86,5.0,10.0,17.0,30.0,0.0,19.0,N
6.0,16.0,5.0,0.0,1.0,0.34,2.0,5.0,0.5,1.0,0.0,20.84,13005.9,0.05,722.55,1.0,5.0,19.0,24.0,42.0,3.33,29.0,N
4.0,9.0,2.0,0.0,0.0,0.5,2.33,2.0,0.4,1.0,0.0,15.94,3748.9,0.06,208.27,1.0,4.0,8.0,15.0,20.0,0.0,10.0,N
4.0,9.0,4.0,0.0,0.0,0.5,2.0,4.0,0.8,0.0,0.0,11.69,3127.8,0.09,173.77,0.2,4.0,8.0,11.0,20.0,0.0,10.0,N
5.0,11.0,5.0,0.0,0.0,0.46,2.0,5.0,0.83,0.0,0.0,14.4,5715.21,0.07,317.51,0.17,5.0,10.0,12.0,24.0,0.0,13.0,N
2.0,5.0,2.0,0.0,0.0,0.5,2.0,2.0,0.67,0.0,0.0,8.25,1180.25,0.12,65.57,0.33,2.0,6.0,11.0,14.0,0.0,6.0,N
2.0,5.0,2.0,0.0,0.0,0.33,2.0,2.0,0.67,0.0,0.0,5.6,401.52,0.18,22.31,0.33,1.0,5.0,7.0,13.0,0.0,9.0,N
0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.5,12.0,0.67,0.67,1.0,0.0,1.0,3.0,4.0,0.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,4.0,236.83,0.25,13.16,1.0,0.0,5.0,8.0,4.0,0.0,2.0,N
0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,3.5,188.21,0.29,10.46,1.0,0.0,5.0,7.0,4.0,0.0,2.0,N
4.0,3.0,2.0,0.0,3.0,0.17,2.0,1.0,0.5,0.0,0.0,7.43,2427.8,0.13,134.88,0.5,1.0,20.0,11.0,21.0,20.0,12.0,N
2.0,5.0,5.0,0.0,0.0,0.18,2.0,3.0,1.0,0.0,0.0,8.29,2327.82,0.12,129.32,0.33,1.0,14.0,8.0,21.0,0.0,17.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,N
1.0,3.0,0.0,0.0,0.0,0.33,0.0,1.0,0.5,0.0,1.0,6.13,360.21,0.16,20.01,0.5,0.0,4.0,7.0,9.0,0.0,6.0,N
1.0,5.0,0.0,0.0,0.0,0.3,0.0,1.0,0.33,0.0,1.0,10.93,1530.0,0.09,85.0,0.33,0.0,7.0,9.0,12.0,0.0,10.0,N
5.0,3.0,3.0,0.0,4.0,0.13,0.0,1.0,0.5,0.0,0.0,7.71,3612.83,0.13,200.71,0.5,0.0,28.0,12.0,26.0,21.05,15.0,N
0.0,1.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,0.0,0.0,2.5,67.5,0.4,3.75,1.0,0.0,3.0,5.0,5.0,0.0,3.0,N
2.0,5.0,5.0,0.0,0.0,0.18,0.0,3.0,1.0,0.0,0.0,8.29,2327.82,0.12,129.32,0.33,0.0,14.0,8.0,21.0,0.0,17.0,N
0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.5,12.0,0.67,0.67,1.0,0.0,1.0,3.0,4.0,0.0,2.0,N
9.0,25.0,8.0,0.0,3.0,0.22,0.0,13.0,1.0,0.0,0.0,30.72,64501.75,0.03,3583.43,0.08,0.0,36.0,14.0,74.0,4.76,60.0,N
1.0,7.0,2.0,0.0,0.0,0.33,0.0,3.0,0.75,0.0,0.0,11.69,2035.55,0.09,113.09,0.25,0.0,8.0,11.0,16.0,0.0,12.0,N
2.0,1.0,0.0,0.0,0.0,0.13,0.0,1.0,1.0,0.0,2.0,21.67,2405.29,0.05,133.63,1.0,0.0,3.0,10.0,12.0,0.0,8.0,N
1.0,1.0,2.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,2.0,69.74,0.5,3.87,1.0,0.0,5.0,4.0,5.0,0.0,2.0,N
1.0,1.0,1.0,0.0,0.0,0.1,0.0,1.0,1.0,0.0,2.0,5.33,426.42,0.19,23.69,1.0,0.0,6.0,8.0,12.0,0.0,10.0,N
1.0,11.0,1.0,1.0,1.0,0.3,0.0,2.0,0.33,1.0,2.0,35.21,12432.13,0.03,690.67,1.0,0.0,7.0,17.0,23.0,9.52,20.0,N
1.0,1.0,1.0,0.0,0.0,0.13,0.0,1.0,1.0,0.0,4.0,6.67,533.33,0.15,29.63,1.0,0.0,6.0,10.0,10.0,0.0,8.0,N
1.0,15.0,4.0,0.0,1.0,0.42,0.0,8.0,1.0,1.0,1.0,18.0,7380.0,0.06,410.0,1.0,0.0,16.0,16.0,22.0,5.0,19.0,N
1.0,5.0,2.0,0.0,0.0,0.5,0.0,3.0,1.0,1.0,0.0,5.06,496.63,0.2,27.59,1.0,0.0,8.0,9.0,10.0,0.0,6.0,N
1.0,5.0,1.0,0.0,0.0,0.38,0.0,2.0,0.67,0.0,0.0,16.8,2334.76,0.06,129.71,0.33,0.0,5.0,12.0,12.0,0.0,8.0,N
1.0,9.0,2.0,0.0,1.0,0.36,0.0,3.0,0.6,0.5,1.0,10.56,2822.18,0.09,156.79,0.6,0.0,16.0,13.0,17.0,6.67,14.0,N
1.0,5.0,1.0,0.0,1.0,0.3,0.0,2.0,0.67,0.0,1.0,14.0,1984.88,0.07,110.27,0.33,0.0,6.0,12.0,13.0,9.09,10.0,N
1.0,5.0,1.0,0.0,1.0,0.23,0.0,3.0,1.0,0.0,1.0,10.45,1973.69,0.1,109.65,0.33,0.0,10.0,11.0,16.0,7.14,13.0,N
1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,18.67,2670.48,0.05,148.36,0.5,0.0,3.0,14.0,5.0,0.0,2.0,N
2.0,7.0,2.0,0.0,0.0,0.44,0.0,2.0,0.5,0.0,1.0,14.3,3234.35,0.07,179.69,0.25,0.0,10.0,13.0,13.0,0.0,9.0,N
0.0,3.0,1.0,0.0,0.0,0.33,0.0,2.0,1.0,0.0,1.0,8.67,890.92,0.12,49.5,0.5,0.0,6.0,8.0,7.0,0.0,6.0,N
1.0,11.0,2.0,0.0,0.0,0.33,0.0,2.0,0.33,1.0,4.0,20.64,8283.77,0.05,460.21,1.0,0.0,14.0,17.0,20.0,0.0,18.0,N
2.0,15.0,6.0,0.0,1.0,0.31,0.0,8.0,1.0,0.0,2.0,23.5,14132.38,0.04,785.13,0.13,0.0,20.0,20.0,45.0,3.7,26.0,N
4.0,5.0,1.0,0.0,0.0,0.5,0.0,2.0,0.67,0.0,0.0,9.75,1104.67,0.1,61.37,0.33,0.0,6.0,9.0,12.0,0.0,6.0,N
0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.5,27.14,0.67,1.51,1.0,0.0,3.0,3.0,4.0,0.0,2.0,N
1.0,5.0,2.0,0.0,1.0,0.25,0.0,3.0,1.0,1.0,2.0,10.4,2022.94,0.1,112.39,1.0,0.0,10.0,13.0,15.0,7.69,12.0,N
3.0,15.0,8.0,0.0,0.0,0.4,0.0,6.0,0.75,0.57,0.0,16.55,12089.65,0.06,671.65,0.63,0.0,29.0,16.0,55.0,0.0,20.0,N
13.0,71.0,16.0,4.0,1.0,0.41,0.0,24.0,0.67,0.4,0.0,36.03,102421.71,0.03,5690.1,0.42,0.0,58.0,21.0,124.0,5.68,87.0,N
5.0,23.0,9.0,1.0,4.0,0.25,0.0,9.0,0.75,0.82,2.0,25.38,33598.94,0.04,1866.61,0.83,0.0,39.0,20.0,58.0,9.62,48.0,N
1.0,5.0,5.0,0.0,1.0,0.27,0.0,3.0,1.0,1.0,0.0,5.32,781.48,0.19,43.42,1.0,0.0,11.0,9.0,15.0,8.33,11.0,N
1.0,1.0,2.0,0.0,0.0,0.17,0.0,1.0,1.0,0.0,0.0,7.22,1012.42,0.14,56.25,1.0,0.0,9.0,10.0,9.0,0.0,6.0,N
1.0,13.0,5.0,0.0,0.0,0.37,0.0,4.0,0.57,1.0,1.0,18.0,8439.31,0.06,468.85,1.0,0.0,19.0,18.0,21.0,0.0,19.0,N
0.0,1.0,3.0,0.0,0.0,0.17,0.0,1.0,1.0,0.0,2.0,2.86,184.37,0.35,10.24,1.0,0.0,7.0,5.0,7.0,0.0,6.0,N
6.0,35.0,8.0,0.0,4.0,0.31,0.0,11.0,0.61,0.65,2.0,39.47,64869.18,0.03,3603.84,0.67,0.0,34.0,22.0,113.0,6.35,59.0,N
1.0,19.0,7.0,1.0,0.0,0.48,0.0,5.0,0.5,0.67,2.0,17.63,9853.99,0.06,547.44,0.7,0.0,20.0,15.0,23.0,4.76,21.0,N
1.0,3.0,3.0,0.0,0.0,0.4,0.0,2.0,1.0,0.0,0.0,4.0,336.0,0.25,18.67,0.5,0.0,8.0,8.0,8.0,0.0,5.0,N
4.0,3.0,5.0,0.0,0.0,0.2,0.0,2.0,1.0,0.0,1.0,4.0,550.43,0.25,30.58,0.5,0.0,12.0,6.0,15.0,0.0,10.0,N
2.0,21.0,3.0,0.0,0.0,0.55,0.0,3.0,0.27,0.2,0.0,30.33,19439.18,0.03,1079.95,0.27,0.0,12.0,13.0,24.0,0.0,20.0,N
0.0,5.0,2.0,0.0,0.0,0.33,0.0,3.0,1.0,0.0,0.0,10.67,1746.31,0.09,97.02,0.33,0.0,6.0,8.0,11.0,0.0,9.0,N
3.0,51.0,9.0,0.0,2.0,0.33,0.0,16.0,0.62,0.84,2.0,44.94,120228.24,0.02,6679.35,0.85,0.0,47.0,22.0,86.0,2.44,80.0,N
2.0,7.0,0.0,0.0,0.0,0.29,0.0,1.0,0.25,0.0,3.0,19.0,8577.24,0.05,476.51,0.25,0.0,15.0,15.0,17.0,0.0,14.0,N
1.0,3.0,1.0,0.0,0.0,0.4,0.0,2.0,1.0,0.0,3.0,5.6,361.36,0.18,20.08,0.5,0.0,5.0,7.0,7.0,0.0,5.0,N
0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.5,17.41,0.67,0.97,1.0,0.0,2.0,3.0,4.0,0.0,2.0,N
1.0,3.0,4.0,0.0,0.0,0.2,0.0,2.0,1.0,0.0,2.0,9.0,1685.67,0.11,93.65,0.5,0.0,11.0,11.0,12.0,0.0,10.0,N
3.0,13.0,9.0,0.0,2.0,0.32,0.0,7.0,1.0,0.5,1.0,15.79,8682.88,0.06,482.38,0.57,0.0,19.0,12.0,28.0,8.33,22.0,N
1.0,5.0,1.0,0.0,0.0,0.43,0.0,2.0,0.67,1.0,1.0,4.8,298.89,0.21,16.61,1.0,0.0,5.0,6.0,9.0,0.0,7.0,N
4.0,41.0,23.0,4.0,3.0,0.28,0.0,20.0,0.95,0.5,1.0,42.25,116749.16,0.02,6486.06,0.52,0.0,60.0,26.0,83.0,8.97,75.0,N
1.0,7.0,1.0,0.0,0.0,0.5,0.0,2.0,0.5,0.67,1.0,15.56,3166.49,0.06,175.92,0.75,0.0,9.0,14.0,11.0,0.0,8.0,N
1.0,7.0,2.0,0.0,0.0,0.4,0.0,3.0,0.75,1.0,1.0,15.89,3684.48,0.06,204.69,1.0,0.0,9.0,13.0,13.0,0.0,10.0,N
1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.5,17.41,0.67,0.97,1.0,0.0,2.0,3.0,5.0,0.0,2.0,N
1.0,5.0,1.0,0.0,0.0,0.43,0.0,2.0,0.67,1.0,1.0,7.14,729.9,0.14,40.55,1.0,0.0,7.0,10.0,9.0,0.0,7.0,N
1.0,5.0,2.0,0.0,0.0,0.3,0.0,2.0,0.67,1.0,2.0,10.11,1487.96,0.1,82.66,1.0,0.0,9.0,13.0,12.0,0.0,10.0,N
38.0,19.0,1.0,7.0,9.0,0.12,2.0,2.0,0.12,0.0,1.0,87.5,335371.38,0.01,18631.74,0.06,1.0,50.0,35.0,190.0,10.67,141.0,N
6.0,7.0,1.0,2.0,0.0,0.27,2.5,2.0,0.5,0.0,0.0,13.65,2963.84,0.07,164.66,0.25,3.0,10.0,13.0,23.0,13.33,15.0,N
10.0,3.0,0.0,1.0,0.0,0.22,2.0,1.0,0.5,0.0,1.0,7.58,729.6,0.13,40.53,0.5,1.0,6.0,7.0,21.0,11.11,9.0,N
12.0,3.0,4.0,1.0,5.0,0.06,2.0,1.0,0.5,0.0,0.0,14.2,12472.53,0.07,692.92,0.5,1.0,27.0,13.0,51.0,16.21,32.0,N
14.0,5.0,0.0,4.0,3.0,0.06,2.0,1.0,0.33,0.0,0.0,13.45,17344.68,0.07,963.59,0.33,2.0,43.0,13.0,66.0,14.0,47.0,N
6.0,1.0,3.0,0.0,0.0,0.09,0.0,1.0,1.0,0.0,0.0,8.18,1838.78,0.12,102.15,1.0,0.0,11.0,9.0,19.0,0.0,11.0,N
16.0,11.0,0.0,3.0,23.0,0.2,2.0,1.0,0.17,0.0,0.0,32.11,23756.49,0.03,1319.81,0.17,5.0,19.0,20.0,71.0,49.06,30.0,N
17.0,14.0,9.0,2.0,19.0,0.16,2.25,4.0,0.5,0.29,0.0,18.56,13994.09,0.05,777.45,0.38,5.0,32.0,22.0,87.0,30.88,49.0,N
16.0,11.0,3.0,2.0,0.0,0.17,0.0,5.0,0.5,0.0,1.0,23.1,22537.68,0.04,1252.09,0.1,0.0,30.0,21.0,78.0,3.33,60.0,N
11.0,9.0,3.0,4.0,16.0,0.21,2.0,2.0,0.4,0.5,1.0,13.43,4520.52,0.07,251.14,0.6,4.0,15.0,13.0,53.0,50.0,24.0,N
6.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,2.0,39.3,0.5,2.18,1.0,0.0,3.0,4.0,10.0,50.0,2.0,N
20.0,15.0,7.0,4.0,6.0,0.2,3.0,7.0,0.78,0.5,0.0,18.55,14836.51,0.05,824.25,0.56,4.0,30.0,21.0,72.0,20.0,44.0,N
4.0,3.0,0.0,1.0,0.0,0.33,2.0,1.0,0.5,0.0,1.0,5.6,341.29,0.18,18.96,0.5,1.0,5.0,7.0,12.0,16.67,6.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,N
13.0,1.0,5.0,1.0,13.0,0.08,0.0,1.0,1.0,0.0,0.0,14.76,7021.85,0.07,390.1,1.0,0.0,19.0,17.0,41.0,53.85,13.0,N
2.0,7.0,0.0,0.0,0.0,0.5,0.0,1.0,0.25,1.0,2.0,12.0,1079.34,0.08,59.96,1.0,0.0,3.0,8.0,12.0,0.0,8.0,N
1.0,6.0,3.0,0.0,1.0,0.11,0.0,4.0,1.0,0.0,3.0,23.21,14452.4,0.04,802.91,0.25,0.0,19.0,21.0,38.0,2.78,35.0,N
1.0,5.0,2.0,0.0,0.0,0.6,0.0,3.0,1.0,0.0,0.0,4.0,272.46,0.25,15.14,0.33,0.0,6.0,6.0,8.0,0.0,5.0,N
16.0,11.0,11.0,2.0,0.0,0.25,2.0,3.0,0.5,0.8,0.0,11.85,7268.38,0.08,403.8,0.83,3.0,31.0,15.0,42.0,8.33,24.0,N
1.0,3.0,2.0,1.0,0.0,0.29,0.0,2.0,1.0,0.0,0.0,6.87,774.04,0.15,43.0,0.5,0.0,8.0,10.0,10.0,14.29,7.0,N
0.0,5.0,1.0,1.0,1.0,0.38,0.0,2.0,0.67,0.0,0.0,9.0,1260.0,0.11,70.0,0.33,0.0,7.0,9.0,11.0,22.22,8.0,N
0.0,3.0,1.0,0.0,0.0,0.4,0.0,2.0,1.0,0.0,3.0,4.67,337.59,0.21,18.75,0.5,0.0,6.0,8.0,6.0,0.0,5.0,N
2.0,9.0,3.0,0.0,0.0,0.24,0.0,5.0,1.0,0.0,0.0,14.93,5295.85,0.07,294.21,0.2,0.0,15.0,14.0,25.0,0.0,21.0,N
1.0,3.0,1.0,0.0,0.0,0.22,0.0,2.0,1.0,0.0,3.0,6.0,648.0,0.17,36.0,0.5,0.0,8.0,8.0,11.0,0.0,9.0,N
2.0,3.0,1.0,0.0,0.0,0.22,0.0,2.0,1.0,0.0,3.0,6.75,744.94,0.15,41.39,0.5,0.0,8.0,9.0,12.0,0.0,9.0,N
1.0,5.0,2.0,0.0,0.0,0.5,0.0,2.0,0.67,0.0,1.0,4.2,305.12,0.24,16.95,0.33,0.0,5.0,6.0,8.0,0.0,6.0,N
0.0,5.0,0.0,0.0,0.0,0.5,0.0,1.0,0.33,0.0,1.0,4.9,368.89,0.2,20.49,0.33,0.0,5.0,7.0,7.0,0.0,6.0,N
0.0,5.0,0.0,0.0,0.0,0.6,0.0,1.0,0.33,1.0,1.0,4.8,301.96,0.21,16.78,1.0,0.0,5.0,8.0,6.0,0.0,5.0,N
0.0,5.0,0.0,0.0,0.0,0.6,0.0,1.0,0.33,1.0,1.0,4.8,301.96,0.21,16.78,1.0,0.0,5.0,8.0,6.0,0.0,5.0,N
0.0,5.0,0.0,0.0,0.0,0.6,0.0,1.0,0.33,1.0,1.0,4.8,301.96,0.21,16.78,1.0,0.0,5.0,8.0,6.0,0.0,5.0,N
0.0,3.0,0.0,0.0,0.0,0.15,0.0,1.0,0.5,0.0,1.0,5.5,570.49,0.18,31.69,0.5,0.0,9.0,11.0,14.0,0.0,13.0,N
0.0,5.0,0.0,0.0,0.0,0.6,0.0,1.0,0.33,1.0,1.0,4.8,301.96,0.21,16.78,1.0,0.0,5.0,8.0,6.0,0.0,5.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,N
2.0,3.0,0.0,0.0,0.0,0.33,2.0,1.0,0.5,0.0,0.0,2.0,56.15,0.5,3.12,0.5,1.0,3.0,4.0,10.0,0.0,6.0,N
2.0,17.0,2.0,0.0,0.0,0.47,0.0,4.0,0.44,0.63,0.0,26.25,20382.96,0.04,1132.39,0.67,0.0,24.0,18.0,22.0,0.0,19.0,N
0.0,1.0,1.0,0.0,1.0,0.2,0.0,1.0,1.0,0.0,0.0,5.0,190.2,0.2,10.57,1.0,0.0,3.0,6.0,7.0,16.67,5.0,N
0.0,3.0,0.0,0.0,1.0,0.33,0.0,1.0,0.5,0.0,0.0,13.5,919.54,0.07,51.09,0.5,0.0,3.0,9.0,8.0,14.29,6.0,N
1.0,9.0,3.0,0.0,0.0,0.28,0.0,5.0,1.0,0.0,0.0,17.05,9208.55,0.06,511.59,0.2,0.0,19.0,12.0,21.0,0.0,18.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,N
8.0,143.0,14.0,3.0,0.0,0.51,0.0,60.0,0.82,0.19,0.0,72.74,551711.63,0.01,30650.65,0.21,0.0,115.0,33.0,151.0,2.11,142.0,N
1.0,13.0,3.0,0.0,0.0,0.35,0.0,6.0,0.86,0.0,0.0,21.85,15707.85,0.05,872.66,0.14,0.0,23.0,15.0,23.0,0.0,20.0,N
1.0,7.0,0.0,0.0,0.0,0.36,0.0,1.0,0.25,0.0,0.0,12.28,2628.09,0.08,146.01,0.25,0.0,9.0,13.0,14.0,0.0,11.0,N
1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.5,12.0,0.67,0.67,0.5,0.0,1.0,3.0,5.0,0.0,2.0,N
3.0,9.0,0.0,0.0,1.0,0.27,0.0,1.0,0.17,0.0,3.0,29.19,14337.59,0.03,796.53,0.17,0.0,13.0,23.0,27.0,4.35,22.0,N
1.0,3.0,0.0,0.0,0.0,0.4,0.0,1.0,0.5,0.0,1.0,9.0,548.5,0.11,30.47,0.5,0.0,3.0,9.0,8.0,0.0,5.0,N
1.0,5.0,3.0,0.0,0.0,0.3,0.0,2.0,0.67,1.0,1.0,11.0,2698.79,0.09,149.93,1.0,0.0,15.0,15.0,12.0,0.0,10.0,N
1.0,7.0,3.0,0.0,0.0,0.4,0.0,3.0,0.75,0.67,3.0,11.0,2275.01,0.09,126.39,0.75,0.0,13.0,13.0,12.0,0.0,10.0,N
1.0,7.0,3.0,0.0,0.0,0.36,0.0,2.0,0.5,0.67,1.0,12.71,3909.7,0.08,217.21,0.75,0.0,17.0,16.0,13.0,0.0,11.0,N
42.0,27.0,11.0,0.0,9.0,0.31,0.0,4.0,0.29,0.62,1.0,20.98,29713.51,0.05,1650.75,0.64,0.0,57.0,23.0,211.0,16.67,45.0,N
2.0,33.0,6.0,2.0,0.0,0.47,0.0,7.0,0.41,0.81,1.0,44.18,44903.55,0.02,2494.64,0.82,0.0,22.0,24.0,39.0,5.56,36.0,N
3.0,37.0,7.0,4.0,0.0,0.38,0.0,12.0,0.63,0.56,2.0,41.66,65784.09,0.02,3654.67,0.58,0.0,31.0,21.0,54.0,8.0,50.0,N
4.0,25.0,24.0,5.0,10.0,0.28,0.0,13.0,1.0,0.83,0.0,13.05,15561.2,0.08,864.51,0.85,0.0,50.0,15.0,63.0,26.32,47.0,N
2.0,13.0,3.0,0.0,1.0,0.39,0.0,4.0,0.57,1.0,5.0,18.67,11013.33,0.05,611.85,1.0,0.0,18.0,14.0,22.0,5.26,18.0,N
0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,2.0,39.3,0.5,2.18,1.0,0.0,3.0,4.0,4.0,0.0,2.0,N
12.0,3.0,4.0,0.0,54.0,0.17,0.0,1.0,0.5,0.0,0.0,8.94,2379.82,0.11,132.21,0.5,0.0,16.0,11.0,139.0,81.82,12.0,N
1.0,1.0,0.0,0.0,0.0,0.17,0.0,1.0,1.0,0.0,1.0,7.33,446.73,0.14,24.82,1.0,0.0,3.0,11.0,8.0,0.0,6.0,N
1.0,15.0,0.0,0.0,0.0,0.42,0.0,1.0,0.13,0.71,1.0,74.0,41237.44,0.01,2290.97,0.75,0.0,5.0,20.0,21.0,0.0,19.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,N
1.0,9.0,1.0,3.0,1.0,0.31,2.0,2.0,0.4,0.0,0.0,31.42,9341.9,0.03,518.99,0.2,4.0,6.0,13.0,20.0,23.53,16.0,N
42.0,22.0,3.0,7.0,14.0,0.18,2.5,8.0,0.53,0.43,1.0,66.18,109551.27,0.02,6086.18,0.47,6.0,17.0,25.0,143.0,21.21,85.0,N
15.0,3.0,1.0,5.0,20.0,0.1,2.0,1.0,0.5,0.0,0.0,21.09,12331.3,0.05,685.07,0.5,1.0,16.0,15.0,57.0,62.5,20.0,N
17.0,5.0,4.0,6.0,13.0,0.08,2.0,3.0,1.0,0.0,1.0,31.72,41502.39,0.03,2305.69,0.33,2.0,29.0,20.0,72.0,35.85,40.0,N
28.0,7.0,3.0,4.0,14.0,0.21,2.5,2.0,0.5,0.67,0.0,13.5,5608.87,0.07,311.6,0.75,3.0,20.0,15.0,78.0,54.55,19.0,N
