@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute Defective {Y,N}

@data
2.0,0.0,0.0,0.0,2.0,0.13,8.0,1.0,22.0,0.0,25.5,0.04,385.44,1.0,23.0,0.32,10.0,15.0,25.0,0.0,N
1.0,0.0,0.0,0.0,2.33,0.2,3.0,0.5,10.0,0.0,19.25,0.05,164.09,0.6,14.0,0.42,4.0,11.0,12.0,0.0,N
1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0,0.0,10.83,0.09,128.0,0.5,6.0,0.18,6.0,10.0,11.0,0.0,N
2.0,0.0,0.0,0.0,2.0,0.25,4.0,1.0,6.0,0.0,13.33,0.08,96.21,1.0,11.0,0.44,3.0,10.0,9.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.2,5.0,1.0,11.0,0.0,18.7,0.05,164.0,1.0,15.0,0.38,5.0,11.0,13.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.33,1.0,0.0,7.0,0.0,18.33,0.05,110.41,0.33,9.0,0.33,3.0,11.0,9.0,0.0,N
1.0,1.0,0.0,0.0,2.0,0.5,4.0,1.0,6.0,0.0,10.0,0.1,102.8,1.0,12.0,0.5,4.0,10.0,8.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.25,1.0,0.0,10.0,0.0,24.38,0.04,167.59,0.25,13.0,0.33,4.0,13.0,12.0,0.0,N
1.0,1.0,0.0,0.0,2.25,0.33,5.0,0.8,9.0,0.0,18.2,0.05,187.65,0.83,17.0,0.55,5.0,13.0,11.0,0.0,N
1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,7.5,0.13,84.0,0.5,8.0,0.29,6.0,10.0,7.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.33,1.0,0.0,7.0,0.0,13.33,0.08,85.11,0.33,9.0,0.33,3.0,10.0,9.0,0.0,N
2.0,1.0,0.0,0.0,2.25,0.5,3.0,0.4,9.0,0.0,23.21,0.04,246.35,0.5,19.0,0.5,7.0,13.0,12.0,0.0,N
1.0,0.0,0.0,0.0,2.67,0.17,5.0,0.8,11.0,0.0,22.4,0.04,199.65,0.83,15.0,0.46,5.0,14.0,13.0,0.0,N
1.0,0.0,0.0,0.0,3.0,0.2,5.0,1.0,10.0,0.0,21.0,0.05,182.66,1.0,11.0,0.42,5.0,14.0,12.0,0.0,N
2.0,1.0,0.0,0.0,2.2,0.71,6.0,0.83,11.0,0.0,29.75,0.03,212.67,0.86,20.0,0.5,4.0,14.0,14.0,0.0,N
1.0,1.0,0.0,0.0,2.0,0.67,3.0,1.0,7.0,0.0,8.8,0.11,96.0,1.0,9.0,0.33,5.0,11.0,9.0,0.0,N
2.0,1.0,0.0,0.0,2.14,0.22,9.0,1.0,16.0,0.0,32.58,0.03,330.22,1.0,24.0,0.47,6.0,17.0,19.0,0.0,N
2.0,1.0,0.0,0.0,2.0,0.5,4.0,1.0,7.0,0.0,19.6,0.05,152.93,1.0,12.0,0.4,5.0,14.0,10.0,0.0,N
1.0,2.0,0.0,0.0,2.25,0.33,6.0,1.0,12.0,0.0,21.85,0.05,276.9,1.0,17.0,0.43,10.0,19.0,14.0,0.0,N
1.0,2.0,0.0,0.0,2.25,0.33,6.0,1.0,12.0,0.0,25.0,0.04,299.32,1.0,18.0,0.43,10.0,20.0,14.0,0.0,N
2.0,1.0,0.0,0.0,2.0,0.33,1.0,0.0,10.0,0.0,21.0,0.05,215.22,0.33,10.0,0.23,7.0,14.0,13.0,0.0,N
1.0,2.0,0.0,0.0,2.0,0.67,3.0,1.0,8.0,0.0,14.08,0.07,135.93,1.0,10.0,0.3,6.0,13.0,10.0,0.0,N
1.0,1.0,0.0,0.0,2.0,0.67,3.0,1.0,7.0,0.0,8.75,0.11,83.76,1.0,9.0,0.33,4.0,10.0,9.0,0.0,N
1.0,1.0,0.0,0.0,2.0,0.2,1.0,0.0,18.0,0.0,28.0,0.04,321.08,0.2,19.0,0.25,8.0,14.0,20.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.2,5.0,1.0,11.0,0.0,20.4,0.05,171.67,1.0,15.0,0.38,5.0,12.0,13.0,0.0,N
2.0,0.0,0.0,0.0,2.14,0.11,9.0,1.0,16.0,0.0,31.5,0.03,298.21,1.0,24.0,0.47,5.0,15.0,19.0,0.0,N
2.0,2.0,0.0,0.0,2.0,0.25,1.0,0.0,12.0,0.0,15.0,0.07,216.1,0.25,13.0,0.27,8.0,12.0,15.0,0.0,N
0.0,1.0,0.0,0.0,2.0,0.67,1.0,0.0,5.0,0.0,15.0,0.07,68.11,0.33,10.0,0.5,2.0,10.0,6.0,0.0,N
0.0,1.0,0.0,0.0,2.0,0.67,1.0,0.0,5.0,0.0,15.0,0.07,68.11,0.33,10.0,0.5,2.0,10.0,6.0,0.0,N
1.0,1.0,0.0,0.0,2.0,0.67,3.0,1.0,8.0,0.0,14.86,0.07,159.91,1.0,9.0,0.3,7.0,13.0,10.0,0.0,N
1.0,4.0,0.0,0.0,2.0,0.43,4.0,0.5,20.0,0.0,20.52,0.05,689.14,0.57,27.0,0.32,25.0,18.0,22.0,0.0,N
7.0,7.0,4.0,0.0,2.0,0.63,18.0,0.4,136.0,0.0,39.94,0.03,6824.42,0.42,191.0,0.29,144.0,27.0,148.0,2.86,N
1.0,2.0,0.0,0.0,2.0,0.5,1.0,0.0,17.0,0.0,21.67,0.05,316.62,0.17,18.0,0.32,9.0,13.0,19.0,0.0,N
3.0,3.0,0.0,0.0,2.0,0.8,1.0,0.0,24.0,0.0,18.2,0.05,574.88,0.2,18.0,0.18,20.0,14.0,28.0,0.0,N
2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,13.0,0.0,10.91,0.09,219.62,0.33,11.0,0.21,11.0,10.0,14.0,7.14,N
4.0,4.0,0.0,5.0,2.0,0.53,1.0,0.0,36.0,0.0,27.02,0.04,1094.78,0.07,48.0,0.33,32.0,19.0,46.0,12.2,N
1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,6.0,0.17,133.98,0.33,10.0,0.3,10.0,10.0,10.0,0.0,N
3.0,8.0,0.0,1.0,2.1,0.5,6.0,0.45,45.0,0.0,26.92,0.04,1329.05,0.5,47.0,0.24,39.0,21.0,50.0,2.17,N
2.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.56,0.09,291.48,0.25,14.0,0.25,16.0,13.0,16.0,7.69,N
1.0,0.0,0.0,0.0,2.0,0.33,3.0,1.0,12.0,0.0,18.0,0.06,188.87,1.0,8.0,0.21,7.0,14.0,14.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.33,3.0,1.0,10.0,0.0,13.0,0.08,133.44,1.0,8.0,0.25,6.0,12.0,12.0,0.0,N
0.0,3.0,0.0,0.0,2.0,0.57,1.0,0.0,12.0,0.0,10.86,0.09,423.73,0.14,24.0,0.54,21.0,12.0,13.0,0.0,N
2.0,5.0,1.0,0.0,2.0,1.0,5.0,1.0,23.0,0.0,24.08,0.04,595.0,1.0,22.0,0.19,18.0,17.0,27.0,4.17,N
2.0,1.0,2.0,4.0,2.0,0.27,6.0,0.5,28.0,0.0,32.0,0.03,803.82,0.55,38.0,0.3,18.0,16.0,37.0,17.65,N
1.0,1.0,1.0,0.0,2.0,0.5,3.0,0.67,17.0,0.0,16.32,0.06,310.23,0.75,13.0,0.2,12.0,14.0,20.0,5.56,N
9.0,2.0,0.0,8.0,2.0,1.0,1.0,0.0,14.0,0.0,7.78,0.13,293.25,0.5,8.0,0.06,18.0,10.0,32.0,36.36,N
7.0,5.0,0.0,0.0,2.0,0.83,1.0,0.0,28.0,1.0,13.73,0.07,477.69,0.17,15.0,0.17,26.0,21.0,36.0,0.0,Y
2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,0.0,3.0,0.33,57.36,0.5,7.0,0.2,6.0,6.0,10.0,0.0,N
11.0,7.0,1.0,0.0,2.5,0.71,5.0,0.67,29.0,0.0,13.68,0.07,688.77,0.71,22.0,0.17,31.0,16.0,42.0,3.33,N
5.0,0.0,2.0,0.0,2.0,0.33,1.0,0.0,17.0,2.0,16.0,0.06,316.36,0.33,9.0,0.12,12.0,12.0,25.0,10.53,N
5.0,0.0,2.0,0.0,2.0,0.33,1.0,0.0,17.0,2.0,16.0,0.06,316.36,0.33,9.0,0.12,12.0,12.0,25.0,10.53,N
1.0,1.0,0.0,0.0,2.0,0.67,3.0,1.0,10.0,0.0,18.0,0.06,240.37,1.0,10.0,0.25,10.0,18.0,12.0,0.0,N
7.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,5.0,0.0,7.33,0.14,81.75,0.5,5.0,0.15,6.0,11.0,13.0,0.0,N
1.0,8.0,4.0,1.0,2.0,0.46,14.0,0.48,99.0,0.0,111.54,0.01,4702.85,0.5,70.0,0.26,65.0,50.0,106.0,4.81,N
5.0,4.0,6.0,0.0,2.36,0.25,6.0,0.33,33.0,0.0,26.4,0.04,1240.15,0.38,44.0,0.36,45.0,27.0,45.0,15.38,N
5.0,7.0,0.0,0.0,2.25,0.56,7.0,0.4,38.0,0.0,28.33,0.04,1397.48,0.44,45.0,0.36,45.0,25.0,44.0,0.0,N
1.0,2.0,0.0,0.0,2.4,0.63,5.0,0.57,18.0,0.0,22.92,0.04,613.12,0.63,23.0,0.4,24.0,22.0,20.0,0.0,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,10.0,0.0,6.5,0.15,120.93,0.5,7.0,0.18,9.0,9.0,11.0,0.0,N
7.0,4.0,0.0,7.0,2.25,0.83,4.0,0.6,35.0,0.0,29.85,0.03,1881.83,0.67,25.0,0.12,51.0,21.0,50.0,16.67,N
1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0,0.0,12.31,0.08,238.04,0.5,6.0,0.18,13.0,16.0,11.0,0.0,N
0.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,4.0,0.0,6.75,0.15,85.11,1.0,9.0,0.6,4.0,9.0,5.0,0.0,N
0.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,8.0,0.13,109.39,1.0,9.0,0.43,5.0,10.0,7.0,0.0,N
1.0,2.0,0.0,0.0,2.0,0.75,3.0,0.67,8.0,0.0,10.0,0.1,144.0,0.75,12.0,0.4,6.0,10.0,10.0,0.0,N
1.0,1.0,0.0,0.0,2.0,0.5,1.0,0.0,5.0,0.0,6.0,0.17,64.53,0.5,6.0,0.29,4.0,8.0,7.0,0.0,N
1.0,1.0,0.0,0.0,2.0,0.5,1.0,0.0,5.0,0.0,5.25,0.19,62.27,0.5,6.0,0.29,4.0,7.0,7.0,0.0,N
5.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,14.0,0.0,9.21,0.11,232.19,0.5,9.0,0.1,12.0,13.0,20.0,0.0,N
1.0,1.0,0.0,0.0,3.0,0.33,3.0,1.0,15.0,0.0,25.5,0.04,783.47,1.0,8.0,0.18,17.0,17.0,17.0,0.0,N
1.0,0.0,0.0,0.0,4.0,0.25,4.0,1.0,9.0,0.0,12.28,0.08,218.51,1.0,8.0,0.36,9.0,13.0,11.0,0.0,N
0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,5.0,0.0,4.2,0.24,68.11,0.5,5.0,0.33,5.0,7.0,6.0,0.0,N
0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,13.0,0.0,9.33,0.11,133.26,0.33,13.0,0.21,6.0,8.0,14.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.25,1.0,0.0,26.0,0.0,21.56,0.05,1015.99,0.25,12.0,0.14,26.0,19.0,28.0,0.0,N
1.0,1.0,0.0,0.0,2.0,0.4,1.0,0.0,18.0,0.0,23.18,0.04,361.93,0.2,19.0,0.25,11.0,15.0,20.0,0.0,N
1.0,1.0,0.0,0.0,2.25,0.33,5.0,0.8,23.0,0.0,25.38,0.04,461.51,0.83,21.0,0.24,13.0,15.0,25.0,0.0,N
4.0,3.0,10.0,1.0,2.0,0.31,1.0,0.0,64.0,0.0,82.8,0.01,3048.99,0.06,35.0,0.2,41.0,35.0,80.0,14.67,N
1.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,9.0,0.0,13.2,0.08,138.97,0.5,5.0,0.18,5.0,12.0,11.0,0.0,N
1.0,5.0,1.0,0.0,2.0,1.0,1.0,0.0,21.0,0.0,8.64,0.12,360.0,0.33,14.0,0.13,21.0,11.0,24.0,4.55,N
4.0,0.0,0.0,6.0,2.0,0.33,1.0,0.0,13.0,0.0,15.82,0.06,262.37,0.33,18.0,0.13,11.0,12.0,24.0,31.58,N
5.0,8.0,0.0,0.0,2.1,0.31,19.0,0.53,65.0,0.0,49.5,0.02,3502.22,0.54,108.0,0.44,68.0,33.0,80.0,0.0,N
62.0,14.0,42.0,24.0,2.0,0.47,1.0,0.0,102.0,0.0,87.53,0.01,7270.02,0.03,149.0,0.15,82.0,29.0,239.0,39.29,N
1.0,0.0,3.0,3.0,2.0,0.5,1.0,0.0,7.0,1.0,36.4,0.03,527.27,0.5,6.0,0.13,10.0,14.0,15.0,46.15,N
56.0,13.0,42.0,24.0,2.0,0.47,1.0,0.0,99.0,0.0,89.75,0.01,7133.16,0.03,147.0,0.16,79.0,29.0,230.0,40.0,N
6.0,2.0,2.0,7.0,2.0,0.5,1.0,0.0,26.0,0.0,19.13,0.05,519.19,0.25,15.0,0.1,16.0,12.0,42.0,25.71,N
4.0,8.0,2.0,2.0,2.0,0.42,1.0,0.0,43.0,0.0,28.6,0.03,1359.09,0.08,38.0,0.23,45.0,26.0,52.0,8.51,N
4.0,4.0,0.0,3.0,2.25,0.67,4.0,0.6,24.0,2.0,19.5,0.05,569.35,0.67,18.0,0.19,20.0,15.0,32.0,11.11,N
2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,7.0,0.0,5.63,0.18,100.08,0.5,5.0,0.18,8.0,10.0,11.0,12.5,N
