@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
13.0,1.0,42.0,2.0,3.0,0.6,1.0,0.0,106.51,20.0,0.71,0.05,2366.93,0.2,8.0,0.05,177.0,74.0,20.0,107.0,46.24,51.0,Y
12.0,0.0,27.0,2.0,1.0,0.33,1.0,0.0,87.22,17.4,0.51,0.06,1467.05,0.33,4.0,0.04,136.0,50.0,15.0,71.0,46.55,31.0,N
11.0,0.0,27.0,2.0,1.0,0.33,1.0,0.0,87.22,17.4,0.51,0.06,1467.05,0.33,4.0,0.04,136.0,50.0,15.0,70.0,46.55,31.0,N
6.0,0.0,13.0,3.0,1.0,0.33,1.0,0.0,20.6,11.31,0.08,0.09,146.37,0.33,3.0,0.09,28.0,13.0,14.0,33.0,50.0,13.0,N
8.0,0.0,19.0,3.0,1.0,0.33,1.0,0.0,28.04,10.32,0.1,0.1,166.04,0.33,3.0,0.07,32.0,17.0,13.0,43.0,55.88,15.0,N
7.0,1.0,3.0,2.0,1.0,0.25,3.0,0.67,19.14,14.0,0.09,0.07,208.39,0.75,6.0,0.13,33.0,12.0,14.0,31.0,17.39,20.0,N
8.0,3.0,5.0,2.0,3.0,0.75,1.0,0.0,20.71,28.0,0.19,0.04,902.22,0.25,6.0,0.11,60.0,16.0,16.0,37.0,28.57,23.0,N
7.0,0.0,14.0,2.0,3.0,0.75,1.0,0.0,28.85,9.71,0.09,0.1,150.98,0.25,6.0,0.09,34.0,17.0,15.0,44.0,38.89,22.0,N
2.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,13.12,10.83,0.05,0.09,85.54,0.33,4.0,0.23,18.0,9.0,15.0,13.0,0.0,10.0,N
5.0,0.0,14.0,2.0,2.0,1.0,1.0,0.0,24.39,5.4,0.04,0.19,39.51,0.5,2.0,0.06,19.0,10.0,9.0,31.0,56.0,11.0,N
4.0,0.0,14.0,2.0,2.0,1.0,1.0,0.0,20.51,4.57,0.03,0.22,23.81,0.5,2.0,0.07,16.0,7.0,8.0,29.0,58.33,10.0,N
57.0,2.0,10.0,2.0,6.0,0.43,1.0,0.0,38.44,40.11,0.51,0.02,3435.32,0.07,16.0,0.09,150.0,37.0,28.0,152.0,12.77,84.0,N
14.0,0.0,50.0,2.0,4.0,0.67,1.0,0.0,182.36,5.4,0.33,0.19,295.08,0.17,10.0,0.04,91.0,63.0,10.0,142.0,46.3,58.0,N
8.0,0.0,17.0,2.0,2.0,1.0,1.0,0.0,24.49,6.0,0.05,0.17,48.98,0.5,2.0,0.05,22.0,10.0,10.0,38.0,58.62,12.0,N
18.0,4.0,9.0,2.0,10.0,1.0,1.0,0.0,86.98,11.25,0.33,0.09,611.61,0.1,12.0,0.11,96.0,46.0,15.0,88.0,18.84,60.0,N
2.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,20.64,5.56,0.04,0.18,35.4,0.5,2.0,0.13,17.0,9.0,10.0,15.0,0.0,12.0,N
4.0,0.0,4.0,2.0,1.0,0.33,3.0,1.0,18.86,7.33,0.05,0.14,56.35,1.0,4.0,0.14,20.0,9.0,11.0,21.0,25.0,12.0,N
14.0,1.0,47.0,2.2,3.0,0.43,3.0,0.33,39.49,24.85,0.33,0.04,1354.78,0.43,11.0,0.07,102.0,30.0,21.0,101.0,55.81,39.0,N
6.0,2.0,9.0,2.0,4.0,0.8,1.0,0.0,41.54,6.32,0.09,0.16,92.05,0.2,6.0,0.14,30.0,19.0,10.0,35.0,39.29,19.0,N
2.0,0.0,7.0,2.5,1.0,0.25,4.0,1.0,15.93,7.2,0.04,0.14,45.89,1.0,5.0,0.17,22.0,5.0,8.0,24.0,33.33,14.0,Y
4.0,0.0,0.0,2.0,1.0,0.11,1.0,0.0,35.36,17.72,0.21,0.06,617.01,0.11,16.0,0.31,71.0,18.0,11.0,29.0,0.0,24.0,Y
4.0,0.0,0.0,2.0,1.0,0.11,1.0,0.0,35.36,17.72,0.21,0.06,617.01,0.11,16.0,0.31,71.0,18.0,11.0,29.0,0.0,24.0,Y
6.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,20.84,11.0,0.08,0.09,140.1,0.33,4.0,0.14,28.0,12.0,12.0,21.0,0.0,14.0,N
6.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,19.1,11.92,0.08,0.08,150.65,0.33,4.0,0.14,27.0,12.0,13.0,21.0,0.0,14.0,N
4.0,0.0,0.0,4.0,1.0,0.25,1.0,0.0,25.88,10.71,0.09,0.09,165.07,0.25,4.0,0.25,34.0,14.0,12.0,16.0,0.0,11.0,Y
4.0,0.0,0.0,3.0,1.0,0.33,1.0,0.0,18.38,11.23,0.07,0.09,128.69,0.33,3.0,0.2,26.0,11.0,13.0,15.0,0.0,10.0,N
4.0,0.0,0.0,3.0,1.0,0.33,1.0,0.0,18.38,11.23,0.07,0.09,128.69,0.33,3.0,0.2,26.0,11.0,13.0,15.0,0.0,10.0,Y
4.0,0.0,0.0,4.0,1.0,0.25,1.0,0.0,22.22,11.0,0.08,0.09,149.37,0.25,4.0,0.27,30.0,13.0,13.0,15.0,0.0,10.0,Y
4.0,0.0,0.0,3.0,1.0,0.33,3.0,1.0,21.13,11.5,0.08,0.09,155.25,1.0,3.0,0.18,30.0,12.0,12.0,17.0,0.0,12.0,N
4.0,0.0,0.0,3.0,1.0,0.33,3.0,1.0,21.13,11.5,0.08,0.09,155.25,1.0,3.0,0.18,30.0,12.0,12.0,17.0,0.0,12.0,N
4.0,0.0,0.0,4.0,1.0,0.25,1.0,0.0,17.28,12.09,0.07,0.08,140.37,0.25,4.0,0.29,26.0,11.0,14.0,14.0,0.0,9.0,N
4.0,0.0,0.0,4.0,1.0,0.25,1.0,0.0,23.78,10.15,0.08,0.1,136.22,0.25,4.0,0.27,30.0,13.0,12.0,15.0,0.0,10.0,N
4.0,0.0,0.0,4.0,1.0,0.25,1.0,0.0,22.22,11.0,0.08,0.09,149.37,0.25,4.0,0.27,30.0,13.0,13.0,15.0,0.0,10.0,Y
15.0,0.0,0.0,2.0,6.0,0.86,1.0,0.0,38.61,14.97,0.19,0.07,480.86,0.14,12.0,0.17,70.0,18.0,11.0,41.0,0.0,25.0,Y
1.0,1.0,0.0,2.0,6.0,0.29,9.0,0.4,35.67,65.77,0.78,0.02,8570.73,0.43,28.0,0.4,213.0,39.0,30.0,52.0,2.0,50.0,N
0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,16.53,7.5,0.04,0.13,51.67,0.5,2.0,0.22,16.0,8.0,8.0,9.0,0.0,8.0,N
1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,13.56,5.33,0.02,0.19,21.43,0.5,2.0,0.2,11.0,6.0,8.0,10.0,0.0,8.0,N
3.0,1.0,3.0,2.0,1.0,0.33,1.0,0.0,12.86,14.78,0.06,0.07,155.98,0.33,4.0,0.17,23.0,9.0,14.0,18.0,28.57,11.0,N
4.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,20.81,7.5,0.05,0.13,65.03,0.5,2.0,0.13,20.0,11.0,11.0,16.0,18.18,10.0,N
37.0,1.0,48.0,2.0,1.0,0.04,13.0,0.46,111.77,28.44,1.06,0.04,5023.14,0.48,40.0,0.13,328.0,69.0,25.0,203.0,29.7,117.0,N
1.0,5.0,0.0,2.0,1.0,0.08,6.0,0.45,29.35,33.5,0.33,0.03,1829.83,0.5,6.0,0.25,111.0,23.0,23.0,48.0,10.87,46.0,N
1.0,0.0,0.0,2.0,1.0,0.25,4.0,1.0,14.12,9.63,0.05,0.1,72.69,1.0,6.0,0.44,18.0,8.0,11.0,9.0,0.0,7.0,N
1.0,3.0,0.0,2.0,2.0,0.04,1.0,0.0,47.04,115.43,1.81,0.01,34822.1,0.02,94.0,0.44,492.0,29.0,13.0,108.0,2.83,106.0,N
0.0,1.0,0.0,2.0,1.0,0.2,3.0,0.5,16.86,17.14,0.1,0.06,274.99,0.6,8.0,0.42,34.0,11.0,13.0,12.0,9.09,11.0,N
1.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,18.88,9.0,0.06,0.11,84.96,0.33,4.0,0.33,20.0,10.0,9.0,9.0,0.0,7.0,N
1.0,1.0,0.0,2.25,4.0,0.67,6.0,1.0,21.36,16.0,0.11,0.06,303.86,1.0,9.0,0.29,39.0,15.0,16.0,21.0,5.26,19.0,N
16.0,0.0,28.0,2.0,17.0,0.41,1.0,0.0,287.86,42.27,4.05,0.02,28572.79,0.02,80.0,0.1,808.0,197.0,22.0,394.0,7.43,349.0,N
18.0,0.0,32.0,2.52,43.0,0.36,27.0,0.22,362.37,83.27,10.06,0.01,139594.26,0.23,194.0,0.17,1888.0,269.0,25.0,678.0,4.86,627.0,N
0.0,0.0,3.0,2.0,3.0,0.75,1.0,0.0,21.01,13.5,0.09,0.07,212.73,0.25,6.0,0.2,32.0,14.0,14.0,20.0,15.79,16.0,N
2.0,0.0,0.0,2.4,2.0,0.25,7.0,0.86,10.04,45.0,0.15,0.02,1129.29,0.88,12.0,0.3,50.0,9.0,18.0,27.0,0.0,24.0,N
20.0,9.0,22.0,2.0,2.0,0.22,1.0,0.0,16.23,147.53,0.8,0.01,19628.18,0.11,8.0,0.1,238.0,17.0,24.0,90.0,44.93,47.0,N
6.0,0.0,1.0,2.0,1.0,0.5,1.0,0.0,14.23,94.77,0.45,0.01,7102.83,0.5,2.0,0.06,148.0,11.0,15.0,33.0,3.85,25.0,N
5.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,22.02,27.0,0.2,0.04,891.81,0.33,4.0,0.13,61.0,18.0,18.0,23.0,0.0,17.0,N
1.0,0.0,0.0,2.67,3.0,0.5,6.0,1.0,15.38,23.38,0.12,0.04,466.84,1.0,8.0,0.32,41.0,12.0,17.0,19.0,0.0,17.0,N
1.0,0.0,0.0,2.0,1.0,0.2,1.0,0.0,25.24,14.54,0.12,0.07,296.26,0.2,8.0,0.28,42.0,14.0,11.0,18.0,0.0,16.0,N
2.0,0.0,0.0,2.0,2.0,0.29,3.0,0.33,28.86,20.94,0.2,0.05,703.28,0.43,12.0,0.22,64.0,18.0,13.0,32.0,0.0,29.0,N
16.0,0.0,0.0,2.16,2.0,0.03,1.0,0.0,129.4,55.52,2.39,0.02,22158.53,0.02,106.0,0.27,567.0,83.0,18.0,216.0,0.0,199.0,N
1.0,0.0,0.0,2.0,1.0,0.25,1.0,0.0,13.27,21.0,0.09,0.05,325.07,0.25,6.0,0.22,32.0,10.0,15.0,18.0,0.0,16.0,N
2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,16.5,2.0,0.01,0.5,3.67,0.5,2.0,0.22,7.0,4.0,4.0,9.0,0.0,6.0,N
5.0,0.0,0.0,3.5,1.0,0.04,25.0,1.0,31.64,38.62,0.41,0.03,2621.31,1.0,28.0,0.43,148.0,17.0,13.0,58.0,0.0,52.0,N
0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,7.91,6.13,0.02,0.16,16.48,0.5,2.0,0.4,7.0,4.0,7.0,5.0,0.0,4.0,N
1.0,0.0,0.0,2.0,1.0,0.25,1.0,0.0,16.21,11.0,0.06,0.09,109.03,0.25,6.0,0.17,26.0,8.0,11.0,23.0,0.0,21.0,N
0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,6.17,7.0,0.01,0.14,16.79,0.5,2.0,0.4,7.0,3.0,7.0,5.0,0.0,4.0,N
0.0,0.0,0.0,2.6,2.0,0.22,3.0,0.25,27.36,29.33,0.27,0.03,1307.01,0.33,13.0,0.28,85.0,20.0,17.0,32.0,0.0,31.0,N
3.0,0.0,1.0,2.0,1.0,0.5,1.0,0.0,14.09,13.5,0.06,0.07,142.62,0.5,2.0,0.12,26.0,8.0,12.0,17.0,7.69,12.0,N
2.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,11.82,19.0,0.07,0.05,237.14,0.33,4.0,0.23,30.0,8.0,16.0,13.0,0.0,10.0,N
1.0,3.0,0.0,2.0,1.0,0.17,1.0,0.0,13.76,36.0,0.17,0.03,991.03,0.17,4.0,0.23,58.0,11.0,18.0,26.0,12.5,24.0,N
2.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,12.06,16.88,0.07,0.06,190.84,0.33,4.0,0.23,27.0,8.0,15.0,13.0,0.0,10.0,N
1.0,0.0,0.0,2.0,1.0,0.25,3.0,0.67,11.58,21.25,0.08,0.05,290.56,0.75,6.0,0.25,33.0,8.0,17.0,16.0,0.0,14.0,N
3.0,0.0,0.0,2.0,3.0,0.75,1.0,0.0,16.66,27.3,0.15,0.04,690.01,0.25,6.0,0.24,49.0,15.0,21.0,17.0,0.0,13.0,N
1.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,14.42,12.38,0.06,0.08,122.66,0.33,4.0,0.21,24.0,8.0,11.0,14.0,0.0,12.0,N
2.0,0.0,0.0,2.2,7.0,1.0,4.0,0.5,28.34,22.91,0.22,0.04,826.35,0.57,11.0,0.27,66.0,22.0,18.0,26.0,0.0,23.0,N
4.0,0.0,0.0,2.0,13.0,1.0,1.0,0.0,63.69,18.78,0.4,0.05,1247.61,0.08,24.0,0.37,109.0,36.0,13.0,35.0,0.0,30.0,N
4.0,3.0,0.0,2.0,12.0,0.8,9.0,0.57,53.89,38.73,0.7,0.03,4489.59,0.6,28.0,0.26,176.0,51.0,25.0,57.0,5.77,52.0,N
5.0,0.0,0.0,2.0,15.0,1.0,14.0,0.93,93.04,18.79,0.58,0.05,1824.45,0.93,28.0,0.23,148.0,66.0,20.0,65.0,0.0,37.0,N
1.0,0.0,0.0,2.0,2.0,0.22,1.0,0.0,22.95,22.69,0.17,0.04,656.81,0.11,8.0,0.3,57.0,18.0,19.0,30.0,0.0,28.0,N
1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,15.92,6.29,0.03,0.16,34.95,0.5,2.0,0.2,16.0,7.0,11.0,10.0,0.0,8.0,N
1.0,0.0,0.0,2.14,4.0,0.44,9.0,1.0,26.08,25.85,0.22,0.04,968.0,1.0,15.0,0.43,78.0,20.0,22.0,21.0,0.0,19.0,N
1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,13.87,4.67,0.02,0.21,16.78,0.5,2.0,0.29,10.0,6.0,8.0,7.0,20.0,5.0,N
1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,13.87,4.67,0.02,0.21,16.78,0.5,2.0,0.29,10.0,6.0,8.0,7.0,20.0,5.0,N
12.0,6.0,6.0,2.13,43.0,0.75,42.0,0.73,111.38,61.95,2.3,0.02,23747.27,0.74,98.0,0.35,522.0,118.0,34.0,161.0,8.1,142.0,N
1.0,0.0,0.0,2.0,2.0,0.67,3.0,1.0,11.85,10.21,0.04,0.1,68.67,1.0,4.0,0.3,17.0,7.0,13.0,10.0,0.0,8.0,N
2.0,0.0,0.0,2.0,1.0,0.2,4.0,0.75,7.24,21.0,0.05,0.05,177.33,0.8,8.0,0.36,24.0,4.0,12.0,14.0,0.0,11.0,N
3.0,1.0,0.0,3.0,2.0,0.67,3.0,1.0,23.84,7.5,0.06,0.13,74.51,1.0,3.0,0.17,24.0,12.0,12.0,18.0,7.14,14.0,N
3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,29.69,7.44,0.07,0.13,91.24,0.5,2.0,0.1,28.0,16.0,14.0,20.0,12.5,15.0,N
2.0,2.0,0.0,2.5,2.0,0.5,4.0,1.0,28.27,9.69,0.09,0.1,147.53,1.0,5.0,0.15,38.0,13.0,12.0,26.0,8.7,23.0,Y
16.0,1.0,0.0,2.0,2.0,0.67,1.0,0.0,47.6,13.5,0.21,0.07,481.91,0.33,4.0,0.06,63.0,30.0,15.0,49.0,3.13,32.0,N
16.0,1.0,15.0,2.0,8.0,0.8,1.0,0.0,79.49,32.46,0.86,0.03,4653.03,0.1,18.0,0.09,209.0,61.0,20.0,107.0,17.78,75.0,N
20.0,8.0,49.0,2.23,14.0,0.82,17.0,1.0,99.14,25.67,0.85,0.04,3629.63,1.0,29.0,0.1,223.0,67.0,20.0,171.0,38.0,101.0,N
12.0,1.0,12.0,2.11,2.0,0.18,3.0,0.2,35.52,30.55,0.36,0.03,1841.07,0.27,19.0,0.17,102.0,33.0,24.0,64.0,25.49,39.0,Y
13.0,1.0,11.0,2.0,2.0,0.67,1.0,0.0,43.37,15.45,0.22,0.06,575.02,0.33,4.0,0.06,66.0,29.0,16.0,53.0,30.77,28.0,N
4.0,4.0,1.0,2.0,2.0,0.5,1.0,0.0,33.31,17.0,0.19,0.06,534.74,0.25,6.0,0.14,55.0,25.0,17.0,29.0,20.83,23.0,N
7.0,2.0,7.0,2.0,4.0,1.0,1.0,0.0,37.25,27.5,0.34,0.04,1565.01,0.25,6.0,0.1,98.0,32.0,22.0,41.0,27.27,26.0,Y
20.0,3.0,8.0,2.0,2.0,0.5,1.0,0.0,32.27,25.33,0.27,0.04,1150.54,0.25,6.0,0.07,76.0,27.0,19.0,57.0,30.56,28.0,N
5.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,24.46,8.75,0.07,0.11,104.05,0.5,2.0,0.1,27.0,12.0,10.0,21.0,13.33,13.0,N
6.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,33.54,13.0,0.15,0.08,314.87,0.33,4.0,0.11,52.0,18.0,13.0,28.0,0.0,21.0,N
1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,13.4,5.25,0.02,0.19,20.51,0.5,2.0,0.2,11.0,6.0,9.0,10.0,0.0,8.0,N
3.0,0.0,0.0,2.5,1.0,0.25,3.0,0.67,10.84,13.71,0.05,0.07,113.28,0.75,5.0,0.29,19.0,7.0,12.0,14.0,0.0,10.0,N
9.0,3.0,1.0,2.0,4.0,0.57,4.0,0.5,51.63,11.64,0.2,0.09,388.38,0.57,12.0,0.17,59.0,33.0,16.0,42.0,12.5,31.0,N
32.0,1.0,8.0,2.33,18.0,0.95,1.0,0.0,44.9,40.53,0.61,0.02,4098.02,0.05,7.0,0.16,171.0,44.0,29.0,122.0,10.11,81.0,N
3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,19.16,6.19,0.04,0.16,40.75,0.5,2.0,0.13,18.0,8.0,9.0,16.0,0.0,12.0,N
5.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,19.08,9.9,0.06,0.1,103.88,0.33,4.0,0.14,25.0,10.0,11.0,22.0,12.5,15.0,N
10.0,0.0,5.0,2.0,1.0,0.33,1.0,0.0,53.55,11.45,0.2,0.09,390.32,0.33,4.0,0.08,62.0,22.0,8.0,38.0,18.52,22.0,N
8.0,0.0,4.0,2.25,4.0,0.67,5.0,0.8,69.47,9.03,0.21,0.11,314.44,0.83,9.0,0.13,61.0,38.0,14.0,46.0,10.81,33.0,N
8.0,2.0,9.0,2.2,2.0,0.29,3.0,0.33,20.57,34.44,0.24,0.03,1355.71,0.43,11.0,0.15,73.0,18.0,20.0,46.0,29.73,28.0,N
1.0,0.0,0.0,2.5,1.0,0.25,3.0,0.67,10.8,10.0,0.04,0.1,60.0,0.75,5.0,0.4,15.0,6.0,10.0,10.0,0.0,8.0,N
23.0,2.0,25.0,2.2,6.0,0.86,3.0,0.33,42.89,21.47,0.31,0.05,1098.32,0.43,11.0,0.08,87.0,34.0,20.0,84.0,45.0,35.0,N
2.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,18.54,16.14,0.1,0.06,268.83,0.33,4.0,0.19,33.0,13.0,14.0,16.0,0.0,13.0,N
10.0,2.0,5.0,2.2,3.0,0.43,1.0,0.0,42.41,15.45,0.22,0.06,562.71,0.14,11.0,0.21,84.0,22.0,17.0,34.0,30.43,18.0,N
7.0,0.0,1.0,2.0,1.0,0.5,1.0,0.0,25.61,9.43,0.08,0.11,126.49,0.5,2.0,0.09,28.0,14.0,11.0,23.0,6.67,14.0,N
24.0,2.0,12.0,2.0,4.0,1.0,1.0,0.0,44.69,18.75,0.28,0.05,872.88,0.25,6.0,0.06,87.0,32.0,20.0,70.0,31.11,33.0,Y
5.0,0.0,0.0,2.5,1.0,0.25,4.0,1.0,17.83,10.4,0.06,0.1,107.16,1.0,5.0,0.21,25.0,10.0,13.0,19.0,0.0,13.0,N
13.0,3.0,5.0,2.0,3.0,0.5,1.0,0.0,43.02,15.81,0.23,0.06,597.81,0.17,10.0,0.13,66.0,27.0,14.0,48.0,23.53,29.0,N
3.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,55.57,7.2,0.13,0.14,160.03,0.33,4.0,0.13,42.0,25.0,10.0,23.0,0.0,19.0,N
26.0,1.0,34.0,2.2,8.0,0.62,7.0,0.5,76.65,23.49,0.6,0.04,2349.83,0.54,22.0,0.1,158.0,59.0,22.0,130.0,33.98,69.0,N
8.0,1.0,12.0,2.0,4.0,0.44,6.0,0.63,68.85,10.07,0.23,0.1,387.58,0.67,16.0,0.12,70.0,38.0,15.0,76.0,19.4,55.0,N
2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,31.35,10.31,0.11,0.1,185.24,0.5,2.0,0.1,38.0,16.0,11.0,20.0,29.41,14.0,N
1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,12.48,8.33,0.03,0.12,48.15,0.5,2.0,0.2,16.0,6.0,10.0,10.0,0.0,8.0,N
1.0,0.0,0.0,2.0,2.0,0.5,1.0,0.0,14.38,17.85,0.09,0.06,254.62,0.25,6.0,0.22,33.0,10.0,17.0,18.0,0.0,16.0,N
3.0,1.0,2.0,2.0,1.0,0.5,1.0,0.0,25.04,7.33,0.06,0.14,74.81,0.5,2.0,0.11,25.0,9.0,6.0,18.0,21.43,12.0,N
3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,35.61,11.67,0.14,0.09,269.29,1.0,4.0,0.11,46.0,21.0,14.0,28.0,8.33,23.0,N
4.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,48.96,8.1,0.13,0.12,178.25,0.33,4.0,0.1,46.0,21.0,10.0,31.0,0.0,26.0,N
14.0,2.0,21.0,2.09,8.0,0.62,7.0,0.5,103.01,20.42,0.7,0.05,2387.44,0.54,23.0,0.11,179.0,73.0,21.0,119.0,22.12,83.0,N
35.0,2.0,18.0,2.17,7.0,0.88,4.0,0.43,61.71,22.17,0.46,0.05,1684.67,0.5,13.0,0.07,123.0,45.0,19.0,108.0,27.78,54.0,N
4.0,0.0,7.0,2.0,2.0,0.5,4.0,1.0,31.03,6.29,0.07,0.16,68.11,1.0,6.0,0.13,26.0,14.0,11.0,30.0,28.0,18.0,N
10.0,2.0,0.0,2.33,3.0,0.6,3.0,0.5,21.11,20.5,0.14,0.05,492.75,0.6,7.0,0.16,49.0,14.0,14.0,32.0,9.52,21.0,N
3.0,0.0,0.0,2.0,2.0,0.4,1.0,0.0,29.23,9.38,0.09,0.11,142.72,0.2,8.0,0.23,32.0,16.0,12.0,22.0,0.0,18.0,N
5.0,4.0,2.0,2.25,1.0,0.17,3.0,0.4,35.4,12.07,0.14,0.08,286.59,0.5,9.0,0.18,45.0,21.0,13.0,33.0,22.22,25.0,N
4.0,0.0,2.0,2.0,5.0,1.0,1.0,0.0,57.48,8.0,0.15,0.13,204.37,0.2,8.0,0.19,51.0,27.0,12.0,27.0,9.09,20.0,N
5.0,0.0,1.0,3.0,1.0,0.33,3.0,1.0,18.28,10.0,0.06,0.1,101.58,1.0,3.0,0.16,21.0,11.0,11.0,19.0,7.69,12.0,N
7.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,16.05,10.67,0.06,0.09,101.51,0.33,4.0,0.14,23.0,9.0,12.0,22.0,0.0,14.0,N
20.0,0.0,19.0,2.0,9.0,1.0,1.0,0.0,56.78,18.93,0.36,0.05,1130.85,0.11,6.0,0.1,105.0,45.0,24.0,94.0,26.03,54.0,N
2.0,1.0,3.0,2.0,1.0,0.33,1.0,0.0,18.95,10.29,0.07,0.1,111.52,0.33,4.0,0.15,23.0,12.0,13.0,20.0,23.53,14.0,N
29.0,8.0,23.0,2.5,4.0,1.0,3.0,0.67,45.05,16.2,0.24,0.06,657.05,0.75,5.0,0.05,69.0,32.0,17.0,84.0,57.41,31.0,N
22.0,5.0,15.0,2.0,3.0,1.0,1.0,0.0,59.75,7.4,0.15,0.14,181.78,0.33,4.0,0.05,45.0,30.0,12.0,61.0,52.63,23.0,N
24.0,7.0,25.0,2.0,3.0,0.6,1.0,0.0,68.9,9.76,0.22,0.1,364.84,0.2,8.0,0.06,65.0,38.0,14.0,81.0,57.14,31.0,N
28.0,9.0,27.0,2.25,5.0,0.83,4.0,0.6,60.67,14.77,0.3,0.07,735.27,0.67,9.0,0.06,83.0,39.0,16.0,93.0,56.25,37.0,Y
7.0,0.0,8.0,2.0,1.0,0.5,1.0,0.0,22.74,6.67,0.05,0.15,56.16,0.5,2.0,0.09,18.0,12.0,10.0,22.0,57.14,6.0,N
21.0,8.0,23.0,2.0,5.0,0.71,1.0,0.0,53.3,10.61,0.19,0.09,333.52,0.14,12.0,0.1,56.0,31.0,14.0,72.0,62.0,27.0,N
28.0,9.0,17.0,2.0,5.0,0.83,1.0,0.0,65.18,9.85,0.21,0.1,351.03,0.17,10.0,0.08,63.0,39.0,16.0,80.0,50.98,34.0,N
11.0,0.0,13.0,2.0,1.0,0.33,1.0,0.0,36.12,6.39,0.08,0.16,81.9,0.33,4.0,0.08,25.0,18.0,10.0,37.0,52.0,12.0,N
47.0,15.0,78.0,2.43,6.0,0.55,9.0,0.8,116.45,19.13,0.74,0.05,2366.38,0.82,17.0,0.06,186.0,76.0,19.0,196.0,62.84,70.0,N
33.0,9.0,52.0,3.33,4.0,0.5,1.0,0.0,77.75,20.89,0.54,0.05,1885.54,0.13,10.0,0.06,143.0,56.0,20.0,138.0,58.65,52.0,N
22.0,5.0,15.0,2.0,5.0,1.0,1.0,0.0,25.18,20.0,0.17,0.05,559.62,0.2,8.0,0.08,54.0,18.0,16.0,63.0,50.0,25.0,N
14.0,2.0,9.0,2.0,2.0,1.0,1.0,0.0,32.85,9.12,0.1,0.11,151.74,0.5,2.0,0.06,32.0,17.0,10.0,35.0,55.0,11.0,N
16.0,2.0,14.0,3.0,3.0,1.0,3.0,1.0,24.56,18.53,0.15,0.05,468.38,1.0,3.0,0.06,49.0,17.0,15.0,49.0,50.0,18.0,N
71.0,21.0,51.0,2.5,7.0,0.44,14.0,0.87,85.98,28.08,0.8,0.04,3766.71,0.88,25.0,0.08,201.0,73.0,25.0,208.0,52.94,85.0,N
23.0,6.0,16.0,2.0,4.0,0.8,1.0,0.0,90.58,12.32,0.37,0.08,763.84,0.2,8.0,0.06,98.0,50.0,14.0,77.0,41.51,37.0,Y
36.0,11.0,24.0,2.44,1.0,0.07,11.0,0.77,32.58,37.08,0.4,0.03,2489.33,0.79,22.0,0.12,120.0,30.0,25.0,115.0,44.87,54.0,N
