@relation SelectedFeatures
@attribute CALL_PAIRS numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,11.24,179.89,9.99,1.0,0.25,8.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,6.18,154.4,8.58,0.5,0.29,5.0,80.0,5.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,5.05,126.33,7.02,0.5,0.5,5.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,6.18,154.4,8.58,0.5,0.29,5.0,80.0,5.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,5.05,126.33,7.02,0.5,0.5,5.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,3.95,980.75,54.49,0.5,0.5,9.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.2,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,11.24,179.89,9.99,1.0,0.13,8.0,83.33,2.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,2.0,7.0,252.0,14.0,0.5,0.5,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
3.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,10.79,559.51,31.08,0.5,0.29,8.0,80.0,5.0,N
5.0,1.0,2.0,2.0,0.75,1.0,4.0,2.0,15.54,2626.61,145.92,0.25,0.17,13.0,80.95,20.0,N
2.0,0.0,6.0,2.0,0.75,1.0,3.0,2.0,10.48,7748.01,430.45,0.25,0.24,15.0,80.0,15.0,N
3.0,0.0,6.0,2.0,0.75,1.0,3.0,2.0,13.08,8043.39,446.86,0.25,0.24,16.0,80.0,15.0,N
2.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,9.0,81.0,4.5,0.5,0.2,6.0,87.5,3.0,N
2.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,8.98,56.15,3.12,0.5,0.2,5.0,75.0,4.0,N
0.0,4.0,2.0,2.0,0.5,1.0,1.0,0.0,6.97,174.35,9.69,0.5,0.25,6.0,83.33,2.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,15.0,60.0,3.33,0.5,0.33,4.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,9.77,506.22,28.12,0.5,0.33,8.0,75.0,4.0,N
2.0,0.0,4.0,2.0,1.0,1.0,1.0,2.0,14.12,4498.36,249.91,0.33,0.27,17.0,88.89,9.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,10.04,3074.62,170.81,0.5,0.25,15.0,83.33,6.0,N
1.0,2.0,8.0,2.0,0.4,1.0,3.0,1.0,9.4,7072.27,392.9,0.2,0.24,16.0,84.21,17.0,N
12.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,20.91,4130.8,229.49,0.33,0.16,11.0,88.24,13.0,N
7.0,12.0,6.0,2.0,1.0,1.0,3.0,1.0,16.71,4143.93,230.22,0.25,0.15,14.0,88.0,13.0,N
8.0,9.0,2.0,2.0,1.0,1.0,1.0,0.0,26.49,1505.47,83.64,0.5,0.11,14.0,94.12,8.0,N
12.0,8.0,6.0,2.0,1.0,1.0,2.0,4.0,51.96,1612.97,89.61,0.25,0.14,9.0,92.59,19.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,15.9,532.29,29.57,1.0,0.43,9.0,80.0,5.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,3.0,17.44,551.81,30.66,1.0,0.38,9.0,80.0,5.0,N
4.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,13.46,1172.67,65.15,0.33,0.5,8.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
1.0,0.0,2.0,2.0,0.33,1.0,4.0,0.0,8.31,698.02,38.78,0.33,0.25,11.0,60.0,10.0,N
1.0,0.0,4.0,2.0,0.67,1.0,2.0,1.0,8.54,290.67,16.14,0.33,0.38,7.0,66.67,6.0,N
1.0,0.0,2.0,2.0,0.5,1.0,2.0,3.0,12.14,345.2,19.18,0.5,0.29,8.0,60.0,5.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,13.88,319.72,17.76,0.5,0.33,8.0,75.0,4.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,13.88,319.72,17.76,0.5,0.33,8.0,75.0,4.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,9.34,415.13,23.06,0.5,0.4,8.0,66.67,3.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,13.88,319.72,17.76,0.5,0.33,8.0,75.0,4.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,13.88,319.72,17.76,0.5,0.33,8.0,75.0,4.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,13.88,319.72,17.76,0.5,0.33,8.0,75.0,4.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,13.88,319.72,17.76,0.5,0.33,8.0,75.0,4.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,11.41,71.32,3.96,0.5,0.5,5.0,50.0,2.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,9.51,85.59,4.75,0.5,0.5,6.0,50.0,2.0,N
2.0,0.0,2.0,3.0,0.67,1.0,2.0,2.0,18.2,550.43,30.58,0.33,0.43,9.0,60.0,5.0,N
1.0,0.0,2.0,2.0,0.5,1.0,2.0,3.0,20.31,231.3,12.85,0.5,0.29,6.0,60.0,5.0,N
2.0,0.0,2.0,2.0,0.5,1.0,3.0,1.0,24.31,444.89,24.72,0.5,0.2,7.0,62.5,8.0,N
1.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,11.07,211.89,11.77,0.5,0.5,7.0,50.0,2.0,N
1.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,11.07,211.89,11.77,0.5,0.5,7.0,50.0,2.0,N
1.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,11.07,211.89,11.77,0.5,0.5,7.0,50.0,2.0,N
1.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,11.07,211.89,11.77,0.5,0.5,7.0,50.0,2.0,N
1.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,8.0,72.0,4.0,0.5,0.22,6.0,85.71,3.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,9.51,85.59,4.75,0.5,0.4,6.0,66.67,3.0,N
2.0,4.0,4.0,2.0,0.67,1.0,1.0,1.0,11.72,421.94,23.44,0.33,0.27,9.0,88.89,5.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,0.0,10.3,164.84,9.16,0.5,0.5,6.0,50.0,2.0,N
3.0,0.0,4.0,2.0,1.0,1.0,3.0,2.0,23.36,643.78,35.77,0.33,0.25,7.0,70.0,10.0,N
3.0,0.0,4.0,2.0,1.0,1.0,3.0,3.0,26.21,679.32,37.74,0.33,0.25,7.0,70.0,10.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,9.49,116.27,6.46,0.5,0.4,7.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,9.49,116.27,6.46,0.5,0.4,7.0,66.67,3.0,N
1.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,7.4,251.91,14.0,0.5,0.2,7.0,87.5,4.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.55,58.95,3.28,1.0,0.25,6.0,50.0,2.0,N
9.0,2.0,6.0,2.0,0.88,5.0,2.0,1.0,27.79,3570.0,198.33,0.63,0.33,17.0,90.91,20.0,N
8.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,16.58,2621.1,145.62,0.33,0.15,11.0,83.33,15.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,5.99,84.22,4.68,0.5,0.5,5.0,50.0,2.0,N
3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,10.03,3014.58,167.48,0.33,0.43,16.0,80.0,5.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,16.65,362.64,20.15,0.5,0.2,7.0,75.0,8.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,19.99,319.82,17.77,0.5,0.18,7.0,77.78,9.0,N
3.0,1.0,6.0,2.0,0.75,1.0,2.0,1.0,11.84,8245.95,458.11,0.25,0.22,19.0,87.5,15.0,N
8.0,5.0,10.0,2.0,0.83,1.0,4.0,1.0,20.14,9834.5,546.36,0.17,0.19,17.0,86.21,24.0,N
2.0,1.0,2.0,2.0,0.5,1.0,3.0,2.0,11.06,1372.69,76.26,0.5,0.17,12.0,70.0,9.0,N
4.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,13.21,3863.67,214.65,0.33,0.2,18.0,75.0,11.0,N
5.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,14.42,4256.92,236.5,0.33,0.2,18.0,75.0,11.0,N
4.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,13.36,4301.69,238.98,0.33,0.2,17.0,76.92,12.0,N
2.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,15.9,532.29,29.57,1.0,0.38,9.0,80.0,5.0,N
2.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,16.59,555.43,30.86,1.0,0.3,9.0,71.43,7.0,N
4.0,1.0,8.0,2.0,0.8,1.0,2.0,1.0,13.97,16494.55,916.36,0.2,0.24,21.0,89.47,18.0,N
4.0,1.0,6.0,2.0,1.0,1.0,3.0,4.0,18.47,5338.7,296.59,0.25,0.25,17.0,76.92,12.0,N
4.0,1.0,12.0,2.0,1.0,1.0,2.0,6.0,20.11,20434.13,1135.23,0.14,0.32,20.0,88.89,17.0,N
4.0,1.0,6.0,2.0,1.0,1.0,3.0,5.0,18.18,5255.28,291.96,0.25,0.24,17.0,76.92,12.0,N
5.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,14.36,8656.64,480.92,0.25,0.25,17.0,78.57,13.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,5.99,84.22,4.68,0.5,0.5,5.0,50.0,2.0,N
4.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,12.38,4951.76,275.1,0.25,0.44,15.0,85.71,7.0,N
4.0,0.0,6.0,2.0,1.0,1.0,2.0,0.0,14.11,3246.47,180.36,0.25,0.33,13.0,80.0,10.0,N
2.0,0.0,4.0,2.0,0.67,3.0,1.0,1.0,9.79,902.51,50.14,1.0,0.5,12.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.66,240.91,13.38,0.5,0.29,7.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.66,240.91,13.38,0.5,0.29,7.0,80.0,5.0,N
3.0,1.0,6.0,2.0,0.75,1.0,2.0,1.0,11.91,8971.59,498.42,0.25,0.21,19.0,88.24,16.0,N
3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,13.75,3521.25,195.63,0.33,0.33,16.0,85.71,7.0,N
2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,13.02,732.54,40.7,0.5,0.22,9.0,71.43,7.0,N
7.0,5.0,10.0,2.0,0.83,1.0,4.0,1.0,17.24,10090.27,560.57,0.17,0.19,17.0,86.21,24.0,N
3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,8.83,4728.77,262.71,0.33,0.21,18.0,75.0,11.0,N
3.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,10.22,4353.75,241.87,0.33,0.2,17.0,76.92,12.0,N
7.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,20.03,1471.49,81.75,0.25,0.21,10.0,82.35,16.0,N
7.0,3.0,6.0,2.0,1.0,1.0,5.0,0.0,33.65,2576.12,143.12,0.2,0.17,14.0,82.14,25.0,N
3.0,13.0,20.0,2.0,1.0,1.0,2.0,2.0,102.3,1740.72,96.71,0.09,0.29,6.0,94.59,24.0,N
9.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,30.16,3648.78,202.71,0.25,0.21,14.0,94.12,12.0,N
3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,16.47,1874.06,104.11,0.33,0.21,12.0,91.67,9.0,N
4.0,8.0,2.0,2.0,0.5,1.0,1.0,4.0,24.76,5570.02,309.45,0.5,0.08,13.0,95.24,13.0,Y
1.0,2.0,2.0,2.0,0.5,1.0,1.0,2.0,10.8,1920.0,106.67,0.5,0.22,10.0,85.71,5.0,N
1.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,12.68,1604.52,89.14,0.5,0.22,12.0,85.71,5.0,N
3.0,5.0,4.0,2.0,0.67,1.0,2.0,0.0,31.06,5884.44,326.91,0.33,0.15,12.0,88.89,13.0,N
3.0,4.0,8.0,2.0,0.6,3.0,4.0,0.0,55.58,52269.23,2903.85,0.6,0.12,16.0,90.0,36.0,N
1.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,12.68,1604.52,89.14,0.5,0.22,12.0,85.71,5.0,N
12.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,33.8,2738.04,152.11,0.5,0.12,12.0,81.25,12.0,N
1.0,0.0,2.0,3.0,0.67,3.0,1.0,1.0,11.4,506.67,28.15,1.0,0.5,10.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,1800.0,100.0,0.5,0.25,12.0,83.33,6.0,N
14.0,0.0,6.0,2.0,1.0,1.0,5.0,2.0,28.73,15477.01,859.83,0.17,0.21,18.0,81.48,27.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.18,232.47,12.92,0.5,0.25,6.0,83.33,6.0,N
1.0,0.0,2.0,3.0,0.67,3.0,1.0,1.0,11.4,506.67,28.15,1.0,0.5,10.0,75.0,4.0,N
2.0,0.0,4.0,2.0,0.67,1.0,1.0,1.0,11.97,738.66,41.04,0.33,0.43,10.0,80.0,5.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.04,166.42,9.25,0.5,0.4,7.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,7.35,470.48,26.14,0.5,0.22,8.0,57.14,7.0,N
2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,7.83,170.53,9.47,0.5,0.33,7.0,50.0,4.0,N
8.0,2.0,8.0,2.25,1.0,4.0,1.0,1.0,27.77,8647.06,480.39,0.67,0.29,15.0,94.74,17.0,N
6.0,0.0,6.0,2.0,0.75,1.0,4.0,1.0,19.75,2590.77,143.93,0.25,0.21,12.0,76.47,17.0,N
9.0,0.0,12.0,2.67,0.64,7.0,4.0,2.0,26.35,13183.31,732.41,0.64,0.39,17.0,84.0,25.0,N
3.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,12.5,703.24,39.07,0.5,0.4,9.0,66.67,3.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,14.88,410.22,22.79,0.5,0.2,9.0,75.0,8.0,N
5.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,14.94,1531.27,85.07,0.5,0.15,9.0,66.67,9.0,N
3.0,0.0,4.0,3.0,0.6,5.0,2.0,2.0,17.53,3361.23,186.74,1.0,0.36,18.0,83.33,12.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.54,761.84,42.32,0.5,0.22,9.0,85.71,7.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,16.4,1358.43,75.47,1.0,0.27,13.0,87.5,8.0,N
3.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,13.14,583.79,32.43,0.5,0.4,8.0,66.67,3.0,N
3.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,15.51,1474.86,81.94,0.33,0.23,12.0,81.82,11.0,N
5.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,14.94,1531.27,85.07,0.5,0.15,9.0,66.67,9.0,N
4.0,0.0,4.0,2.5,1.0,4.0,2.0,2.0,17.63,2538.28,141.02,1.0,0.29,16.0,83.33,12.0,N
4.0,0.0,4.0,2.0,1.0,1.0,1.0,3.0,24.0,816.67,45.37,0.33,0.5,7.0,75.0,4.0,N
4.0,0.0,4.0,2.5,1.0,3.0,2.0,2.0,19.24,2001.39,111.19,0.75,0.31,12.0,81.82,11.0,N
7.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,29.93,2723.24,151.29,0.33,0.2,8.0,72.73,11.0,N
5.0,0.0,4.0,3.0,1.0,5.0,2.0,3.0,20.85,3003.02,166.83,1.0,0.33,16.0,83.33,12.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,11.82,612.79,34.04,0.5,0.22,8.0,85.71,7.0,N
3.0,0.0,4.0,3.0,0.8,5.0,1.0,2.0,20.03,3573.39,198.52,1.0,0.38,17.0,90.0,10.0,N
3.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,13.14,583.79,32.43,0.5,0.4,8.0,66.67,3.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,14.88,410.22,22.79,0.5,0.2,9.0,75.0,8.0,N
5.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,14.94,1531.27,85.07,0.5,0.15,9.0,66.67,9.0,N
4.0,0.0,4.0,2.5,1.0,4.0,2.0,2.0,17.63,2538.28,141.02,1.0,0.29,16.0,83.33,12.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,3.48,55.73,3.1,0.5,0.4,4.0,66.67,3.0,N
3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,16.37,774.04,43.0,0.5,0.14,10.0,75.0,11.0,N
1.0,1.0,4.0,2.0,0.67,1.0,3.0,1.0,12.0,833.33,46.3,0.33,0.23,10.0,72.73,10.0,N
1.0,1.0,6.0,2.0,0.5,4.0,3.0,2.0,14.31,1430.61,79.48,1.0,0.27,10.0,76.92,12.0,N
1.0,1.0,6.0,2.0,0.5,4.0,3.0,2.0,14.31,1430.61,79.48,1.0,0.27,10.0,76.92,12.0,N
5.0,2.0,6.0,2.0,0.75,4.0,3.0,2.0,24.04,2908.45,161.58,1.0,0.24,14.0,80.0,13.0,N
1.0,1.0,6.0,2.0,0.5,1.0,3.0,3.0,15.73,1204.07,66.89,0.25,0.29,10.0,75.0,11.0,N
2.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,7.78,985.15,54.73,0.33,0.5,10.0,75.0,4.0,N
2.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,7.03,1914.0,106.33,0.33,0.5,12.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,11.82,612.79,34.04,0.5,0.22,8.0,85.71,7.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,16.4,1358.43,75.47,1.0,0.27,13.0,87.5,8.0,N
3.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,13.14,583.79,32.43,0.5,0.4,8.0,66.67,3.0,N
4.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,15.89,1471.91,81.77,0.33,0.23,11.0,81.82,11.0,N
5.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,14.94,1531.27,85.07,0.5,0.15,9.0,66.67,9.0,N
4.0,0.0,4.0,2.5,1.0,4.0,2.0,2.0,17.63,2538.28,141.02,1.0,0.29,16.0,83.33,12.0,N
8.0,5.0,16.0,2.25,1.0,9.0,2.0,4.0,40.72,22836.03,1268.67,0.82,0.27,16.0,94.44,31.0,N
7.0,0.0,12.0,2.0,0.71,1.0,5.0,1.0,24.63,9016.09,500.89,0.14,0.23,14.0,82.76,29.0,N
10.0,0.0,20.0,2.2,0.85,12.0,5.0,2.0,33.96,30428.36,1690.46,0.92,0.3,17.0,87.8,41.0,N
9.0,2.0,10.0,2.2,0.86,6.0,3.0,2.0,29.39,7840.0,435.56,0.86,0.28,14.0,86.96,21.0,N
2.0,0.0,4.0,2.0,1.0,3.0,2.0,3.0,12.84,2005.92,111.44,1.0,0.27,15.0,77.78,9.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,11.82,612.79,34.04,0.5,0.22,8.0,85.71,7.0,N
3.0,0.0,4.0,3.0,0.8,5.0,1.0,2.0,20.69,3269.39,181.63,1.0,0.38,16.0,90.0,10.0,N
3.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,13.14,583.79,32.43,0.5,0.4,8.0,66.67,3.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,14.88,410.22,22.79,0.5,0.2,9.0,75.0,8.0,N
5.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,14.94,1531.27,85.07,0.5,0.15,9.0,66.67,9.0,N
4.0,0.0,4.0,2.5,1.0,4.0,2.0,2.0,17.63,2538.28,141.02,1.0,0.29,16.0,83.33,12.0,N
2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,12.06,549.52,30.53,0.33,0.18,9.0,73.33,13.0,N
4.0,2.0,2.0,2.0,1.0,1.0,2.0,11.0,34.97,799.32,44.41,0.5,0.12,9.0,77.78,7.0,N
13.0,22.0,10.0,2.4,0.6,5.0,6.0,3.0,27.03,43298.39,2405.47,0.5,0.13,29.0,91.55,49.0,N
7.0,0.0,8.0,2.0,1.0,5.0,5.0,2.0,19.63,7370.08,409.45,1.0,0.22,15.0,76.19,21.0,N
8.0,0.0,6.0,2.0,1.0,4.0,4.0,4.0,17.92,8672.47,481.8,1.0,0.18,16.0,78.95,19.0,N
10.0,0.0,8.0,2.25,1.0,6.0,4.0,6.0,21.7,14446.14,802.56,1.0,0.23,18.0,81.82,22.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,9.87,449.6,24.98,0.5,0.29,9.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,9.87,449.6,24.98,0.5,0.29,9.0,80.0,5.0,N
6.0,0.0,10.0,2.0,1.0,4.0,3.0,4.0,18.13,9871.1,548.39,0.67,0.27,16.0,84.21,19.0,N
4.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,14.88,982.54,54.59,0.5,0.18,10.0,66.67,8.0,N
10.0,0.0,8.0,2.25,1.0,6.0,4.0,6.0,21.7,14446.14,802.56,1.0,0.23,18.0,81.82,22.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,9.87,449.6,24.98,0.5,0.29,9.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,9.87,449.6,24.98,0.5,0.29,9.0,80.0,5.0,N
10.0,0.0,8.0,2.75,1.0,8.0,4.0,8.0,27.6,17394.36,966.35,1.0,0.27,18.0,84.0,25.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,11.29,914.21,50.79,1.0,0.43,10.0,80.0,5.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,11.29,914.21,50.79,1.0,0.43,10.0,80.0,5.0,N
7.0,0.0,8.0,2.0,1.0,5.0,5.0,2.0,19.63,7370.08,409.45,1.0,0.22,15.0,76.19,21.0,N
8.0,0.0,6.0,2.0,1.0,4.0,4.0,4.0,17.92,8672.47,481.8,1.0,0.18,16.0,78.95,19.0,N
10.0,0.0,8.0,2.25,1.0,6.0,4.0,6.0,21.7,14446.14,802.56,1.0,0.23,18.0,81.82,22.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,9.87,449.6,24.98,0.5,0.29,9.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,9.87,449.6,24.98,0.5,0.29,9.0,80.0,5.0,N
7.0,0.0,8.0,2.0,1.0,5.0,5.0,3.0,20.23,7844.52,435.81,1.0,0.22,16.0,76.19,21.0,N
8.0,0.0,6.0,2.0,1.0,4.0,4.0,5.0,19.5,8538.09,474.34,1.0,0.18,16.0,78.95,19.0,N
2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,8.71,426.61,23.7,0.5,0.29,8.0,60.0,5.0,N
7.0,0.0,8.0,2.0,1.0,5.0,5.0,2.0,19.63,7370.08,409.45,1.0,0.22,15.0,76.19,21.0,N
8.0,0.0,6.0,2.0,1.0,4.0,4.0,4.0,17.92,8672.47,481.8,1.0,0.18,16.0,78.95,19.0,N
