@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1.0,0.0,0.0,0.0,0.19,2.0,16.21,0.06,42.0,0.09,178.41,12.0,0.17,16.0,26.0,8.0,11.0,23.0,0.0,21.0,N
0.0,1.0,0.0,0.0,0.5,2.0,6.17,0.01,13.0,0.14,43.19,7.0,0.4,6.0,7.0,3.0,7.0,5.0,0.0,4.0,N
0.0,2.0,0.0,0.0,0.29,2.6,27.36,0.27,154.0,0.03,802.26,23.0,0.28,69.0,85.0,20.0,17.0,32.0,0.0,31.0,N
3.0,0.0,0.0,1.0,0.17,2.0,14.09,0.06,44.0,0.07,190.16,5.0,0.12,18.0,26.0,8.0,12.0,17.0,7.69,12.0,N
2.0,2.0,0.0,0.0,0.3,2.0,11.82,0.07,49.0,0.05,224.66,10.0,0.23,19.0,30.0,8.0,16.0,13.0,0.0,10.0,N
1.0,0.0,3.0,0.0,0.25,2.0,13.76,0.17,102.0,0.03,495.51,14.0,0.23,44.0,58.0,11.0,18.0,26.0,12.5,24.0,N
2.0,2.0,0.0,0.0,0.3,2.0,12.06,0.07,45.0,0.06,203.56,10.0,0.23,18.0,27.0,8.0,15.0,13.0,0.0,10.0,N
1.0,0.0,0.0,0.0,0.29,2.0,11.58,0.08,53.0,0.05,246.12,11.0,0.25,20.0,33.0,8.0,17.0,16.0,0.0,14.0,N
3.0,2.0,0.0,0.0,0.31,2.0,16.66,0.15,88.0,0.04,454.95,12.0,0.24,39.0,49.0,15.0,21.0,17.0,0.0,13.0,N
1.0,4.0,0.0,0.0,0.25,2.0,14.42,0.06,42.0,0.08,178.41,12.0,0.21,18.0,24.0,8.0,11.0,14.0,0.0,12.0,N
2.0,3.0,0.0,0.0,0.3,2.2,28.34,0.22,122.0,0.04,649.28,22.0,0.27,56.0,66.0,22.0,18.0,26.0,0.0,23.0,N
4.0,1.0,0.0,0.0,0.43,2.0,63.69,0.4,213.0,0.05,1195.93,60.0,0.37,104.0,109.0,36.0,13.0,35.0,0.0,30.0,N
4.0,9.0,3.0,0.0,0.29,2.0,53.89,0.7,334.0,0.03,2086.81,58.0,0.26,158.0,176.0,51.0,25.0,57.0,5.77,52.0,N
5.0,6.0,0.0,0.0,0.41,2.0,93.04,0.58,272.0,0.05,1747.94,53.0,0.23,124.0,148.0,66.0,20.0,65.0,0.0,37.0,N
1.0,1.0,0.0,0.0,0.32,2.0,22.95,0.17,100.0,0.04,520.95,23.0,0.3,43.0,57.0,18.0,19.0,30.0,0.0,28.0,N
1.0,2.0,0.0,0.0,0.25,2.0,15.92,0.03,24.0,0.16,100.08,7.0,0.2,8.0,16.0,7.0,11.0,10.0,0.0,8.0,N
1.0,4.0,0.0,0.0,0.47,2.14,26.08,0.22,125.0,0.04,674.04,29.0,0.43,47.0,78.0,20.0,22.0,21.0,0.0,19.0,N
1.0,2.0,1.0,0.0,0.4,2.0,13.87,0.02,17.0,0.21,64.73,5.0,0.29,7.0,10.0,6.0,8.0,7.0,20.0,5.0,N
1.0,2.0,1.0,0.0,0.4,2.0,13.87,0.02,17.0,0.21,64.73,5.0,0.29,7.0,10.0,6.0,8.0,7.0,20.0,5.0,N
12.0,19.0,6.0,6.0,0.4,2.13,111.38,2.3,952.0,0.02,6900.03,192.0,0.35,430.0,522.0,118.0,34.0,161.0,8.1,142.0,N
1.0,1.0,0.0,0.0,0.38,2.0,11.85,0.04,28.0,0.1,121.01,9.0,0.3,11.0,17.0,7.0,13.0,10.0,0.0,8.0,N
2.0,0.0,0.0,0.0,0.45,2.0,7.24,0.05,38.0,0.05,152.0,15.0,0.36,14.0,24.0,4.0,12.0,14.0,0.0,11.0,N
3.0,1.0,1.0,0.0,0.21,3.0,23.84,0.06,39.0,0.13,178.81,7.0,0.17,15.0,24.0,12.0,12.0,18.0,7.14,14.0,N
3.0,1.0,1.0,1.0,0.13,2.0,29.69,0.07,45.0,0.13,220.81,6.0,0.1,17.0,28.0,16.0,14.0,20.0,12.5,15.0,N
2.0,1.0,2.0,0.0,0.17,2.5,28.27,0.09,59.0,0.1,273.99,11.0,0.15,21.0,38.0,13.0,12.0,26.0,8.7,23.0,Y
16.0,1.0,1.0,0.0,0.09,2.0,47.6,0.21,117.0,0.07,642.55,12.0,0.06,54.0,63.0,30.0,15.0,49.0,3.13,32.0,N
16.0,9.0,1.0,15.0,0.13,2.0,79.49,0.86,407.0,0.03,2580.32,63.0,0.09,198.0,209.0,61.0,20.0,107.0,17.78,75.0,N
20.0,7.0,8.0,49.0,0.17,2.23,99.14,0.85,395.0,0.04,2544.96,67.0,0.1,172.0,223.0,67.0,20.0,171.0,38.0,101.0,N
12.0,2.0,1.0,12.0,0.28,2.11,35.52,0.36,186.0,0.03,1084.92,35.0,0.17,84.0,102.0,33.0,24.0,64.0,25.49,39.0,Y
13.0,3.0,1.0,11.0,0.11,2.0,43.37,0.22,122.0,0.06,670.01,13.0,0.06,56.0,66.0,29.0,16.0,53.0,30.77,28.0,N
4.0,2.0,4.0,1.0,0.17,2.0,33.31,0.19,105.0,0.06,566.19,18.0,0.14,50.0,55.0,25.0,17.0,29.0,20.83,23.0,N
7.0,3.0,2.0,7.0,0.15,2.0,37.25,0.34,178.0,0.04,1024.36,13.0,0.1,80.0,98.0,32.0,22.0,41.0,27.27,26.0,Y
20.0,3.0,3.0,8.0,0.14,2.0,32.27,0.27,148.0,0.04,817.49,17.0,0.07,72.0,76.0,27.0,19.0,57.0,30.56,28.0,N
5.0,3.0,0.0,2.0,0.15,2.0,24.46,0.07,48.0,0.11,214.05,8.0,0.1,21.0,27.0,12.0,10.0,21.0,13.33,13.0,N
6.0,3.0,0.0,0.0,0.14,2.0,33.54,0.15,88.0,0.08,435.97,12.0,0.11,36.0,52.0,18.0,13.0,28.0,0.0,21.0,N
1.0,1.0,0.0,0.0,0.25,2.0,13.4,0.02,18.0,0.19,70.32,7.0,0.2,7.0,11.0,6.0,9.0,10.0,0.0,8.0,N
3.0,0.0,0.0,0.0,0.4,2.5,10.84,0.05,35.0,0.07,148.68,10.0,0.29,16.0,19.0,7.0,12.0,14.0,0.0,10.0,N
9.0,3.0,3.0,1.0,0.23,2.0,51.63,0.2,107.0,0.09,600.77,25.0,0.17,48.0,59.0,33.0,16.0,42.0,12.5,31.0,N
32.0,3.0,1.0,8.0,0.23,2.33,44.9,0.61,294.0,0.02,1819.81,41.0,0.16,123.0,171.0,44.0,29.0,122.0,10.11,81.0,N
3.0,2.0,0.0,0.0,0.17,2.0,19.16,0.04,29.0,0.16,118.54,8.0,0.13,11.0,18.0,8.0,9.0,16.0,0.0,12.0,N
5.0,3.0,1.0,1.0,0.2,2.0,19.08,0.06,43.0,0.1,188.87,13.0,0.14,18.0,25.0,10.0,11.0,22.0,12.5,15.0,N
10.0,0.0,0.0,5.0,0.14,2.0,53.55,0.2,125.0,0.09,613.36,10.0,0.08,63.0,62.0,22.0,8.0,38.0,18.52,22.0,N
8.0,2.0,0.0,4.0,0.18,2.25,69.47,0.21,110.0,0.11,627.05,19.0,0.13,49.0,61.0,38.0,14.0,46.0,10.81,33.0,N
8.0,2.0,2.0,9.0,0.25,2.2,20.57,0.24,135.0,0.03,708.47,21.0,0.15,62.0,73.0,18.0,20.0,46.0,29.73,28.0,N
1.0,0.0,0.0,0.0,0.5,2.5,10.8,0.04,27.0,0.1,108.0,10.0,0.4,12.0,15.0,6.0,10.0,10.0,0.0,8.0,N
23.0,7.0,2.0,25.0,0.2,2.2,42.89,0.31,160.0,0.05,920.78,26.0,0.08,73.0,87.0,34.0,20.0,84.0,45.0,35.0,N
2.0,1.0,0.0,0.0,0.23,2.0,18.54,0.1,63.0,0.06,299.56,11.0,0.19,30.0,33.0,13.0,14.0,16.0,0.0,13.0,N
10.0,2.0,2.0,5.0,0.39,2.2,42.41,0.22,124.0,0.06,655.39,17.0,0.21,40.0,84.0,22.0,17.0,34.0,30.43,18.0,N
7.0,2.0,0.0,1.0,0.14,2.0,25.61,0.08,52.0,0.11,241.48,8.0,0.09,24.0,28.0,14.0,11.0,23.0,6.67,14.0,N
24.0,4.0,2.0,12.0,0.12,2.0,44.69,0.28,147.0,0.05,837.96,17.0,0.06,60.0,87.0,32.0,20.0,70.0,31.11,33.0,Y
5.0,0.0,0.0,0.0,0.31,2.5,17.83,0.06,41.0,0.1,185.47,10.0,0.21,16.0,25.0,10.0,13.0,19.0,0.0,13.0,N
13.0,3.0,3.0,5.0,0.21,2.0,43.02,0.23,127.0,0.06,680.41,21.0,0.13,61.0,66.0,27.0,14.0,48.0,23.53,29.0,N
3.0,3.0,0.0,0.0,0.16,2.0,55.57,0.13,78.0,0.14,400.08,12.0,0.13,36.0,42.0,25.0,10.0,23.0,0.0,19.0,N
26.0,7.0,1.0,34.0,0.19,2.2,76.65,0.6,284.0,0.04,1800.52,45.0,0.1,126.0,158.0,59.0,22.0,130.0,33.98,69.0,N
8.0,3.0,1.0,12.0,0.16,2.0,68.85,0.23,121.0,0.1,693.08,25.0,0.12,51.0,70.0,38.0,15.0,76.0,19.4,55.0,N
2.0,6.0,2.0,3.0,0.14,2.0,31.35,0.11,68.0,0.1,323.33,10.0,0.1,30.0,38.0,16.0,11.0,20.0,29.41,14.0,N
1.0,0.0,0.0,0.0,0.25,2.0,12.48,0.03,26.0,0.12,104.0,6.0,0.2,10.0,16.0,6.0,10.0,10.0,0.0,8.0,N
1.0,2.0,0.0,0.0,0.25,2.0,14.38,0.09,54.0,0.06,256.76,14.0,0.22,21.0,33.0,10.0,17.0,18.0,0.0,16.0,N
3.0,0.0,1.0,2.0,0.17,2.0,25.04,0.06,47.0,0.14,183.62,6.0,0.11,22.0,25.0,9.0,6.0,18.0,21.43,12.0,N
3.0,5.0,1.0,1.0,0.13,2.0,35.61,0.14,81.0,0.09,415.47,11.0,0.11,35.0,46.0,21.0,14.0,28.0,8.33,23.0,N
4.0,5.0,0.0,0.0,0.12,2.0,48.96,0.13,80.0,0.12,396.34,11.0,0.1,34.0,46.0,21.0,10.0,31.0,0.0,26.0,N
14.0,9.0,2.0,21.0,0.16,2.09,103.01,0.7,321.0,0.05,2104.02,46.0,0.11,142.0,179.0,73.0,21.0,119.0,22.12,83.0,N
35.0,11.0,2.0,18.0,0.15,2.17,61.71,0.46,228.0,0.05,1368.0,35.0,0.07,105.0,123.0,45.0,19.0,108.0,27.78,54.0,N
4.0,2.0,0.0,7.0,0.22,2.0,31.03,0.07,42.0,0.16,195.04,11.0,0.13,16.0,26.0,14.0,11.0,30.0,28.0,18.0,N
10.0,3.0,2.0,0.0,0.24,2.33,21.11,0.14,90.0,0.05,432.66,14.0,0.16,41.0,49.0,14.0,14.0,32.0,9.52,21.0,N
3.0,2.0,0.0,0.0,0.28,2.0,29.23,0.09,57.0,0.11,274.02,16.0,0.23,25.0,32.0,16.0,12.0,22.0,0.0,18.0,N
5.0,0.0,4.0,2.0,0.24,2.25,35.4,0.14,84.0,0.08,427.35,16.0,0.18,39.0,45.0,21.0,13.0,33.0,22.22,25.0,N
4.0,5.0,0.0,2.0,0.25,2.0,57.48,0.15,87.0,0.13,459.83,17.0,0.19,36.0,51.0,27.0,12.0,27.0,9.09,20.0,N
5.0,2.0,0.0,1.0,0.25,3.0,18.28,0.06,41.0,0.1,182.84,8.0,0.16,20.0,21.0,11.0,11.0,19.0,7.69,12.0,N
7.0,2.0,0.0,0.0,0.21,2.0,16.05,0.06,39.0,0.09,171.3,10.0,0.14,16.0,23.0,9.0,12.0,22.0,0.0,14.0,N
20.0,13.0,0.0,19.0,0.17,2.0,56.78,0.36,176.0,0.05,1075.1,28.0,0.1,71.0,105.0,45.0,24.0,94.0,26.03,54.0,N
2.0,2.0,1.0,3.0,0.21,2.0,18.95,0.07,42.0,0.1,195.04,11.0,0.15,19.0,23.0,12.0,13.0,20.0,23.53,14.0,N
29.0,6.0,8.0,23.0,0.13,2.5,45.05,0.24,130.0,0.06,729.91,18.0,0.05,61.0,69.0,32.0,17.0,84.0,57.41,31.0,N
22.0,2.0,5.0,15.0,0.13,2.0,59.75,0.15,82.0,0.14,442.17,11.0,0.05,37.0,45.0,30.0,12.0,61.0,52.63,23.0,N
24.0,4.0,7.0,25.0,0.16,2.0,68.9,0.22,118.0,0.1,672.65,21.0,0.06,53.0,65.0,38.0,14.0,81.0,57.14,31.0,N
28.0,5.0,9.0,27.0,0.16,2.25,60.67,0.3,155.0,0.07,896.11,23.0,0.06,72.0,83.0,39.0,16.0,93.0,56.25,37.0,Y
7.0,1.0,0.0,8.0,0.33,2.0,22.74,0.05,34.0,0.15,151.62,6.0,0.09,16.0,18.0,12.0,10.0,22.0,57.14,6.0,N
21.0,5.0,8.0,23.0,0.26,2.0,53.3,0.19,103.0,0.09,565.66,26.0,0.1,47.0,56.0,31.0,14.0,72.0,62.0,27.0,N
28.0,3.0,9.0,17.0,0.18,2.0,65.18,0.21,111.0,0.1,641.73,22.0,0.08,48.0,63.0,39.0,16.0,80.0,50.98,34.0,N
11.0,3.0,0.0,13.0,0.25,2.0,36.12,0.08,48.0,0.16,230.75,11.0,0.08,23.0,25.0,18.0,10.0,37.0,52.0,12.0,N
47.0,8.0,15.0,78.0,0.16,2.43,116.45,0.74,339.0,0.05,2227.18,37.0,0.06,153.0,186.0,76.0,19.0,196.0,62.84,70.0,N
33.0,6.0,9.0,52.0,0.15,3.33,77.75,0.54,260.0,0.05,1624.46,29.0,0.06,117.0,143.0,56.0,20.0,138.0,58.65,52.0,N
22.0,4.0,5.0,15.0,0.2,2.0,25.18,0.17,99.0,0.05,503.66,19.0,0.08,45.0,54.0,18.0,16.0,63.0,50.0,25.0,N
14.0,3.0,2.0,9.0,0.18,2.0,32.85,0.1,63.0,0.11,299.56,9.0,0.06,31.0,32.0,17.0,10.0,35.0,55.0,11.0,N
16.0,3.0,2.0,14.0,0.17,3.0,24.56,0.15,91.0,0.05,455.0,14.0,0.06,42.0,49.0,17.0,15.0,49.0,50.0,18.0,N
71.0,7.0,21.0,51.0,0.19,2.5,85.98,0.8,365.0,0.04,2414.37,55.0,0.08,164.0,201.0,73.0,25.0,208.0,52.94,85.0,N
23.0,4.0,6.0,16.0,0.14,2.0,90.58,0.37,186.0,0.08,1116.0,22.0,0.06,88.0,98.0,50.0,14.0,77.0,41.51,37.0,Y
36.0,1.0,11.0,24.0,0.26,2.44,32.58,0.4,209.0,0.03,1208.3,39.0,0.12,89.0,120.0,30.0,25.0,115.0,44.87,54.0,N
77.0,6.0,23.0,43.0,0.16,2.14,74.12,0.95,431.0,0.03,2844.56,64.0,0.07,199.0,232.0,70.0,27.0,227.0,44.3,106.0,N
25.0,4.0,5.0,17.0,0.22,2.33,39.88,0.18,98.0,0.08,531.77,19.0,0.08,45.0,53.0,27.0,16.0,66.0,55.0,23.0,N
19.0,5.0,5.0,14.0,0.31,2.75,40.15,0.21,114.0,0.06,618.59,19.0,0.13,52.0,62.0,27.0,16.0,60.0,47.5,26.0,N
11.0,2.0,2.0,7.0,0.27,3.0,26.93,0.08,47.0,0.12,232.85,8.0,0.1,21.0,26.0,17.0,14.0,30.0,50.0,11.0,N
12.0,2.0,2.0,7.0,0.27,3.0,26.93,0.08,47.0,0.12,232.85,8.0,0.1,21.0,26.0,17.0,14.0,31.0,50.0,11.0,N
10.0,1.0,0.0,15.0,0.33,2.0,22.54,0.05,32.0,0.16,138.3,6.0,0.06,15.0,17.0,11.0,9.0,32.0,71.43,6.0,N
36.0,3.0,10.0,27.0,0.12,2.2,79.19,0.51,243.0,0.05,1536.23,23.0,0.06,109.0,134.0,59.0,21.0,122.0,43.53,58.0,Y
17.0,3.0,3.0,12.0,0.14,2.0,30.66,0.08,49.0,0.13,238.04,8.0,0.05,22.0,27.0,17.0,12.0,44.0,57.69,14.0,N
33.0,2.0,4.0,19.0,0.18,2.0,43.02,0.14,81.0,0.1,425.08,17.0,0.05,38.0,43.0,25.0,13.0,75.0,56.1,22.0,N
31.0,4.0,5.0,21.0,0.16,2.0,50.19,0.26,136.0,0.07,767.56,23.0,0.06,65.0,71.0,34.0,16.0,84.0,50.0,31.0,N
35.0,4.0,9.0,70.0,0.16,2.13,68.68,0.55,262.0,0.04,1636.96,34.0,0.06,117.0,145.0,54.0,22.0,168.0,59.85,62.0,Y
25.0,1.0,7.0,9.0,0.21,2.0,32.11,0.16,93.0,0.07,491.54,16.0,0.08,44.0,49.0,23.0,16.0,59.0,48.48,24.0,N
13.0,3.0,1.0,25.0,0.42,2.33,27.87,0.08,50.0,0.12,240.37,14.0,0.1,23.0,27.0,16.0,12.0,51.0,70.27,12.0,N
24.0,3.0,4.0,26.0,0.19,2.0,66.19,0.54,262.0,0.04,1616.52,25.0,0.08,127.0,135.0,52.0,20.0,88.0,47.62,37.0,Y
26.0,6.0,7.0,44.0,0.25,2.13,84.79,0.43,210.0,0.07,1299.86,36.0,0.09,101.0,109.0,56.0,17.0,111.0,60.71,40.0,N
22.0,9.0,6.0,33.0,0.22,2.0,42.74,0.16,84.0,0.09,471.64,25.0,0.08,32.0,52.0,29.0,20.0,88.0,60.0,32.0,N
5.0,1.0,0.0,10.0,0.33,2.0,11.99,0.03,21.0,0.15,79.95,7.0,0.09,10.0,11.0,6.0,8.0,22.0,62.5,6.0,N
5.0,1.0,0.0,5.0,0.29,2.0,17.97,0.02,17.0,0.29,62.91,7.0,0.11,6.0,11.0,6.0,7.0,18.0,41.67,7.0,N
2.0,4.0,3.0,0.0,0.43,2.0,19.75,0.16,94.0,0.04,470.0,26.0,0.2,42.0,52.0,15.0,17.0,44.0,14.29,21.0,N
9.0,3.0,0.0,1.0,0.21,2.0,34.4,0.11,69.0,0.1,338.58,13.0,0.12,34.0,35.0,19.0,11.0,25.0,6.67,14.0,N
2.0,1.0,0.0,0.0,0.44,2.0,10.4,0.07,45.0,0.05,197.65,12.0,0.33,19.0,26.0,7.0,14.0,12.0,0.0,9.0,N
3.0,5.0,0.0,0.0,0.41,2.0,27.29,0.19,112.0,0.05,574.48,27.0,0.33,50.0,62.0,19.0,16.0,21.0,0.0,17.0,N
1.0,2.0,0.0,0.0,0.36,2.0,28.49,0.13,83.0,0.08,375.46,14.0,0.31,41.0,42.0,14.0,9.0,13.0,0.0,11.0,N
3.0,5.0,0.0,0.0,0.45,2.0,15.17,0.12,77.0,0.04,361.93,18.0,0.33,35.0,42.0,11.0,15.0,15.0,0.0,11.0,N
3.0,0.0,0.0,0.0,0.38,2.0,19.33,0.11,74.0,0.06,325.03,20.0,0.3,37.0,37.0,11.0,10.0,20.0,0.0,16.0,N
2.0,3.0,1.0,0.0,0.25,2.67,31.58,0.14,84.0,0.08,416.15,15.0,0.22,32.0,52.0,17.0,14.0,27.0,4.17,24.0,N
2.0,0.0,0.0,0.0,0.13,2.0,25.68,0.11,70.0,0.08,320.95,5.0,0.11,25.0,45.0,12.0,12.0,19.0,0.0,16.0,N
2.0,0.0,0.0,0.0,0.11,2.0,30.71,0.13,84.0,0.08,394.84,5.0,0.1,30.0,54.0,14.0,12.0,21.0,0.0,18.0,N
2.0,3.0,0.0,0.0,0.25,2.0,18.35,0.05,36.0,0.12,152.93,9.0,0.2,15.0,21.0,9.0,10.0,15.0,0.0,12.0,N
2.0,3.0,0.0,0.0,0.27,2.0,18.35,0.05,36.0,0.12,152.93,9.0,0.21,15.0,21.0,9.0,10.0,14.0,0.0,11.0,N
1.0,0.0,0.0,0.0,0.26,2.0,23.89,0.2,116.0,0.04,604.3,19.0,0.24,43.0,73.0,17.0,20.0,25.0,0.0,23.0,N
4.0,1.0,0.0,0.0,0.16,2.0,46.36,0.2,103.0,0.08,589.98,17.0,0.14,42.0,61.0,33.0,20.0,43.0,0.0,38.0,N
7.0,4.0,0.0,3.0,0.14,2.0,46.83,0.19,104.0,0.08,574.45,11.0,0.11,46.0,58.0,30.0,16.0,46.0,7.89,35.0,N
7.0,4.0,0.0,3.0,0.14,2.0,48.33,0.22,119.0,0.07,661.0,13.0,0.1,53.0,66.0,31.0,16.0,48.0,7.5,37.0,N
26.0,19.0,1.0,6.0,0.21,2.0,86.32,0.84,368.0,0.03,2514.5,51.0,0.17,143.0,225.0,81.0,33.0,151.0,5.65,118.0,Y
9.0,4.0,2.0,3.0,0.13,2.0,80.39,0.25,130.0,0.11,744.63,19.0,0.1,57.0,73.0,40.0,13.0,59.0,10.2,46.0,N
10.0,5.0,4.0,0.0,0.08,2.0,99.53,0.39,199.0,0.09,1155.66,12.0,0.06,95.0,104.0,45.0,11.0,50.0,10.26,39.0,N
16.0,8.0,10.0,6.0,0.22,2.67,51.55,0.24,125.0,0.07,729.11,26.0,0.15,45.0,80.0,35.0,22.0,72.0,29.09,49.0,N
7.0,1.0,0.0,3.0,0.09,2.0,39.13,0.18,103.0,0.07,544.4,7.0,0.06,40.0,63.0,23.0,16.0,33.0,12.0,22.0,Y
13.0,2.0,2.0,30.0,0.12,2.0,65.63,0.46,227.0,0.05,1391.35,19.0,0.06,106.0,121.0,50.0,20.0,95.0,39.51,51.0,N
19.0,3.0,2.0,39.0,0.12,2.0,44.02,0.55,268.0,0.03,1637.08,30.0,0.06,123.0,145.0,43.0,26.0,125.0,39.05,66.0,N
22.0,3.0,2.0,12.0,0.13,2.0,48.73,0.32,160.0,0.05,945.1,21.0,0.07,67.0,93.0,38.0,22.0,99.0,20.9,55.0,N
6.0,4.0,1.0,12.0,0.12,2.0,44.39,0.2,106.0,0.08,585.5,15.0,0.08,45.0,61.0,29.0,17.0,52.0,28.89,33.0,N
1.0,0.0,0.0,0.0,0.17,2.0,22.81,0.04,29.0,0.19,123.19,6.0,0.14,12.0,17.0,10.0,9.0,14.0,0.0,12.0,N
28.0,6.0,5.0,35.0,0.16,2.25,142.15,0.89,389.0,0.05,2677.35,45.0,0.1,174.0,215.0,97.0,21.0,166.0,29.2,102.0,Y
11.0,2.0,0.0,7.0,0.15,2.0,55.45,0.17,96.0,0.11,510.91,13.0,0.09,43.0,53.0,28.0,12.0,46.0,20.59,27.0,N
14.0,3.0,5.0,36.0,0.15,2.25,84.72,0.72,329.0,0.04,2146.25,31.0,0.09,152.0,177.0,69.0,23.0,125.0,37.27,74.0,N
16.0,3.0,2.0,36.0,0.12,2.0,45.22,0.57,279.0,0.03,1710.07,30.0,0.07,128.0,151.0,44.0,26.0,119.0,37.25,66.0,N
16.0,5.0,5.0,22.0,0.12,2.0,67.8,0.3,152.0,0.07,908.55,19.0,0.06,67.0,85.0,45.0,18.0,82.0,41.54,43.0,Y
35.0,12.0,3.0,64.0,0.26,2.76,115.86,1.44,624.0,0.03,4332.13,90.0,0.15,279.0,345.0,97.0,26.0,247.0,31.75,147.0,Y
30.0,12.0,4.0,60.0,0.23,2.58,96.71,1.28,565.0,0.03,3831.47,79.0,0.14,256.0,309.0,84.0,26.0,223.0,33.33,132.0,N
3.0,0.0,0.0,0.0,0.2,2.0,8.79,0.04,27.0,0.08,105.49,6.0,0.14,12.0,15.0,5.0,10.0,14.0,0.0,10.0,N
48.0,4.0,2.0,77.0,0.14,2.0,94.07,0.95,428.0,0.03,2855.8,77.0,0.07,187.0,241.0,77.0,25.0,272.0,35.43,146.0,Y
4.0,3.0,1.0,6.0,0.12,2.0,46.82,0.09,54.0,0.18,267.53,7.0,0.07,24.0,30.0,21.0,10.0,28.0,30.43,17.0,N
2.0,1.0,1.0,0.0,0.22,2.0,48.72,0.58,313.0,0.03,1748.09,14.0,0.19,78.0,235.0,25.0,23.0,21.0,5.56,18.0,N
3.0,0.0,1.0,1.0,0.15,2.0,30.83,0.18,111.0,0.06,533.62,6.0,0.11,30.0,81.0,13.0,15.0,18.0,14.29,13.0,N
1.0,2.0,0.0,0.0,0.33,2.0,19.76,0.07,48.0,0.1,207.45,6.0,0.25,14.0,34.0,8.0,12.0,8.0,0.0,6.0,N
5.0,3.0,1.0,0.0,0.16,2.0,40.59,0.19,108.0,0.07,570.82,11.0,0.12,45.0,63.0,24.0,15.0,25.0,5.26,19.0,N
2.0,1.0,0.0,0.0,0.36,2.0,13.39,0.06,41.0,0.07,190.4,12.0,0.29,16.0,25.0,9.0,16.0,14.0,0.0,11.0,N
4.0,2.0,0.0,1.0,0.13,2.0,32.31,0.33,171.0,0.03,1001.71,13.0,0.11,62.0,109.0,29.0,29.0,45.0,2.5,39.0,N
1.0,0.0,0.0,0.0,0.5,2.5,8.89,0.05,36.0,0.06,155.59,9.0,0.4,15.0,21.0,6.0,14.0,10.0,0.0,8.0,N
3.0,3.0,0.0,1.0,0.16,2.0,64.9,1.03,509.0,0.02,3098.52,22.0,0.14,145.0,364.0,41.0,27.0,36.0,3.13,31.0,N
15.0,4.0,14.0,2.0,0.11,2.33,61.27,0.91,446.0,0.02,2733.66,18.0,0.08,151.0,295.0,44.0,26.0,63.0,34.04,45.0,N
1.0,1.0,1.0,0.0,0.29,2.0,27.19,0.1,62.0,0.09,301.19,6.0,0.22,18.0,44.0,13.0,16.0,9.0,14.29,7.0,N
0.0,0.0,1.0,1.0,0.29,2.0,27.01,0.11,65.0,0.09,315.77,6.0,0.22,19.0,46.0,13.0,16.0,9.0,25.0,7.0,N
3.0,2.0,0.0,0.0,0.27,2.2,24.26,0.19,109.0,0.04,576.11,27.0,0.23,50.0,59.0,20.0,19.0,30.0,0.0,26.0,N
1.0,0.0,0.0,0.0,0.19,2.0,15.53,0.1,64.0,0.05,293.44,9.0,0.17,27.0,37.0,10.0,14.0,18.0,0.0,16.0,N
1.0,5.0,1.0,0.0,0.29,2.25,31.18,0.2,113.0,0.05,609.33,18.0,0.26,43.0,70.0,22.0,20.0,23.0,4.76,21.0,N
13.0,4.0,1.0,1.0,0.1,2.0,55.62,0.81,377.0,0.02,2422.7,18.0,0.08,147.0,230.0,54.0,32.0,63.0,4.08,48.0,N
7.0,10.0,0.0,0.0,0.38,2.0,68.44,0.72,353.0,0.03,2163.64,40.0,0.31,107.0,246.0,44.0,26.0,42.0,0.0,34.0,N
1.0,0.0,1.0,0.0,0.27,2.0,12.7,0.07,47.0,0.06,206.44,9.0,0.23,20.0,27.0,8.0,13.0,13.0,9.09,11.0,N
1.0,0.0,1.0,0.0,0.22,2.0,14.1,0.05,34.0,0.1,136.0,6.0,0.18,15.0,19.0,7.0,9.0,11.0,11.11,9.0,N
1.0,0.0,0.0,0.0,0.33,2.0,21.28,0.11,70.0,0.07,325.07,6.0,0.25,24.0,46.0,11.0,14.0,8.0,0.0,6.0,N
1.0,4.0,0.0,0.0,0.17,2.0,26.88,0.1,63.0,0.09,302.86,11.0,0.15,26.0,37.0,15.0,13.0,20.0,0.0,18.0,N
1.0,4.0,0.0,0.0,0.17,2.0,26.88,0.1,63.0,0.09,302.86,11.0,0.15,26.0,37.0,15.0,13.0,20.0,0.0,18.0,N
2.0,2.0,1.0,3.0,0.5,2.0,13.72,0.11,66.0,0.04,320.63,20.0,0.31,33.0,33.0,12.0,17.0,16.0,30.77,10.0,N
