@relation SelectedFeatures
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.33,1.0,3.0,11.63,2.0,46.53,0.01,9.0,2.58,23.26,2.0,0.2,4.0,5.0,3.0,5.0,0.0,3.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.2,0.0,3.0,0.0,5.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.2,1.0,3.0,1.0,5.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,0.0,7.74,1.5,17.41,0.0,5.0,0.97,11.61,2.0,0.5,2.0,3.0,2.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,7.74,1.5,17.41,0.0,5.0,0.97,11.61,2.0,0.33,2.0,3.0,2.0,3.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.33,0.0,3.0,0.0,3.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.43,1.0,7.0,13.32,13.71,2505.06,0.06,43.0,139.17,182.66,8.0,0.14,16.0,27.0,7.0,22.0,41.67,7.0,N
0.0,0.0,0.43,1.0,7.0,13.32,13.71,2505.06,0.06,43.0,139.17,182.66,8.0,0.14,16.0,27.0,7.0,22.0,41.67,7.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,N
0.0,2.0,0.28,1.0,27.0,34.09,9.88,3329.22,0.11,68.0,184.96,336.89,12.0,0.24,24.0,44.0,17.0,33.0,10.0,29.0,N
0.0,0.0,1.0,1.0,2.0,12.09,6.3,479.73,0.03,20.0,26.65,76.15,6.0,0.4,7.0,13.0,5.0,5.0,33.33,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,0.25,0.0,4.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,11.61,2.0,0.2,0.0,5.0,0.0,5.0,0.0,2.0,N
0.0,1.0,0.27,1.0,21.0,13.86,22.5,7014.99,0.1,68.0,389.72,311.78,16.0,0.19,27.0,41.0,9.0,31.0,19.23,22.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,9.0,0.09,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.08,9.0,0.0,1.0,12.0,81.82,11.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.25,1.0,4.0,18.49,2.4,106.51,0.01,14.0,5.92,44.38,2.0,0.17,6.0,8.0,5.0,6.0,0.0,4.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.2,1.0,5.0,8.45,0.75,4.75,0.0,4.0,0.26,6.34,2.0,0.17,3.0,1.0,2.0,6.0,0.0,5.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
1.0,0.0,0.33,1.0,3.0,10.8,2.5,67.5,0.01,9.0,3.75,27.0,3.0,0.2,3.0,6.0,3.0,5.0,0.0,3.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,6.2,2.5,38.77,0.01,6.0,2.15,15.51,3.0,0.25,1.0,5.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.25,1.0,4.0,9.51,0.5,2.38,0.0,3.0,0.13,4.75,2.0,0.2,2.0,1.0,2.0,5.0,0.0,4.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,0.25,0.0,4.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,11.61,2.0,0.2,0.0,5.0,0.0,5.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
1.0,0.0,0.5,1.0,2.0,7.86,2.5,49.13,0.01,7.0,2.73,19.65,3.0,0.25,2.0,5.0,2.0,4.0,0.0,2.0,N
2.0,0.0,0.5,1.0,2.0,7.49,3.0,67.38,0.01,8.0,3.74,22.46,4.0,0.25,1.0,7.0,1.0,4.0,0.0,2.0,N
2.0,0.0,0.5,1.0,2.0,7.49,3.0,67.38,0.01,8.0,3.74,22.46,4.0,0.25,1.0,7.0,1.0,4.0,0.0,2.0,N
2.0,0.0,0.5,1.0,2.0,7.49,3.0,67.38,0.01,8.0,3.74,22.46,4.0,0.25,1.0,7.0,1.0,4.0,0.0,2.0,N
2.0,0.0,0.5,1.0,2.0,7.49,3.0,67.38,0.01,8.0,3.74,22.46,4.0,0.25,1.0,7.0,1.0,4.0,0.0,2.0,N
2.0,0.0,0.5,1.0,2.0,7.49,3.0,67.38,0.01,8.0,3.74,22.46,4.0,0.25,1.0,7.0,1.0,4.0,0.0,2.0,N
2.0,0.0,0.5,1.0,2.0,7.49,3.0,67.38,0.01,8.0,3.74,22.46,4.0,0.25,1.0,7.0,1.0,4.0,0.0,2.0,N
2.0,0.0,0.5,1.0,2.0,7.49,3.0,67.38,0.01,8.0,3.74,22.46,4.0,0.25,1.0,7.0,1.0,4.0,0.0,2.0,N
2.0,0.0,0.5,1.0,2.0,10.57,3.0,95.1,0.01,10.0,5.28,31.7,4.0,0.2,3.0,7.0,3.0,5.0,0.0,2.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
2.0,0.0,0.5,1.0,2.0,13.95,2.5,87.17,0.01,11.0,4.84,34.87,4.0,0.17,4.0,7.0,4.0,6.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.0,1.0,0.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,N
8.0,11.0,0.1,17.0,183.0,101.25,35.75,129435.43,1.21,583.0,7190.86,3620.11,67.0,0.04,207.0,376.0,55.0,485.0,17.57,194.0,Y
0.0,2.0,0.22,1.0,7.0,15.36,5.6,481.82,0.03,24.0,26.77,86.04,6.0,0.08,8.0,16.0,5.0,25.0,36.36,9.0,N
7.0,0.0,0.11,6.0,84.0,54.89,29.67,48312.46,0.54,306.0,2684.03,1628.51,44.0,0.04,89.0,217.0,24.0,257.0,18.45,84.0,N
1.0,0.0,0.08,1.0,12.0,2.2,5.0,55.0,0.0,11.0,3.06,11.0,3.0,0.04,10.0,1.0,1.0,27.0,0.0,12.0,N
0.0,1.0,0.14,1.0,13.0,17.54,14.18,3528.38,0.08,55.0,196.02,248.8,7.0,0.06,26.0,29.0,11.0,35.0,7.14,14.0,N
3.0,2.0,0.04,2.0,46.0,31.18,24.12,18133.17,0.25,164.0,1007.4,751.93,14.0,0.02,57.0,107.0,13.0,125.0,8.0,48.0,N
1.0,0.0,0.12,1.0,17.0,30.64,8.18,2050.94,0.08,58.0,113.94,250.67,7.0,0.05,20.0,38.0,11.0,41.0,0.0,17.0,N
4.0,0.0,0.08,3.0,37.0,42.02,14.54,8882.16,0.2,137.0,493.45,610.94,16.0,0.03,42.0,95.0,13.0,99.0,9.76,37.0,N
1.0,1.0,0.25,2.0,15.0,14.41,13.0,2434.85,0.06,42.0,135.27,187.3,10.0,0.19,18.0,24.0,9.0,21.0,6.25,16.0,N
4.0,3.0,0.3,8.0,37.0,50.86,16.07,13151.58,0.27,157.0,730.64,817.88,30.0,0.12,67.0,90.0,25.0,97.0,9.76,40.0,N
3.0,0.0,0.25,2.0,8.0,24.92,5.45,741.46,0.05,32.0,41.19,135.93,7.0,0.09,15.0,17.0,11.0,23.0,0.0,8.0,N
4.0,2.0,0.24,6.0,36.0,42.0,16.71,11734.6,0.23,138.0,651.92,702.07,29.0,0.08,54.0,84.0,21.0,117.0,30.77,38.0,N
3.0,0.0,0.03,1.0,31.0,71.5,13.69,13394.76,0.33,194.0,744.15,978.61,22.0,0.01,73.0,121.0,24.0,83.0,6.06,31.0,N
19.0,2.0,0.06,14.0,492.0,261.7,41.64,453835.77,3.63,1520.0,25213.1,10898.29,153.0,0.03,583.0,937.0,126.0,1229.0,5.75,494.0,N
1.0,0.0,0.23,2.0,26.0,36.81,15.65,9017.36,0.19,109.0,500.96,576.11,16.0,0.1,45.0,64.0,23.0,61.0,0.0,26.0,N
3.0,0.0,0.29,2.0,21.0,32.63,16.76,9168.64,0.18,105.0,509.37,546.99,21.0,0.12,44.0,61.0,21.0,49.0,0.0,21.0,N
2.0,0.0,0.22,2.0,9.0,24.43,6.55,1046.69,0.05,37.0,58.15,159.91,6.0,0.08,16.0,21.0,11.0,25.0,0.0,9.0,N
2.0,0.0,0.2,2.0,10.0,27.98,6.75,1274.87,0.06,43.0,70.83,188.87,6.0,0.07,18.0,25.0,12.0,27.0,0.0,10.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.33,1.0,3.0,11.63,2.0,46.53,0.01,9.0,2.58,23.26,2.0,0.2,4.0,5.0,3.0,5.0,0.0,3.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.2,0.0,3.0,0.0,5.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.2,1.0,3.0,1.0,5.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,0.0,7.74,1.5,17.41,0.0,5.0,0.97,11.61,2.0,0.5,2.0,3.0,2.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,7.74,1.5,17.41,0.0,5.0,0.97,11.61,2.0,0.33,2.0,3.0,2.0,3.0,0.0,0.0,N
