@relation SelectedFeatures
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
134.0,26.0,2.0,4.0,515.37,19.45,194889.1,3.34,1298.0,10827.17,10021.99,128.0,0.02,474.0,824.0,195.0,16.0,169.0,97.56,138.0,N
52.0,9.0,2.0,3.0,115.8,20.46,48481.62,0.79,392.0,2693.42,2369.4,41.0,0.12,152.0,240.0,52.0,14.0,66.0,95.31,55.0,N
1.0,0.0,2.0,1.0,6.55,3.0,58.95,0.01,7.0,3.28,19.65,3.0,0.25,1.0,6.0,1.0,6.0,4.0,50.0,2.0,N
18.0,2.0,2.0,2.0,27.79,11.33,3570.0,0.11,63.0,198.33,315.0,22.0,0.33,20.0,43.0,15.0,17.0,24.0,90.91,20.0,N
12.0,0.0,2.0,4.0,17.43,11.45,2287.31,0.07,43.0,127.07,199.69,12.0,0.15,18.0,25.0,11.0,14.0,20.0,75.0,16.0,N
12.0,0.0,2.0,4.0,17.43,11.45,2287.31,0.07,43.0,127.07,199.69,12.0,0.15,18.0,25.0,11.0,14.0,20.0,75.0,16.0,N
12.0,0.0,2.0,4.0,17.43,11.45,2287.31,0.07,43.0,127.07,199.69,12.0,0.15,18.0,25.0,11.0,14.0,20.0,75.0,16.0,N
7.0,0.0,2.0,3.0,15.05,6.75,685.66,0.03,26.0,38.09,101.58,7.0,0.14,9.0,17.0,6.0,9.0,14.0,70.0,10.0,N
7.0,0.0,2.0,3.0,15.05,6.75,685.66,0.03,26.0,38.09,101.58,7.0,0.14,9.0,17.0,6.0,9.0,14.0,70.0,10.0,N
7.0,0.0,2.0,3.0,15.05,6.75,685.66,0.03,26.0,38.09,101.58,7.0,0.14,9.0,17.0,6.0,9.0,14.0,70.0,10.0,N
1.0,0.0,2.0,1.0,11.24,4.0,179.89,0.01,13.0,9.99,44.97,3.0,0.25,3.0,10.0,3.0,8.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,5.05,5.0,126.33,0.01,9.0,7.02,25.27,6.0,0.5,4.0,5.0,2.0,5.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,6.18,5.0,154.4,0.01,11.0,8.58,30.88,6.0,0.29,4.0,7.0,2.0,5.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,6.18,5.0,154.4,0.01,11.0,8.58,30.88,6.0,0.29,4.0,7.0,2.0,5.0,7.0,80.0,5.0,N
1.0,0.0,2.0,1.0,5.05,5.0,126.33,0.01,9.0,7.02,25.27,6.0,0.5,4.0,5.0,2.0,5.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,3.95,15.75,980.75,0.02,18.0,54.49,62.27,6.0,0.5,7.0,11.0,2.0,9.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.2,2.0,6.0,2.0,6.0,5.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,4.0,2.0,1.0,11.24,4.0,179.89,0.01,13.0,9.99,44.97,3.0,0.13,3.0,10.0,3.0,8.0,8.0,83.33,2.0,N
1.0,0.0,3.0,1.0,7.0,6.0,252.0,0.01,14.0,14.0,42.0,5.0,0.5,4.0,10.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
12.0,0.0,2.0,3.0,10.48,27.19,7748.01,0.09,63.0,430.45,284.98,13.0,0.24,29.0,34.0,8.0,15.0,17.0,80.0,15.0,N
12.0,0.0,2.0,3.0,13.08,24.8,8043.39,0.11,69.0,446.86,324.33,14.0,0.24,31.0,38.0,10.0,16.0,17.0,80.0,15.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,3.0,1.0,15.9,5.79,532.29,0.03,23.0,29.57,92.0,9.0,0.43,9.0,14.0,7.0,9.0,7.0,80.0,5.0,N
4.0,0.0,3.0,1.0,17.44,5.63,551.81,0.03,24.0,30.66,98.1,9.0,0.38,10.0,14.0,8.0,9.0,8.0,80.0,5.0,N
3.0,0.0,2.0,1.0,13.46,9.33,1172.67,0.04,33.0,65.15,125.64,15.0,0.5,14.0,19.0,6.0,8.0,6.0,75.0,4.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
1.0,0.0,2.0,1.0,6.55,3.0,58.95,0.01,7.0,3.28,19.65,3.0,0.25,1.0,6.0,1.0,6.0,4.0,50.0,2.0,N
18.0,2.0,2.0,2.0,27.79,11.33,3570.0,0.11,63.0,198.33,315.0,22.0,0.33,20.0,43.0,15.0,17.0,24.0,90.91,20.0,N
1.0,0.0,2.0,1.0,5.99,3.75,84.22,0.01,8.0,4.68,22.46,5.0,0.5,3.0,5.0,2.0,5.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,10.03,17.33,3014.58,0.06,39.0,167.48,173.92,14.0,0.43,13.0,26.0,6.0,16.0,7.0,80.0,5.0,N
6.0,0.0,2.0,2.0,16.65,4.67,362.64,0.03,21.0,20.15,77.71,7.0,0.2,8.0,13.0,6.0,7.0,10.0,75.0,8.0,N
7.0,0.0,2.0,2.0,19.99,4.0,319.82,0.03,21.0,17.77,79.95,8.0,0.18,8.0,13.0,7.0,7.0,11.0,77.78,9.0,N
13.0,1.0,2.0,2.0,11.84,26.39,8245.95,0.1,65.0,458.11,312.48,18.0,0.22,25.0,40.0,9.0,19.0,18.0,87.5,15.0,N
20.0,5.0,2.0,4.0,20.14,22.1,9834.5,0.15,89.0,546.36,445.0,30.0,0.19,39.0,50.0,15.0,17.0,31.0,86.21,24.0,N
6.0,1.0,2.0,3.0,11.06,11.14,1372.69,0.04,29.0,76.26,123.19,7.0,0.17,13.0,16.0,7.0,12.0,12.0,70.0,9.0,N
8.0,1.0,2.0,3.0,13.21,17.1,3863.67,0.08,47.0,214.65,225.95,13.0,0.2,19.0,28.0,10.0,18.0,15.0,75.0,11.0,N
8.0,1.0,2.0,3.0,14.42,17.18,4256.92,0.08,51.0,236.5,247.76,14.0,0.2,21.0,30.0,11.0,18.0,15.0,75.0,11.0,N
9.0,1.0,2.0,3.0,13.36,17.94,4301.69,0.08,51.0,238.98,239.72,15.0,0.2,19.0,32.0,9.0,17.0,15.0,76.92,12.0,N
4.0,0.0,3.0,1.0,15.9,5.79,532.29,0.03,23.0,29.57,92.0,9.0,0.38,9.0,14.0,7.0,9.0,8.0,80.0,5.0,N
5.0,0.0,3.0,2.0,16.59,5.79,555.43,0.03,24.0,30.86,96.0,9.0,0.3,9.0,15.0,7.0,9.0,10.0,71.43,7.0,N
16.0,1.0,2.0,2.0,13.97,34.36,16494.55,0.16,96.0,916.36,480.0,26.0,0.24,36.0,60.0,11.0,21.0,21.0,89.47,18.0,N
9.0,1.0,2.0,3.0,18.47,17.0,5338.7,0.1,64.0,296.59,314.04,18.0,0.25,26.0,38.0,13.0,17.0,16.0,76.92,12.0,N
15.0,1.0,2.0,2.0,20.11,31.88,20434.13,0.21,124.0,1135.23,641.07,32.0,0.32,51.0,73.0,16.0,20.0,22.0,88.89,17.0,N
9.0,1.0,2.0,3.0,18.18,17.0,5255.28,0.1,63.0,291.96,309.13,18.0,0.24,26.0,37.0,13.0,17.0,17.0,76.92,12.0,N
10.0,1.0,2.0,3.0,14.36,24.56,8656.64,0.12,75.0,480.92,352.53,23.0,0.25,26.0,49.0,9.0,17.0,16.0,78.57,13.0,N
1.0,0.0,2.0,1.0,5.99,3.75,84.22,0.01,8.0,4.68,22.46,5.0,0.5,3.0,5.0,2.0,5.0,4.0,50.0,2.0,N
6.0,0.0,2.0,1.0,12.38,20.0,4951.76,0.08,54.0,275.1,247.59,20.0,0.44,24.0,30.0,9.0,15.0,9.0,85.71,7.0,N
8.0,0.0,2.0,2.0,14.11,15.17,3246.47,0.07,48.0,180.36,214.05,16.0,0.33,21.0,27.0,9.0,13.0,12.0,80.0,10.0,N
3.0,0.0,2.0,1.0,9.79,9.6,902.51,0.03,23.0,50.14,94.01,10.0,0.5,8.0,15.0,5.0,12.0,6.0,75.0,4.0,N
4.0,0.0,2.0,1.0,13.66,4.2,240.91,0.02,16.0,13.38,57.36,7.0,0.29,6.0,10.0,5.0,7.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.66,4.2,240.91,0.02,16.0,13.38,57.36,7.0,0.29,6.0,10.0,5.0,7.0,7.0,80.0,5.0,N
14.0,1.0,2.0,2.0,11.91,27.44,8971.59,0.11,68.0,498.42,326.9,19.0,0.21,26.0,42.0,9.0,19.0,19.0,88.24,16.0,N
6.0,0.0,2.0,1.0,13.75,16.0,3521.25,0.07,48.0,195.63,220.08,14.0,0.33,16.0,32.0,8.0,16.0,9.0,85.71,7.0,N
5.0,0.0,2.0,2.0,13.02,7.5,732.54,0.03,25.0,40.7,97.67,7.0,0.22,10.0,15.0,6.0,9.0,9.0,71.43,7.0,N
20.0,5.0,2.0,4.0,17.24,24.19,10090.27,0.14,85.0,560.57,417.09,29.0,0.19,37.0,48.0,13.0,17.0,31.0,86.21,24.0,N
8.0,1.0,2.0,3.0,8.83,23.14,4728.77,0.07,44.0,262.71,204.33,12.0,0.21,18.0,26.0,7.0,18.0,14.0,75.0,11.0,N
9.0,1.0,2.0,3.0,10.22,20.64,4353.75,0.07,46.0,241.87,210.91,14.0,0.2,17.0,29.0,7.0,17.0,15.0,76.92,12.0,N
9.0,0.0,2.0,2.0,9.5,22.29,4719.55,0.07,49.0,262.2,211.77,13.0,0.31,24.0,25.0,7.0,13.0,13.0,81.82,11.0,N
1.0,0.0,2.0,1.0,11.42,6.67,507.65,0.03,20.0,28.2,76.15,7.0,0.5,10.0,10.0,6.0,8.0,4.0,50.0,2.0,N
3.0,2.0,2.0,1.0,26.21,5.41,766.89,0.05,34.0,42.6,141.78,6.0,0.25,17.0,17.0,11.0,7.0,8.0,83.33,4.0,N
7.0,0.0,2.0,2.0,13.75,12.0,1980.7,0.06,36.0,110.04,165.06,10.0,0.36,12.0,24.0,8.0,16.0,11.0,77.78,9.0,N
11.0,0.0,2.0,3.0,21.31,10.4,2305.21,0.07,49.0,128.07,221.65,9.0,0.19,16.0,33.0,10.0,13.0,16.0,78.57,14.0,N
19.0,5.0,2.0,2.0,39.59,16.58,10880.48,0.22,129.0,604.47,656.28,10.0,0.07,42.0,87.0,19.0,15.0,29.0,92.31,21.0,N
17.0,3.0,2.0,3.0,35.31,17.78,11158.55,0.21,113.0,619.92,627.67,20.0,0.2,48.0,65.0,27.0,20.0,25.0,86.96,20.0,N
21.0,3.0,2.33,4.0,39.05,17.54,12010.76,0.23,127.0,667.26,684.82,18.0,0.17,57.0,70.0,26.0,16.0,30.0,85.71,25.0,N
17.0,1.0,3.0,2.0,40.35,18.33,13562.05,0.25,139.0,753.45,739.75,9.0,0.14,55.0,84.0,24.0,16.0,22.0,90.0,19.0,N
20.0,3.0,2.33,4.0,36.51,18.02,11854.69,0.22,122.0,658.59,657.86,17.0,0.17,53.0,69.0,25.0,17.0,29.0,85.19,24.0,N
13.0,4.0,2.0,2.0,29.63,13.0,5006.9,0.13,81.0,278.16,385.15,8.0,0.09,28.0,53.0,14.0,13.0,23.0,89.47,15.0,N
9.0,3.0,2.0,2.0,33.75,10.33,3604.18,0.12,68.0,200.23,348.79,14.0,0.22,31.0,37.0,21.0,14.0,18.0,85.71,11.0,N
11.0,2.0,3.0,2.0,28.53,12.79,4669.85,0.12,73.0,259.44,365.0,11.0,0.17,29.0,44.0,17.0,15.0,18.0,86.67,13.0,N
17.0,1.0,4.0,2.0,40.2,18.67,14007.31,0.25,141.0,778.18,750.39,10.0,0.17,56.0,85.0,24.0,16.0,23.0,90.0,19.0,N
3.0,0.0,2.0,1.0,17.86,5.25,492.27,0.03,24.0,27.35,93.77,10.0,0.5,12.0,12.0,8.0,7.0,6.0,75.0,4.0,N
9.0,1.0,2.5,1.0,17.4,18.42,5901.18,0.11,69.0,327.84,320.43,20.0,0.54,34.0,35.0,12.0,13.0,13.0,90.91,10.0,N
106.0,18.0,2.63,19.0,72.43,57.44,238951.09,1.39,610.0,13275.06,4160.31,110.0,0.24,256.0,354.0,78.0,35.0,146.0,86.71,125.0,N
4.0,0.0,2.0,1.0,6.18,5.0,154.4,0.01,11.0,8.58,30.88,6.0,0.29,4.0,7.0,2.0,5.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,6.18,5.0,154.4,0.01,11.0,8.58,30.88,6.0,0.29,4.0,7.0,2.0,5.0,7.0,80.0,5.0,N
1.0,0.0,2.0,1.0,5.05,5.0,126.33,0.01,9.0,7.02,25.27,6.0,0.5,4.0,5.0,2.0,5.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,5.05,5.0,126.33,0.01,9.0,7.02,25.27,6.0,0.5,4.0,5.0,2.0,5.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,3.95,15.75,980.75,0.02,18.0,54.49,62.27,6.0,0.5,7.0,11.0,2.0,9.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.2,2.0,6.0,2.0,6.0,5.0,50.0,2.0,N
4.0,0.0,2.0,1.0,10.79,7.2,559.51,0.03,21.0,31.08,77.71,8.0,0.29,9.0,12.0,5.0,8.0,7.0,80.0,5.0,N
16.0,1.0,2.0,4.0,15.54,13.0,2626.61,0.07,46.0,145.92,202.05,13.0,0.17,16.0,30.0,8.0,13.0,23.0,80.95,20.0,N
2.0,5.0,2.0,1.0,9.0,3.0,81.0,0.01,9.0,4.5,27.0,6.0,0.2,2.0,7.0,2.0,6.0,10.0,87.5,3.0,N
2.0,4.0,2.0,2.0,8.98,2.5,56.15,0.01,8.0,3.12,22.46,6.0,0.2,2.0,6.0,2.0,5.0,10.0,75.0,4.0,N
1.0,4.0,2.0,1.0,6.97,5.0,174.35,0.01,11.0,9.69,34.87,6.0,0.25,5.0,6.0,3.0,6.0,8.0,83.33,2.0,N
7.0,3.0,2.0,2.0,19.63,10.05,1980.5,0.07,43.0,110.03,197.15,8.0,0.12,17.0,26.0,11.0,13.0,17.0,83.33,9.0,N
558.0,111.0,2.0,105.0,310.31,53.33,882628.66,5.52,2041.0,49034.93,16549.5,568.0,0.19,843.0,1198.0,245.0,31.0,776.0,86.43,663.0,N
6.0,1.0,2.0,1.0,7.67,13.75,1450.43,0.04,27.0,80.58,105.49,11.0,0.3,10.0,17.0,4.0,11.0,10.0,87.5,7.0,N
3.0,1.0,2.0,1.0,14.52,5.79,486.0,0.03,21.0,27.0,84.0,6.0,0.29,9.0,12.0,7.0,9.0,7.0,80.0,4.0,N
34.0,1.0,2.5,6.0,31.2,30.8,29601.09,0.32,175.0,1644.5,961.07,47.0,0.37,77.0,98.0,25.0,20.0,43.0,85.37,40.0,N
34.0,1.0,2.4,6.0,33.28,26.56,23481.15,0.29,165.0,1304.51,884.0,46.0,0.35,75.0,90.0,24.0,17.0,43.0,85.37,40.0,N
34.0,1.0,2.5,6.0,31.2,30.8,29601.09,0.32,175.0,1644.5,961.07,47.0,0.37,77.0,98.0,25.0,20.0,43.0,85.37,40.0,N
34.0,5.0,2.0,4.0,44.14,14.25,8962.72,0.21,119.0,497.93,628.96,44.0,0.15,57.0,62.0,26.0,13.0,48.0,90.7,38.0,N
31.0,3.0,2.13,4.0,35.37,18.78,12477.97,0.22,124.0,693.22,664.34,44.0,0.28,48.0,76.0,23.0,18.0,40.0,89.47,35.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,3.0,1.0,15.9,5.79,532.29,0.03,23.0,29.57,92.0,9.0,0.43,9.0,14.0,7.0,9.0,7.0,80.0,5.0,N
4.0,0.0,3.0,1.0,17.44,5.63,551.81,0.03,24.0,30.66,98.1,9.0,0.38,10.0,14.0,8.0,9.0,8.0,80.0,5.0,N
3.0,0.0,2.0,1.0,13.46,9.33,1172.67,0.04,33.0,65.15,125.64,15.0,0.5,14.0,19.0,6.0,8.0,6.0,75.0,4.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
6.0,0.0,2.0,4.0,8.31,9.17,698.02,0.03,20.0,38.78,76.15,9.0,0.25,5.0,15.0,3.0,11.0,12.0,60.0,10.0,N
4.0,0.0,2.0,2.0,8.54,5.83,290.67,0.02,15.0,16.14,49.83,8.0,0.38,5.0,10.0,3.0,7.0,8.0,66.67,6.0,N
3.0,0.0,2.0,2.0,12.14,5.33,345.2,0.02,17.0,19.18,64.73,6.0,0.29,8.0,9.0,6.0,8.0,7.0,60.0,5.0,N
3.0,0.0,2.0,1.0,13.88,4.8,319.72,0.02,18.0,17.76,66.61,6.0,0.33,6.0,12.0,5.0,8.0,6.0,75.0,4.0,N
3.0,0.0,2.0,1.0,13.88,4.8,319.72,0.02,18.0,17.76,66.61,6.0,0.33,6.0,12.0,5.0,8.0,6.0,75.0,4.0,N
2.0,0.0,3.0,1.0,9.34,6.67,415.13,0.02,18.0,23.06,62.27,5.0,0.4,5.0,13.0,3.0,8.0,5.0,66.67,3.0,N
3.0,0.0,2.0,1.0,13.88,4.8,319.72,0.02,18.0,17.76,66.61,6.0,0.33,6.0,12.0,5.0,8.0,6.0,75.0,4.0,N
3.0,0.0,2.0,1.0,13.88,4.8,319.72,0.02,18.0,17.76,66.61,6.0,0.33,6.0,12.0,5.0,8.0,6.0,75.0,4.0,N
3.0,0.0,2.0,1.0,13.88,4.8,319.72,0.02,18.0,17.76,66.61,6.0,0.33,6.0,12.0,5.0,8.0,6.0,75.0,4.0,N
3.0,0.0,2.0,1.0,13.88,4.8,319.72,0.02,18.0,17.76,66.61,6.0,0.33,6.0,12.0,5.0,8.0,6.0,75.0,4.0,N
1.0,0.0,2.0,1.0,11.41,2.5,71.32,0.01,9.0,3.96,28.53,6.0,0.5,4.0,5.0,4.0,5.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,9.51,3.0,85.59,0.01,9.0,4.75,28.53,6.0,0.5,3.0,6.0,3.0,6.0,4.0,50.0,2.0,N
3.0,0.0,3.0,2.0,18.2,5.5,550.43,0.03,24.0,30.58,100.08,8.0,0.43,11.0,13.0,9.0,9.0,7.0,60.0,5.0,N
3.0,0.0,2.0,2.0,20.31,3.38,231.3,0.02,18.0,12.85,68.53,6.0,0.29,9.0,9.0,8.0,6.0,7.0,60.0,5.0,N
5.0,0.0,2.0,3.0,24.31,4.28,444.89,0.03,26.0,24.72,104.0,8.0,0.2,11.0,15.0,9.0,7.0,10.0,62.5,8.0,N
1.0,0.0,3.0,1.0,11.07,4.38,211.89,0.02,14.0,11.77,48.43,5.0,0.5,5.0,9.0,4.0,7.0,4.0,50.0,2.0,N
1.0,0.0,3.0,1.0,11.07,4.38,211.89,0.02,14.0,11.77,48.43,5.0,0.5,5.0,9.0,4.0,7.0,4.0,50.0,2.0,N
1.0,0.0,3.0,1.0,11.07,4.38,211.89,0.02,14.0,11.77,48.43,5.0,0.5,5.0,9.0,4.0,7.0,4.0,50.0,2.0,N
1.0,0.0,3.0,1.0,11.07,4.38,211.89,0.02,14.0,11.77,48.43,5.0,0.5,5.0,9.0,4.0,7.0,4.0,50.0,2.0,N
2.0,4.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,5.0,0.22,2.0,6.0,2.0,6.0,9.0,85.71,3.0,N
2.0,0.0,2.0,1.0,9.51,3.0,85.59,0.01,9.0,4.75,28.53,5.0,0.4,3.0,6.0,3.0,6.0,5.0,66.67,3.0,N
4.0,4.0,2.0,1.0,11.72,6.0,421.94,0.02,18.0,23.44,70.32,10.0,0.27,8.0,10.0,6.0,9.0,11.0,88.89,5.0,N
1.0,0.0,3.0,1.0,10.3,4.0,164.84,0.01,13.0,9.16,41.21,5.0,0.5,4.0,9.0,3.0,6.0,4.0,50.0,2.0,N
7.0,0.0,2.0,3.0,23.36,5.25,643.78,0.04,30.0,35.77,122.62,9.0,0.25,15.0,15.0,10.0,7.0,12.0,70.0,10.0,N
7.0,0.0,2.0,3.0,26.21,5.09,679.32,0.04,32.0,37.74,133.44,9.0,0.25,16.0,16.0,11.0,7.0,12.0,70.0,10.0,N
2.0,0.0,2.0,1.0,9.49,3.5,116.27,0.01,10.0,6.46,33.22,5.0,0.4,3.0,7.0,3.0,7.0,5.0,66.67,3.0,N
2.0,0.0,2.0,1.0,9.49,3.5,116.27,0.01,10.0,6.46,33.22,6.0,0.4,3.0,7.0,3.0,7.0,5.0,66.67,3.0,N
3.0,4.0,2.0,1.0,7.4,5.83,251.91,0.01,13.0,14.0,43.19,5.0,0.2,5.0,8.0,3.0,7.0,10.0,87.5,4.0,N
1.0,0.0,2.0,1.0,6.55,3.0,58.95,0.01,7.0,3.28,19.65,3.0,0.25,1.0,6.0,1.0,6.0,4.0,50.0,2.0,N
18.0,2.0,2.0,2.0,27.79,11.33,3570.0,0.11,63.0,198.33,315.0,22.0,0.33,20.0,43.0,15.0,17.0,24.0,90.91,20.0,N
12.0,3.0,2.0,3.0,16.58,12.57,2621.1,0.07,50.0,145.62,208.5,17.0,0.15,16.0,34.0,7.0,11.0,20.0,83.33,15.0,N
