@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
5.0,1.0,4.0,0.0,0.25,57.0,47.0,52.14,25.38,33598.94,225.0,1866.61,1323.59,0.0,0.21,99.0,126.0,58.0,9.62,48.0,N
1.0,0.0,1.0,0.0,0.27,14.0,11.0,27.63,5.32,781.48,34.0,43.42,146.95,0.0,0.2,13.0,21.0,15.0,8.33,11.0,N
1.0,0.0,0.0,0.0,0.17,4.0,6.0,19.41,7.22,1012.42,33.0,56.25,140.18,0.0,0.11,13.0,20.0,9.0,0.0,6.0,N
1.0,0.0,0.0,0.0,0.37,28.0,19.0,26.05,18.0,8439.31,90.0,468.85,468.85,0.0,0.33,38.0,52.0,21.0,0.0,19.0,N
0.0,0.0,0.0,0.0,0.17,4.0,6.0,22.59,2.86,184.37,18.0,10.24,64.53,0.0,0.14,8.0,10.0,7.0,0.0,6.0,N
6.0,0.0,4.0,0.0,0.31,77.0,59.0,41.64,39.47,64869.18,283.0,3603.84,1643.48,0.0,0.16,122.0,161.0,113.0,6.35,59.0,N
1.0,1.0,0.0,0.0,0.48,39.0,20.0,31.72,17.63,9853.99,109.0,547.44,559.09,0.0,0.43,47.0,62.0,23.0,4.76,21.0,N
1.0,0.0,0.0,0.0,0.4,8.0,5.0,21.0,4.0,336.0,21.0,18.67,84.0,0.0,0.25,8.0,13.0,8.0,0.0,5.0,N
4.0,0.0,0.0,0.0,0.2,10.0,10.0,34.4,4.0,550.43,33.0,30.58,137.61,0.0,0.13,16.0,17.0,15.0,0.0,10.0,N
2.0,0.0,0.0,0.0,0.55,42.0,20.0,21.13,30.33,19439.18,138.0,1079.95,640.85,0.0,0.46,56.0,82.0,24.0,0.0,20.0,N
0.0,0.0,0.0,0.0,0.33,11.0,9.0,15.35,10.67,1746.31,43.0,97.02,163.72,0.0,0.27,16.0,27.0,11.0,0.0,9.0,N
3.0,0.0,2.0,0.0,0.33,108.0,80.0,59.54,44.94,120228.24,438.0,6679.35,2675.53,0.0,0.3,192.0,246.0,86.0,2.44,80.0,N
2.0,0.0,0.0,0.0,0.29,16.0,14.0,23.76,19.0,8577.24,92.0,476.51,451.43,0.0,0.24,38.0,54.0,17.0,0.0,14.0,N
1.0,0.0,0.0,0.0,0.4,7.0,5.0,11.52,5.6,361.36,18.0,20.08,64.53,0.0,0.29,8.0,10.0,7.0,0.0,5.0,N
0.0,0.0,0.0,0.0,0.5,2.0,2.0,7.74,1.5,17.41,5.0,0.97,11.61,0.0,0.25,2.0,3.0,4.0,0.0,2.0,N
1.0,0.0,0.0,0.0,0.2,10.0,10.0,20.81,9.0,1685.67,42.0,93.65,187.3,0.0,0.17,18.0,24.0,12.0,0.0,10.0,N
3.0,0.0,2.0,0.0,0.32,32.0,22.0,34.83,15.79,8682.88,111.0,482.38,549.92,0.0,0.25,50.0,61.0,28.0,8.33,22.0,N
1.0,0.0,0.0,0.0,0.43,9.0,7.0,12.97,4.8,298.89,18.0,16.61,62.27,0.0,0.33,8.0,10.0,9.0,0.0,7.0,N
4.0,4.0,3.0,0.0,0.28,123.0,71.0,65.4,42.25,116749.16,430.0,6486.06,2763.29,0.0,0.25,195.0,235.0,83.0,8.97,75.0,N
1.0,0.0,0.0,0.0,0.5,13.0,8.0,13.09,15.56,3166.49,45.0,175.92,203.56,0.0,0.36,20.0,25.0,11.0,0.0,8.0,N
1.0,0.0,0.0,0.0,0.4,17.0,10.0,14.59,15.89,3684.48,52.0,204.69,231.89,0.0,0.31,22.0,30.0,13.0,0.0,10.0,N
1.0,0.0,0.0,0.0,0.5,1.0,2.0,7.74,1.5,17.41,5.0,0.97,11.61,0.0,0.2,2.0,3.0,5.0,0.0,2.0,N
1.0,0.0,0.0,0.0,0.43,9.0,7.0,14.31,7.14,729.9,25.0,40.55,102.19,0.0,0.33,10.0,15.0,9.0,0.0,7.0,N
1.0,0.0,0.0,0.0,0.3,10.0,10.0,14.55,10.11,1487.96,33.0,82.66,147.16,0.0,0.25,14.0,19.0,12.0,0.0,10.0,N
38.0,7.0,9.0,4.0,0.12,39.0,134.0,43.8,87.5,335371.38,598.0,18631.74,3832.82,2.0,0.09,250.0,348.0,190.0,10.67,141.0,N
6.0,2.0,0.0,10.0,0.27,11.0,13.0,15.91,13.65,2963.84,48.0,164.66,217.13,5.0,0.17,21.0,27.0,23.0,13.33,15.0,N
10.0,1.0,0.0,4.0,0.22,6.0,8.0,12.69,7.58,729.6,26.0,40.53,96.21,2.0,0.1,13.0,13.0,21.0,11.11,9.0,N
12.0,1.0,5.0,4.0,0.06,9.0,31.0,61.82,14.2,12472.53,165.0,692.92,878.12,2.0,0.04,59.0,106.0,51.0,16.21,32.0,N
14.0,4.0,3.0,8.0,0.06,9.0,43.0,95.83,13.45,17344.68,222.0,963.59,1289.23,4.0,0.05,89.0,133.0,66.0,14.0,47.0,N
6.0,0.0,0.0,0.0,0.09,5.0,11.0,27.47,8.18,1838.78,52.0,102.15,224.74,0.0,0.05,20.0,32.0,19.0,0.0,11.0,N
16.0,3.0,23.0,20.0,0.2,22.0,27.0,23.05,32.11,23756.49,140.0,1319.81,739.96,10.0,0.08,61.0,79.0,71.0,49.06,30.0,N
17.0,2.0,19.0,18.0,0.16,33.0,47.0,40.61,18.56,13994.09,131.0,777.45,753.89,9.0,0.09,54.0,77.0,87.0,30.88,49.0,N
16.0,2.0,0.0,0.0,0.17,29.0,58.0,42.24,23.1,22537.68,172.0,1252.09,975.66,0.0,0.13,66.0,106.0,78.0,3.33,60.0,N
11.0,4.0,16.0,16.0,0.21,20.0,20.0,25.05,13.43,4520.52,70.0,251.14,336.51,8.0,0.09,31.0,39.0,53.0,50.0,24.0,N
6.0,1.0,0.0,0.0,0.5,2.0,1.0,9.83,2.0,39.3,7.0,2.18,19.65,0.0,0.1,3.0,4.0,10.0,50.0,2.0,N
20.0,4.0,6.0,12.0,0.2,30.0,40.0,43.12,18.55,14836.51,141.0,824.25,799.81,6.0,0.13,53.0,88.0,72.0,20.0,44.0,N
4.0,1.0,0.0,4.0,0.33,6.0,5.0,10.88,5.6,341.29,17.0,18.96,60.94,2.0,0.17,8.0,9.0,12.0,16.67,6.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
13.0,1.0,13.0,0.0,0.08,6.0,12.0,32.22,14.76,7021.85,92.0,390.1,475.63,0.0,0.02,33.0,59.0,41.0,53.85,13.0,N
2.0,0.0,0.0,0.0,0.5,13.0,8.0,7.5,12.0,1079.34,26.0,59.96,89.95,0.0,0.33,9.0,17.0,12.0,0.0,8.0,N
1.0,0.0,1.0,0.0,0.11,15.0,35.0,26.83,23.21,14452.4,117.0,802.91,622.67,0.0,0.11,42.0,75.0,38.0,2.78,35.0,N
1.0,0.0,0.0,0.0,0.6,9.0,5.0,17.03,4.0,272.46,19.0,15.14,68.11,0.0,0.38,8.0,11.0,8.0,0.0,5.0,N
16.0,2.0,0.0,12.0,0.25,32.0,22.0,51.72,11.85,7268.38,111.0,403.8,613.12,6.0,0.14,49.0,62.0,42.0,8.33,24.0,N
1.0,1.0,0.0,0.0,0.29,7.0,6.0,16.37,6.87,774.04,27.0,43.0,112.59,0.0,0.2,11.0,16.0,10.0,14.29,7.0,N
0.0,1.0,1.0,0.0,0.38,10.0,7.0,15.56,9.0,1260.0,35.0,70.0,140.0,0.0,0.27,14.0,21.0,11.0,22.22,8.0,N
0.0,0.0,0.0,0.0,0.4,6.0,5.0,15.5,4.67,337.59,19.0,18.75,72.34,0.0,0.33,7.0,12.0,6.0,0.0,5.0,N
2.0,0.0,0.0,0.0,0.24,21.0,21.0,23.75,14.93,5295.85,73.0,294.21,354.63,0.0,0.2,32.0,41.0,25.0,0.0,21.0,N
1.0,0.0,0.0,0.0,0.22,7.0,9.0,18.0,6.0,648.0,27.0,36.0,108.0,0.0,0.18,12.0,15.0,11.0,0.0,9.0,N
2.0,0.0,0.0,0.0,0.22,7.0,9.0,16.35,6.75,744.94,27.0,41.39,110.36,0.0,0.17,12.0,15.0,12.0,0.0,9.0,N
1.0,0.0,0.0,0.0,0.5,11.0,6.0,17.3,4.2,305.12,21.0,16.95,72.65,0.0,0.38,7.0,14.0,8.0,0.0,6.0,N
0.0,0.0,0.0,0.0,0.5,9.0,6.0,15.36,4.9,368.89,21.0,20.49,75.28,0.0,0.43,7.0,14.0,7.0,0.0,6.0,N
0.0,0.0,0.0,0.0,0.6,7.0,5.0,13.11,4.8,301.96,17.0,16.78,62.91,0.0,0.5,6.0,11.0,6.0,0.0,5.0,N
0.0,0.0,0.0,0.0,0.6,7.0,5.0,13.11,4.8,301.96,17.0,16.78,62.91,0.0,0.5,6.0,11.0,6.0,0.0,5.0,N
0.0,0.0,0.0,0.0,0.6,7.0,5.0,13.11,4.8,301.96,17.0,16.78,62.91,0.0,0.5,6.0,11.0,6.0,0.0,5.0,N
0.0,0.0,0.0,0.0,0.15,5.0,13.0,18.86,5.5,570.49,24.0,31.69,103.73,0.0,0.14,9.0,15.0,14.0,0.0,13.0,N
0.0,0.0,0.0,0.0,0.6,7.0,5.0,13.11,4.8,301.96,17.0,16.78,62.91,0.0,0.5,6.0,11.0,6.0,0.0,5.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
2.0,0.0,0.0,4.0,0.33,6.0,6.0,14.04,2.0,56.15,10.0,3.12,28.07,2.0,0.2,3.0,7.0,10.0,0.0,6.0,N
2.0,0.0,0.0,0.0,0.47,32.0,19.0,29.58,26.25,20382.96,144.0,1132.39,776.49,0.0,0.41,70.0,74.0,22.0,0.0,19.0,N
0.0,0.0,1.0,0.0,0.2,2.0,5.0,7.61,5.0,190.2,12.0,10.57,38.04,0.0,0.14,5.0,7.0,7.0,16.67,5.0,N
0.0,0.0,1.0,0.0,0.33,6.0,6.0,5.05,13.5,919.54,19.0,51.09,68.11,0.0,0.25,9.0,10.0,8.0,14.29,6.0,N
1.0,0.0,0.0,0.0,0.28,24.0,18.0,31.67,17.05,9208.55,109.0,511.59,540.01,0.0,0.24,54.0,55.0,21.0,0.0,18.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,N
8.0,3.0,0.0,0.0,0.51,357.0,139.0,104.26,72.74,551711.63,1052.0,30650.65,7584.34,0.0,0.48,507.0,545.0,151.0,2.11,142.0,N
1.0,0.0,0.0,0.0,0.35,32.0,20.0,32.91,21.85,15707.85,137.0,872.66,718.97,0.0,0.3,67.0,70.0,23.0,0.0,20.0,N
1.0,0.0,0.0,0.0,0.36,14.0,11.0,17.43,12.28,2628.09,48.0,146.01,214.05,0.0,0.29,17.0,31.0,14.0,0.0,11.0,N
1.0,0.0,0.0,0.0,1.0,7.0,2.0,5.33,1.5,12.0,4.0,0.67,8.0,0.0,0.4,1.0,3.0,5.0,0.0,2.0,N
3.0,0.0,1.0,0.0,0.27,18.0,22.0,16.82,29.19,14337.59,95.0,796.53,491.14,0.0,0.22,33.0,62.0,27.0,4.35,22.0,N
1.0,0.0,0.0,0.0,0.4,5.0,5.0,6.77,9.0,548.5,17.0,30.47,60.94,0.0,0.25,6.0,11.0,8.0,0.0,5.0,N
1.0,0.0,0.0,0.0,0.3,10.0,10.0,22.3,11.0,2698.79,50.0,149.93,245.34,0.0,0.25,22.0,28.0,12.0,0.0,10.0,N
1.0,0.0,0.0,0.0,0.4,16.0,10.0,18.8,11.0,2275.01,44.0,126.39,206.82,0.0,0.33,22.0,22.0,12.0,0.0,10.0,N
1.0,0.0,0.0,0.0,0.36,14.0,11.0,24.22,12.71,3909.7,61.0,217.21,307.71,0.0,0.31,27.0,34.0,13.0,0.0,11.0,N
42.0,0.0,9.0,0.0,0.31,63.0,45.0,67.49,20.98,29713.51,224.0,1650.75,1416.11,0.0,0.07,104.0,120.0,211.0,16.67,45.0,N
2.0,2.0,0.0,0.0,0.47,68.0,34.0,23.0,44.18,44903.55,184.0,2494.64,1016.34,0.0,0.44,81.0,103.0,39.0,5.56,36.0,N
3.0,4.0,0.0,0.0,0.38,88.0,46.0,37.9,41.66,65784.09,277.0,3654.67,1579.02,0.0,0.35,123.0,154.0,54.0,8.0,50.0,N
4.0,5.0,10.0,0.0,0.28,72.0,42.0,91.37,13.05,15561.2,198.0,864.51,1192.43,0.0,0.21,87.0,111.0,63.0,26.32,47.0,N
2.0,0.0,1.0,0.0,0.39,30.0,18.0,31.61,18.67,11013.33,118.0,611.85,590.0,0.0,0.32,48.0,70.0,22.0,5.26,18.0,N
0.0,0.0,0.0,0.0,0.5,2.0,2.0,9.83,2.0,39.3,7.0,2.18,19.65,0.0,0.25,3.0,4.0,4.0,0.0,2.0,N
12.0,0.0,54.0,0.0,0.17,11.0,12.0,29.79,8.94,2379.82,56.0,132.21,266.27,0.0,0.01,26.0,30.0,139.0,81.82,12.0,N
1.0,0.0,0.0,0.0,0.17,1.0,6.0,8.31,7.33,446.73,16.0,24.82,60.92,0.0,0.13,4.0,12.0,8.0,0.0,6.0,N
1.0,0.0,0.0,0.0,0.42,25.0,19.0,7.53,74.0,41237.44,120.0,2290.97,557.26,0.0,0.38,37.0,83.0,21.0,0.0,19.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
1.0,3.0,1.0,16.0,0.31,16.0,13.0,9.46,31.42,9341.9,70.0,518.99,297.35,8.0,0.25,29.0,41.0,20.0,23.53,16.0,N
42.0,7.0,14.0,20.0,0.18,46.0,78.0,25.02,66.18,109551.27,307.0,6086.18,1655.44,10.0,0.1,90.0,217.0,143.0,21.21,85.0,N
15.0,5.0,20.0,4.0,0.1,8.0,15.0,27.71,21.09,12331.3,118.0,685.07,584.6,2.0,0.04,45.0,73.0,57.0,62.5,20.0,N
17.0,6.0,13.0,8.0,0.08,15.0,34.0,41.24,31.72,41502.39,233.0,2305.69,1308.23,4.0,0.04,92.0,141.0,72.0,35.85,40.0,N
28.0,4.0,14.0,10.0,0.21,14.0,15.0,30.78,13.5,5608.87,81.0,311.6,415.47,5.0,0.05,36.0,45.0,78.0,54.55,19.0,N
14.0,11.0,16.0,36.0,0.19,48.0,62.0,42.12,28.24,33576.57,203.0,1865.36,1189.17,18.0,0.13,80.0,123.0,105.0,30.34,73.0,N
0.0,1.0,2.0,8.0,0.3,9.0,9.0,18.87,7.8,1147.86,33.0,63.77,147.16,4.0,0.21,13.0,20.0,14.0,25.0,10.0,N
0.0,1.0,2.0,8.0,0.3,9.0,9.0,18.87,7.8,1147.86,33.0,63.77,147.16,4.0,0.21,13.0,20.0,14.0,25.0,10.0,N
1.0,0.0,0.0,0.0,0.4,6.0,5.0,11.07,4.38,211.89,14.0,11.77,48.43,0.0,0.29,5.0,9.0,7.0,0.0,5.0,N
3.0,0.0,0.0,12.0,0.5,16.0,8.0,21.13,9.29,1821.84,48.0,101.21,196.2,6.0,0.24,13.0,35.0,17.0,0.0,8.0,N
2.0,0.0,0.0,8.0,0.5,11.0,6.0,18.13,7.5,1020.0,34.0,56.67,136.0,4.0,0.21,9.0,25.0,14.0,0.0,6.0,N
3.0,0.0,0.0,12.0,0.5,16.0,8.0,20.85,10.0,2084.61,51.0,115.81,208.46,6.0,0.24,14.0,37.0,17.0,0.0,8.0,N
4.0,0.0,3.0,0.0,0.19,37.0,36.0,25.36,30.47,23549.34,156.0,1308.3,772.85,0.0,0.16,74.0,82.0,44.0,7.69,36.0,N
13.0,1.0,1.0,0.0,0.3,59.0,45.0,31.37,40.5,51461.36,216.0,2858.96,1270.65,0.0,0.23,96.0,120.0,61.0,4.26,46.0,N
5.0,0.0,15.0,0.0,0.2,1.0,5.0,5.8,2.0,23.22,5.0,1.29,11.61,0.0,0.04,1.0,4.0,26.0,75.0,5.0,N
1.0,0.0,0.0,0.0,0.45,18.0,11.0,16.12,14.3,3299.03,51.0,183.28,230.7,0.0,0.38,22.0,29.0,13.0,0.0,11.0,N
1.0,2.0,3.0,0.0,0.28,50.0,41.0,30.92,45.36,63608.7,246.0,3533.82,1402.31,0.0,0.25,84.0,162.0,48.0,10.87,43.0,N
3.0,4.0,0.0,0.0,0.26,27.0,23.0,25.34,18.21,8406.04,95.0,467.0,461.51,0.0,0.23,34.0,61.0,31.0,14.81,27.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
20.0,0.0,14.0,28.0,0.22,31.0,36.0,29.49,29.8,26179.43,164.0,1454.41,878.64,14.0,0.11,69.0,95.0,72.0,28.0,36.0,N
24.0,3.0,2.0,8.0,0.24,48.0,67.0,42.41,34.11,49333.63,236.0,2740.76,1446.51,4.0,0.17,81.0,155.0,98.0,6.94,70.0,N
7.0,1.0,3.0,4.0,0.17,10.0,11.0,25.79,5.0,644.64,33.0,35.81,128.93,2.0,0.08,15.0,18.0,24.0,26.67,12.0,N
11.0,0.0,1.0,14.0,0.25,16.0,20.0,13.81,24.89,8552.95,74.0,475.16,343.65,7.0,0.15,28.0,46.0,34.0,4.76,20.0,N
13.0,2.0,5.0,16.0,0.23,18.0,20.0,11.26,42.25,20101.19,112.0,1116.73,475.77,8.0,0.12,39.0,73.0,42.0,25.93,22.0,N
10.0,1.0,3.0,30.0,0.31,31.0,28.0,13.96,25.07,8776.91,81.0,487.61,350.08,15.0,0.2,27.0,54.0,44.0,12.5,29.0,N
9.0,0.0,1.0,4.0,0.12,8.0,17.0,52.81,9.13,4402.26,94.0,244.57,482.15,2.0,0.03,35.0,59.0,67.0,5.56,17.0,N
22.0,0.0,16.0,20.0,0.16,28.0,38.0,56.19,18.28,18778.17,182.0,1043.23,1027.18,10.0,0.08,65.0,117.0,78.0,29.63,38.0,N
7.0,0.0,4.0,36.0,0.22,41.0,46.0,29.4,30.64,27606.4,194.0,1533.69,900.91,18.0,0.17,78.0,116.0,59.0,8.0,46.0,N
12.0,0.0,6.0,4.0,0.11,14.0,19.0,35.49,9.58,3256.84,68.0,180.94,340.0,2.0,0.05,28.0,40.0,39.0,24.0,19.0,N
4.0,0.0,0.0,0.0,0.05,2.0,19.0,40.08,13.5,7303.85,118.0,405.77,541.03,0.0,0.04,45.0,73.0,25.0,0.0,19.0,N
4.0,0.0,0.0,8.0,0.3,11.0,10.0,21.06,5.85,720.66,29.0,40.04,123.19,4.0,0.19,13.0,16.0,16.0,0.0,10.0,N
2.0,0.0,0.0,0.0,0.11,1.0,9.0,15.4,11.0,1863.6,51.0,103.53,169.42,0.0,0.08,22.0,29.0,13.0,0.0,9.0,N
27.0,0.0,10.0,46.0,0.19,58.0,80.0,40.31,61.67,153302.39,430.0,8516.8,2485.98,23.0,0.12,148.0,282.0,128.0,11.11,80.0,N
11.0,0.0,4.0,16.0,0.23,21.0,22.0,25.42,17.34,7647.27,89.0,424.85,440.92,8.0,0.13,37.0,52.0,39.0,15.38,22.0,N
16.0,0.0,12.0,16.0,0.16,23.0,32.0,41.51,18.85,14745.1,147.0,819.17,782.32,8.0,0.08,51.0,96.0,62.0,27.27,32.0,N
7.0,0.0,0.0,4.0,0.25,15.0,12.0,30.46,3.75,428.33,30.0,23.8,114.22,2.0,0.11,10.0,20.0,28.0,0.0,12.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
1.0,5.0,5.0,0.0,0.31,35.0,24.0,31.55,35.27,39260.76,190.0,2181.15,1113.02,0.0,0.25,81.0,109.0,36.0,29.41,29.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,N
12.0,3.0,7.0,0.0,0.41,57.0,34.0,39.17,59.96,140810.71,396.0,7822.82,2348.57,0.0,0.26,151.0,245.0,57.0,22.73,37.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,N
18.0,2.0,13.0,0.0,0.25,59.0,62.0,36.04,49.78,89317.82,305.0,4962.1,1794.21,0.0,0.15,118.0,187.0,110.0,19.48,64.0,N
1.0,0.0,0.0,0.0,0.44,16.0,9.0,8.42,24.0,4849.12,46.0,269.4,202.05,0.0,0.33,15.0,31.0,12.0,0.0,9.0,N
0.0,0.0,1.0,0.0,0.67,5.0,3.0,8.15,3.5,99.85,9.0,5.55,28.53,0.0,0.4,2.0,7.0,5.0,25.0,3.0,N
1.0,0.0,7.0,0.0,0.17,5.0,12.0,46.75,20.39,19439.64,183.0,1079.98,953.33,0.0,0.09,67.0,116.0,22.0,36.84,12.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,N
0.0,0.0,0.0,0.0,0.6,10.0,5.0,13.34,10.0,1334.38,32.0,74.13,133.44,0.0,0.5,10.0,22.0,6.0,0.0,5.0,N
2.0,0.0,4.0,0.0,0.33,24.0,21.0,20.89,24.94,12991.07,100.0,721.73,520.95,0.0,0.25,38.0,62.0,28.0,16.0,21.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,N
9.0,8.0,4.0,0.0,0.14,15.0,14.0,34.87,25.2,22143.15,160.0,1230.18,878.7,0.0,0.08,63.0,97.0,37.0,46.15,22.0,N
3.0,0.0,0.0,0.0,0.26,23.0,19.0,21.59,15.0,4857.82,66.0,269.88,323.85,0.0,0.12,30.0,36.0,43.0,0.0,19.0,N
6.0,3.0,0.0,0.0,0.33,36.0,24.0,20.73,30.36,19100.2,127.0,1061.12,629.18,0.0,0.26,50.0,77.0,34.0,11.11,27.0,N
11.0,0.0,18.0,0.0,0.06,16.0,16.0,63.53,5.67,2040.0,72.0,113.33,360.0,0.0,0.02,34.0,38.0,47.0,52.94,16.0,N
21.0,4.0,9.0,22.0,0.26,32.0,35.0,23.31,30.11,21129.06,131.0,1173.84,701.84,11.0,0.14,52.0,79.0,71.0,27.08,39.0,N
22.0,4.0,6.0,22.0,0.26,32.0,35.0,23.31,30.11,21129.06,131.0,1173.84,701.84,11.0,0.14,52.0,79.0,69.0,22.22,39.0,N
7.0,0.0,9.0,0.0,0.11,4.0,9.0,28.4,5.73,931.41,39.0,51.74,162.63,0.0,0.04,18.0,21.0,27.0,50.0,9.0,N
11.0,1.0,15.0,0.0,0.1,5.0,9.0,49.83,3.94,772.6,44.0,42.92,196.21,0.0,0.03,21.0,23.0,38.0,64.0,10.0,N
4.0,0.0,6.0,0.0,0.17,5.0,6.0,24.59,4.05,405.89,27.0,22.55,99.91,0.0,0.06,13.0,14.0,18.0,50.0,6.0,N
7.0,0.0,7.0,0.0,0.17,5.0,6.0,24.59,4.05,405.89,27.0,22.55,99.91,0.0,0.05,13.0,14.0,22.0,53.85,6.0,N
12.0,1.0,39.0,16.0,0.02,34.0,48.0,68.44,22.43,34432.76,268.0,1912.93,1535.08,8.0,0.01,95.0,173.0,102.0,45.45,49.0,N
3.0,0.0,6.0,0.0,0.05,21.0,21.0,98.33,6.82,4571.18,141.0,253.95,670.44,0.0,0.03,60.0,81.0,32.0,22.22,21.0,N
12.0,0.0,27.0,8.0,0.03,24.0,30.0,63.11,17.0,18239.92,203.0,1013.33,1072.94,4.0,0.01,68.0,135.0,71.0,47.37,30.0,N
11.0,0.0,27.0,8.0,0.03,24.0,30.0,63.11,17.0,18239.92,203.0,1013.33,1072.94,4.0,0.01,68.0,135.0,70.0,47.37,30.0,N
15.0,2.0,49.0,62.0,0.01,79.0,92.0,74.33,35.24,92334.31,426.0,5129.68,2619.79,31.0,0.01,157.0,269.0,160.0,35.66,94.0,N
6.0,4.0,10.0,0.0,0.19,13.0,23.0,27.77,18.5,9505.92,101.0,528.11,513.83,0.0,0.11,37.0,64.0,45.0,37.84,27.0,N
6.0,0.0,9.0,38.0,0.42,40.0,26.0,27.51,19.44,10402.78,107.0,577.93,535.0,19.0,0.24,50.0,57.0,46.0,25.71,26.0,N
10.0,1.0,20.0,8.0,0.15,19.0,19.0,37.98,10.17,3931.9,78.0,218.44,386.43,4.0,0.06,37.0,41.0,52.0,52.5,20.0,N
2.0,0.0,1.0,0.0,0.25,2.0,4.0,6.74,3.75,94.75,9.0,5.26,25.27,0.0,0.11,3.0,6.0,9.0,20.0,4.0,N
0.0,0.0,0.0,0.0,0.5,2.0,2.0,9.83,2.0,39.3,7.0,2.18,19.65,0.0,0.25,3.0,4.0,4.0,0.0,2.0,N
2.0,0.0,1.0,0.0,0.5,2.0,2.0,7.75,2.0,31.02,6.0,1.72,15.51,0.0,0.14,2.0,4.0,7.0,33.33,2.0,N
0.0,0.0,0.0,0.0,0.2,2.0,5.0,8.22,9.0,666.08,20.0,37.0,74.01,0.0,0.14,8.0,12.0,7.0,0.0,5.0,N
2.0,2.0,0.0,0.0,0.2,3.0,3.0,10.76,5.25,296.48,17.0,16.47,56.47,0.0,0.11,7.0,10.0,9.0,40.0,5.0,N
1.0,0.0,0.0,0.0,0.5,2.0,2.0,7.75,2.0,31.02,6.0,1.72,15.51,0.0,0.2,2.0,4.0,5.0,0.0,2.0,N
0.0,0.0,0.0,0.0,0.2,2.0,5.0,8.51,8.0,544.91,19.0,30.27,68.11,0.0,0.14,8.0,11.0,7.0,0.0,5.0,N
2.0,2.0,0.0,0.0,0.2,3.0,3.0,11.59,4.38,221.89,16.0,12.33,50.72,0.0,0.11,7.0,9.0,9.0,40.0,5.0,N
0.0,0.0,0.0,0.0,0.5,1.0,2.0,9.06,3.5,110.95,10.0,6.16,31.7,0.0,0.25,2.0,8.0,4.0,0.0,2.0,N
2.0,0.0,0.0,0.0,0.25,2.0,4.0,8.54,4.67,186.03,12.0,10.33,39.86,0.0,0.13,4.0,8.0,8.0,0.0,4.0,N
